Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
11,"Can I help you? I'm from the Task Force Unit. Where? The Task Force Unit at the Seoul station. You must've come for the Mapo case files. No, I came for that guy. What? I'm taking him in. Sorry to wake you up, sir. What is this all about? It's a bit complicated. Damn it! Who is this? Yes, this man is... Is he the shit thrower? Yes, I believe so. Crazy bastard, why'd you throw shit at someone? What is he saying? Looks like he has to urinate. Would you like to talk to him? Forget it. So are you sure about this? Yes, Gil-woo is. Don't use him as an excuse. - Sorry, sir. - Okay. You son of bitch! Why is it so noisy in here! Sir! Crazy bastards. Who's Ji Young-min? Are you Ji Young-min? Yes. What happened to your face? Are you all out of your minds? Sir, we didn't do anything. Shut up! Come outside. Come out now! - Have a good life. - Let me loose. Who beat him? - Well... - They did it? - I don't know, sir. - Find out who beat him and then bring him in. Yes, sir! - You know the situation we're in? - Yes, sir. We're all dead if this case fails. Yes, sir. Who did this to you? That guy inside. - Who? - Hey! There's more than one in there! That man over there. Come here, you son of a bitch. You lie to all of them? You son of a bitch! - Chill. - That little...!",88.60000000000001,264,Can I help you I am from Where at station You must have come for case files No I came for guy What I am taking him in Sorry to wake you up sir What is this all about It is bit complicated Damn it Who is this Yes man is Is he shit thrower Yes I believe so why did you throw shit at someone What is he saying Looks like he has to urinate Would you like to talk to him Forget it So are you sure about this Yes is Do not use him as excuse Okay You son of bitch Why is it so noisy in here Crazy bastards Who is Are you Yes What happened to your face Are you all out of your minds we did not do anything Shut up Come outside Come out now Have good life Let me loose Who beat him Well They did it I do not know Find out who beat him and then bring him in Yes You know situation we are in Yes sir We are all dead if case fails Yes sir Who did this to you guy inside Who Hey There is more than in there man over there Come here you son of bitch You lie to all of them You son of bitch little,anger
12,"Cut it out. Let's go to the station first. Jung-ho, you can do it there. Right, let's go. Gil-woo, come here. Let's go and do it, okay? You're sure about this, right? Yes, I'm sure. - Absolutely sure? - Yes, I am. Okay, let's go. - Let's go. - Okay. - Wait! Stop! - Why? Where'd that bastard go? - Who? - Jung-ho. Damn it. There's that bastard. Hey! Come to the office! - Okay. - You better come! Okay! Owner:Kwon Hae-gab Damn bastard. Hey. Hey! - Me? - Yeah, you. What did you kill the girls with? With a chisel. The ones to crack stones? Yes. - Is that right? - Yes, it was a narrow blunt instrument. Okay. I need to pee really bad. Let me out. Shut up. Or else I'll yank your dick out. Detective. What? Kim Mi-jin is probably still alive. What's he talking about? Kim Mi-jin. The girl that guy was looking for. Where is she now? In Anyang city? Why? Why would the victim be there? Wait, stop the car. That's just his address on paper. He lives in Mangwon district. That's where I caught him. Bastard hangs up the phone before I'm finished. Car registration Who is it? Do you know this man? No. These keys? I don't know. Look carefully. It's the first time I've seen it.",89.36000000000001,226,Cut it out Let us go to station first you can do it there Right let us go come here Let us go and do it okay You are sure about this right Yes I am sure Absolutely sure Yes I am Okay let us go Let us go Okay Wait Stop Why Where did bastard go Who it There is bastard Hey Come to office Okay You better come Okay bastard Hey Hey Me Yeah you What did you kill girls with With chisel ones to crack stones Yes Is that right Yes it was narrow blunt instrument Okay I need to pee really bad Let me out Shut up Or else I will yank your dick out What jin is probably still alive What is he talking about jin girl that guy was looking for Where is she now In city Why Why would victim be there Wait stop car That is just his address on paper He lives in district That is where I caught him hangs up phone before I am finished Car registration Who is it Do you know man No keys I do not know Look carefully It is first time I have seen it,anger
13,"Where did they go? They were going to some meeting, but I don't remember. Yanpyung 11a.m. Yangpyung? Yes, I think so. Yangpyung is... Anyway, they must've past the corner store. What took you so long, idiot? What happened? What about Mi-jin? I couldn't find her. What? See that store across the street? - Yes. - See that alley next to it? - Yes. - So, Search every house from there to this address with this. - What is this? - Find houses with basements, where the cell phone wouldn't work. Where is this house? Come here. - See that top over there? - Yes. Where the hell are you looking, idiot? That top over the cross. Yes. Right there. Why don't we just report it? They know already. Then why go through the trouble? Just do what I say, asshole. We have to find Mi-jin. I got it. Search every corner! Okay! Shit. If you make an arrest without a warrant, you need approval by a prosecutor within 1 2 hours. 1 2 hours? Yes. What if it isn't approved? We have to release him. Shit. Where are you? It's already two. What have you been doing? Why'd you go to Mangwon after Anyang city? Then you should've dropped off the shit thrower. Sit down. So did you hit them with a chisel or hammer them with it? Used the hammer, of course. Give me your hand. Relax. Why'd you kill them like that? I choked them and used knives, but they were too painful.",89.32000000000001,255,Where did they go They were going to meeting but I do not remember a.m. Yes I think so is Anyway they must have past corner store What took you so long idiot What happened What about jin I could not find her What See store across street Yes See alley next to it Yes So Search house from there to address with this What is this Find houses with basements where cell phone would not work Where is house Come here See top over there Yes Where hell are you looking idiot top over cross Yes Right there Why do not we just report it They know already Then why go through trouble Just do what I say asshole We have to find Mi jin I got it Search corner Okay Shit If you make arrest without warrant you need approval by prosecutor within hours hours Yes What if it is not approved We have to release him Shit Where are you It is already What have you been doing Why did you go to after city Then you should have dropped off shit thrower Sit down So did you hit them with chisel or hammer them with it Used hammer of course Give me your hand Relax Why did you kill them like that I choked them and used knives but they were too painful,anger
14,"I saw how pigs were killed and did the same. And then? - Hang them on the wall. - What? Yes? Hang what? Their bodies, of course. Say ah. And then? You know that muscle behind the ankles? - The Achilles tendon? - Yes. I slice it with a knife. - Of the dead body? - Yes. Why? To drain out the blood. Otherwise they're too heavy to lift. That's right. That's how the corpses get lighter. So what did you do next? Leave it around for a day, drain out all the blood and mess. Then I ax the bodies and bury them. Where? Yes? Where'd you bury the dead bodies? Here and there. Here and there is where? Tell me exactly. Well... You wouldn't have buried nine people in your front yard. Not nine. What? It's twelve. Why twelve? Wasn't it nine? Come to think of it, it was twelve. Are you kidding me? Gil-woo! Just tell us what you remember. You're doing well. I was driving and the Equus popped out. It slammed into my car, and this rat was driving. That's why you beat him? No, I held on to him and called 4885. - And his phone is... - Hey. Just answer what I ask you. So you beat him, right? It was you who messed up his face, right? What are you doing? Yes? Now? Yes, sir. The chief wants to see you. Testimony First, press your finger. Go to Mi-jin's house? Yes, go with him. - Why? - To do a DNA test",89.32000000000002,260,I saw how pigs were killed and did same And then Hang them on wall What Yes Hang what Their bodies of course Say ah And then You know that muscle behind ankles Yes I slice it with knife Of dead body Yes Why To drain out blood Otherwise they are too heavy to lift That is right That is how corpses get lighter So what did you do next Leave it around for day drain out blood and mess Then I ax bodies and bury them Where Yes Where did you bury dead bodies Here and there Here and there is where Tell me exactly Well You would not have buried people in your front yard Not What It is Why Was not it Come to think of it it was Are you kidding me Just tell us what you remember You are doing well I was driving and popped out It slammed into my car and rat was driving That is why you beat him No I held on to him and called And his phone is Hey Just answer what I ask you So you beat him right It was you who messed up his face right What are you doing Yes Now Yes sir chief wants to see you press your finger Go to jin 's house Yes go with him Why To do DNA test,neutral
15,"on the blood on his shirt and her samples. So you actually believe what this bastard's saying? Hey! Just go! I doubt this bastard killed anyone. Just search the neighborhood. Hey! Jung-ho! Give me a break. Does it taste delicious, you bastard! Why do you keep hitting him? Is this time to eat chocolate? Hey! Jung-ho! Bastard. Is it true that the suspect threw human feces? Have you identified the suspect? Almost there. Turn right and go straight? Straight in? Steps? Downstairs? The first one? Okay. Anybody home? Anybody there? Of course nobody's here. What shall we do now? Let's go to the owner's house. Move, move. What is that? You scared me. You should've answered if you were inside. - Is this the police? - Hey, you! Strangers are breaking in. Mapo-gu Sangsoo-dong 21-1 5. They're coming inside! Give it to me. Who the hell are you? I'm asking you. Are you Mi-jin's daughter? This place is a mess. What are you doing here? Go stay over there. Why are you taking someone's hair? You little prick, go away. Why are you taking her hair? Aren't you going to sleep? You go to sleep. You're just like your mom. What about my mom? You little brat. All done. So what now? Leave, of course. What's your name?",89.83999999999997,218,on blood on his shirt and her samples So you actually believe what bastard 's saying Hey Just go I doubt bastard killed anyone Just search neighborhood Hey Give me break Does it taste you bastard Why do you keep hitting him Is time to eat chocolate Hey Is it true that suspect threw human feces Have you identified suspect Almost there Turn right and go straight Straight in Steps Downstairs first Okay Anybody home Anybody there Of course nobody 's here What shall we do now Let us go to owner 's house Move move What is that You scared me You should have answered if you were inside Is this police Hey you Strangers are breaking in They are coming inside Give it to me Who hell are you I am asking you Are you 's daughter place is mess What are you doing here Go stay over there Why are you taking someone is hair You little prick go away Why are you taking her hair Are not you going to sleep You go to sleep You are just like your mother What about my mother You little brat All done So what now of course What is your name,neutral
16,"Take it. Call me if you get into any trouble. Let's go. Damn it. According to witnesses, Bastard made me lose my appetite. Where's my mom? She's working. Then why'd you take her hair? For a DNA test? You're unbelievable. My mom isn't working now, is she? Something happened to her? Don't you have somewhere to go? How much did you search? I'll be there soon, so search around some more. Also, do you know anyone who can look after a kid? Okay, bye. Look behind you! Is there a cigarette? Yes. Get back there. Throw it out the window. Is it gone? Yes. Is there a burned mark? Yes. Damn it, nothing's helping me. What a day. You called my mom before, right? Didn't you ask my mom to go to work tonight? I'll send you back home if you keep bothering me. Filth. What did you say? What? Filth? Get out! The Mapo murders are also included. But who's this woman that's alive? He seems to be lying. She's probably been murdered. Except for the Mapo murders, they were killed at his house and you can't find the bodies? No, sir. If you don't know the address, it means you don't know anything. The suspect can't remember the address,",88.92,211,Take it Call me if you get into trouble Let us go Damn it According to witnesses made me lose my appetite Where is my mother She is working Then why did you take her hair For DNA test You are unbelievable My mother is not working now is she Something happened to her Do not you have somewhere to go How much did you search I will be there soon so search around more Also do you know anyone who can look after kid Okay bye Look behind you Is there cigarette Yes Get back there Throw it out window Is it gone Yes Is there burned mark Yes Damn it nothing 's helping me What day You called my mother before right Did not you ask my mother to go to work tonight I will send you back home if you keep bothering me Filth What did you say What Filth Get out Mapo murders are also included But who is woman that is alive He seems to be lying She is probably been murdered Except for Mapo murders they were killed at his house and you can not find bodies No sir If you do not know address it means you do not know anything suspect can not remember address,annoyance
17,"but we can find it quickly if we start searching in the morning. Why aren't his motives written down? He kept on talking gibberish. No particular motivation. Then make one up! What the hell is this? Yes, sir. You know the situation we're in? - Yes, sir. - Yes, sir. We die if we blow this. Get this right if you want to keep your jobs. So that the mayor's incident shuts up, okay? - Yes, sir. - Yes, sir. Who is it? The police. Open the door. Sit down. Sit comfortably. Yes. Lady. How can a sister not know where her brother lives? We really don't know. We haven't seen him for a long time. How long? About three years. Where did he live then? In prison, right? Yes, in prison. What a screwed-up family. Now let's put things in order, yes? Like I said before, your brother and brother-in-law sold three of my girls. But I've paid twenty thousand for those girls. What shall we do about that? Let's sign a contract. Why aren't you answering? Byeong-soo! Are you all right? Everything's okay. He was like this ever since he was a baby. My son was bleeding when I came back home. My damn brother was the only one home. Ever since then, I barely saw my brother. Where are we going? I said where are we going?",88.28,230,but we can find it quickly if we start searching in morning Why are not his motives written down He kept on talking gibberish particular motivation Then make one up What hell is this Yes sir You know situation we are in Yes Yes sir We die if we blow this Get right if you want to keep your jobs So that mayor 's incident shuts up okay Yes Yes sir Who is it police Open door Sit down Sit comfortably Yes How can sister not know where her brother lives We really do not know We have not seen him for long time How long About years Where did he live then In prison right Yes in prison What screwed up family Now let us put things in order yes Like I said before your brother and brother in law sold of my girls But I have paid for girls What shall we do about that Let us sign contract Why are not you answering Are you all right Everything 's okay He was like this ever since he was baby My son was bleeding when I came back home My damn brother was only home Ever since then I barely saw my brother Where are we going I said where are we going,neutral
18,"We're not looking for my mom, are we? Be quiet! Let me think. Is your name Oh Eun-shil? Why? Your eyes are very pretty. Shut up. Why'd you cut your hair so short? You'd look sexy with long hair. - Hey! - Yes? - You want a beating? - No. Just sit and don't screw around. You're not wearing any perfume. You must be on your period. Smells fishy. Is this a call-girl massage parlor? Let me ask you something. What's up? We're in deep trouble. That asshole has done this twice before. What are you talking about? The prosecutor called. Young-min said he killed someone before. But he was freed since there wasn't enough evidence. The prosecutor ordered him to be freed. The chief is going to have a fit. We're screwed. You want to die? Did you kill them or not? Answer me, you bastard! Young-min, you told us everything before. What's wrong with you? Turn the camera. Let me ask you once more. Did you kill them or not? I'm sorry. Who the hell do you think you are? You must think we're some damn clowns. I checked. Noryangjin station's warrant was rejected by the judge. Eunpyung station was like us. Both stations had insufficient evidence. Screw them. That asshole is the murderer. He can't make that kind of statement if he hadn't killed them. That's right. So do you want to let him go? Or search that neighborhood to find some evidence? Listen carefully.",89.07999999999998,248,We are not looking for my mother are we Be quiet Let me think Is your name Oh shil Why Your eyes are very pretty Shut up Why did you cut your hair so short You would look sexy with long hair Hey Yes You want beating No Just sit and do not screw around You are not wearing perfume You must be on your period fishy Is this call girl massage parlor Let me ask you something What is up We are in deep trouble asshole has done this twice before What are you talking about prosecutor called said he killed someone before But he was freed since there was not enough evidence prosecutor ordered him to be freed chief is going to have fit We are screwed You want to die Did you kill them or not Answer me you bastard you told us everything before What is wrong with you Turn camera Let me ask you once more Did you kill them or not I am sorry Who hell do you think you are You must think we are damn clowns I checked station 's warrant was rejected by judge station was like us stations had insufficient evidence Screw them asshole is murderer He can not make kind of statement if he had not killed them That is right So do you want to let him go Or search neighborhood to find evidence Listen carefully,anger
19,"He said he buried the victims, - Right? - Yes, sir. It means he buried the victims somewhere else. He couldn't have buried all 1 2 bodies in his front yard. - In the mountain! - Yes, but are there many mountains there? No, sir. No, there is only one. Sungmi Mountain. - Am I right? - Yes, sir. Go search there. Find the dead bodies. Are you really a cop? Show me your badge. I can't believe this. You're not a cop, are you? Fuck. Fuck? Get lost. Repeat this number, 016-9265-4885. 9265-4885... Find it. See if anyone's coming! Here. Hyun-ju Where is she? Not here. She disappeared on this day? Don't know. Not knowing doesn't resolve things, you bastard. You didn't even look for her? Where's your dad? He's in Brazil Brazil? Where in Brazil? Rio de Janeiro. What? The old capital of Brazil. What's he doing there? Working. Have you seen your dad? No. Did you talk on the phone with him? Damn. What a bitch. Better off saying Saudi Arabia. Eat up. What a damn temper. Are you okay? Yes. Damn it. Shit! I've found it.",89.16,190,He said he buried victims Right Yes sir It means he buried victims somewhere else He could not have buried bodies in his front yard In mountain Yes but are there many mountains there No No there is only Am I right Yes Go search there Find dead bodies Are you really cop Show me your badge I can not believe this You are not cop are you Fuck Fuck Get lost Repeat number Find it See if anyone 's coming Here Where is she Not here She disappeared on day Do not know Not knowing does not resolve things you bastard You did not even look for her Where is your dad He is in Where in What old capital of What is he doing there Working Have you seen your dad No Did you talk on phone with him Damn What bitch Better off saying Eat up What damn temper Are you okay Yes Damn it Shit I have found it,anger
20,"- Where? - Right here. Hee-jeong Where is she now? - Yes? - Where's Hee-jeong? She's gone, too? She went to a customer. He's a complete lunatic. So do you know where he lives? No. Then where were you two? Somewhere around here. Was there anything strange about him? A lot. Tell me. His dick wouldn't get hard. Watch what you say around the kid. I mean, his penis didn't get erect. So? No matter how hard I tried, it wouldn't work. He said he wasn't drunk, either. That meant he was impotent. Why'd an impotent bastard call me then? Then what? What else? I treated him like a king so that I can keep the money. Then he kept calling me, asking me to live with him. I got aggravated so I didn't answer. Then that crazy bastard started sending me strange pictures. He was covered with blood and said he'd kill me. He kept bothering me like that for several days. Do you still have the pictures? Are you crazy? I erased all of them. Okay. Did he do something? He killed someone, didn't he? Hey, mister! Mister! Hey... Don't go anywhere. - Where is it? - Over here. Here. Are you sure this is it? Yes, look. Is this the wrong place? Tell me what's going on. Search some more with the keys. Why? Mi-jin isn't here, idiot! Let's go. Meathead!",89.24000000000002,234,Where Right here Where is she now Yes Where is She is gone too She went to customer He is complete lunatic So do you know where he lives No Then where were you Somewhere around here Was there anything strange about him lot Tell me His dick would not get hard Watch what you say around kid I mean his penis did not get erect So No matter how hard I tried it would not work He said he was not drunk either That meant he was impotent Why did impotent bastard call me then Then what What else I treated him like king so that I can keep money Then he kept calling me asking me to live with him I got aggravated so I did not answer Then crazy bastard started sending me strange pictures He was covered with blood and said he would kill me He kept bothering me like that for several days Do you still have pictures Are you crazy I erased all of them Okay Did he do something He killed someone did not he Hey Hey Do not go anywhere Where is it Over here Here Are you sure this is it Yes look Is this wrong place Tell me what is going on Search more with keys Why Mi jin is not here idiot Let us go,annoyance
21,"- Where did he go? - I don't know! You go over there. I told you I'd pay you back, asshole! I have to live, too! Why'd he call me out in such a hurry? It's a big headache. Damn it. - Eun-shil, go wash up. - Okay. Did you laugh? Did you? Get up, asshole. We have a guest. Son of a bitch. Wake me up if anyone comes. Where is Kim Mi-jin? I don't know who she is. Where is she? Where is she? Answer me! Spare me. Where is she? I really don't know. Spare me. We shared the same prison cell. He visited me four months ago. He needed a place to stay for two weeks. I haven't seen him since then. Oh yeah, I saw him once. He came in and took his bag while I was asleep. What sort of bag? A large black bag. It had all kinds of tools in it. What tools? Just tools. Like a chisel, hammer and saw. Did he say where he was going? No. Who painted all this? He did. No. Then what about a girlfriend? No. Have you ever had a girlfriend? Yes. How long was your relationship? About a year. Then you must've had sex with her.",90.0,212,Where did he go I do not know You go over there I told you I would pay you back asshole I have to live too Why did he call me out in hurry It is big headache Damn it shil go wash up Okay Did you laugh Did you Get up asshole We have guest of bitch Wake me up if anyone comes Where is jin I do not know who she is Where is she Where is she Answer me Spare me Where is she I really do not know Spare me We shared same prison cell He visited me months ago He needed place to stay for weeks I have not seen him since then Oh yeah I saw him once He came in and took his bag while I was asleep What sort of bag large black bag It had kinds of tools in it tools Just tools Like chisel hammer and saw Did he say where he was going No Who painted this He did No Then what about girlfriend No Have you ever had girlfriend Yes How long was your relationship About a year Then you must have had sex with her,annoyance
22,"Why? Are you embarrassed? Just tell me. Have you ever had sex with your girlfriend? Mr. Ji. Have you ever had sex with a woman? Why do you want to know? Don't answer if you don't want to. I'll ask something else. At your house... I asked you. Why you do you want to know? I thought that you might be impotent. How would you know? Have you seen it? Because assholes like you mostly are. You're impotent, aren't you? When you see a woman, you want to have sex but you can't. So you kill them with a chisel, right? You think the chisel is your penis. The pleasure from hammering the chisel on a woman's head. Stop it. You killed young women because of that pleasure. Stop it. That's not it. That's not why. Are you curious? I'll tell you. Why'd you kill them? Come here. I'll tell you why. Come over here. - Just sit down. - I'll tell you. Go sit down, you bastard. Sit. I'm right, aren't l? You want to have sex, but your body can't. So the women... - What do you know? - Let go! What do you know? Stop it! Why do you keep bothering me? Why? Bravo. Hey, where's the kid? What? Where's the kid? - What? - You dumb ass.",89.51999999999998,221,Why Are you embarrassed Just tell me Have you ever had sex with your girlfriend Have you ever had sex with woman Why do you want to know Do not answer if you do not want to I will ask something else At your house I asked you Why you do you want to know I thought that you might be impotent How would you know Have you seen it Because assholes like you mostly are You are impotent are not you When you see woman you want to have sex but you can not So you kill them with chisel right You think chisel is your penis pleasure from hammering chisel on woman 's head Stop it You killed young women because of pleasure Stop it That is not it That is not why Are you curious I will tell you Why did you kill them Come here I will tell you why Come over here Just sit down I will tell you Go sit down you bastard I am right are not l You want to have sex but your body can not So women What do you know Let go What do you know Stop it Why do you keep bothering me Why Hey where is kid What Where is kid What You dumb ass,anger
23,"Go that way, idiot! Over here! Hurry! - Hurry! - This way! Are you her father? You didn't sign here. From now on, we're searching Mangwon to find Ji Young-min's place. The residents will be awake, and we'll have more backup. We have no warrant and no approval, so by twelve, bring back any evidence, if you need to fake it, got it? Yes, sir. You call that a response, you bastards? Yes, sir! Tell me where it is! Where is it? Answer me, you asshole! Tell me! Where is it? Where is it? Answer me, you son of a bitch! What's the matter? What is it? Go inside. What happened? What did he say? He confessed. Mangwon, 893-1. - Move your ass! - Get in there fast! Dig deep all around, got it? Yes, sir. Run inside! Hurry up! Dig inside! You bastard! Where were you? You can't dig with a walkie-talkie, idiot! Come over here. There's something strange here. Not there, come over here. There's something strange. Yeah? Hey, hang it over there. Yes, sir. Is there anything? Look, isn't this blood? Not blood. It looks like hot sauce. It is hot sauce. Asshole. That means he's worked here up until six months ago. Yes. And you didn't know when he came and went? How would I know if he sneaked in here at night?",88.92,227,Go way idiot Over here Hurry Hurry way Are you her father You did not sign here From now on we are searching to find 's place residents will be awake and we will have more backup We have warrant and approval so by bring back evidence if you need to fake it got it Yes sir You call that response you bastards Yes Tell me where it is Where is it Answer me you asshole Tell me Where is it Where is it Answer me you son of bitch What is matter What is it Go inside What happened What did he say He confessed Move your ass Get in there fast Dig deep all around got it Yes sir Run inside Hurry up Dig inside You bastard Where were you You can not dig with walkie talkie idiot Come over here There is something strange here Not there come over here There is something strange Yeah Hey hang it over there Yes Is there anything Look is not blood Not blood It looks like hot sauce It is hot sauce That means he is worked here up until months ago Yes And you did not know when he came and went How would I know if he sneaked in here at night,anger
24,"Do you know how many people he's killed? Shit, this is crazy. I really don't know anything! - Don't yell at me. - It's not here. Get out. - If we find... - Mi-jin isn't here. We're right here. Her car is parked here. This doesn't make sense. Why doesn't it? It's more than a 20-minute walk from her car to here. It's here. Five minutes away. Let's search there. With the men we have, we can finish quickly. He told us he buried them here! That asshole is talking bullshit! You bastard. What's with you? Is it because of the money? When will you get your act straight? I don't believe this. Ji Young-min is on his way now. Let's talk when he comes. Why do you move so slowly? I'm sorry, sir. Hey! I told you to cover his face. - Sorry, sir. - Get the mask. Morons. Get moving! Put him in the car! Yes, sir. Move your asses, will you? You seem busy. Ji Young-min, you should say hi if you had seen me. Take off your cap. Damn it, you ignorant cops. Have you lost your mind? Suspect of the Mapo murder case was arrested. It's pitiful, isn't it? I understand. Shit splashes on the mayor's face. You must be scared to death. Set Young-min free this instant, and bring your men back. How about we do this? The DNA results will be out soon. If people find out about this, how would they react?",88.83999999999997,250,Do you know how many people he is killed this is crazy I really do not know anything Do not yell at me It is not here Get out If we find Mi jin is not here We are right here Her car is parked here This does not make sense Why does not it It is more than minute walk from her car to here It is here minutes away Let us search there With men we have we can finish quickly He told us he buried them here asshole is talking bullshit You bastard What is with you Is it because of money When will you get your act straight I do not believe this is on his way now Let us talk when he comes Why do you move so slowly I am sorry Hey I told you to cover his face Get mask Morons Get moving Put him in car Yes sir Move your asses will you You seem busy you should say hi if you had seen me Take off your cap Damn it you ignorant cops Have you lost your mind Suspect of Mapo murder case was arrested It is pitiful is not it I understand Shit splashes on mayor 's face You must be scared to death free instant and bring your men back How about we do this DNA results will be out soon If people find out about this how would they react,anger
25,"A cop who got shit on the mayor's face forced an innocent citizen to be a serial killer to save face. But that citizen's face was pulverized. Stop what you're doing and tell me who did that to Young-min. Drag him down here now. I'll do everything to get him fired. What the hell's wrong with you? - Jung-ho! - Let go. Jung-ho, come here! He's calling me, idiot! He's calling me, asshole. You better watch it! You have to hurry and go. Where to? Stay still, asshole. Bastard. Hurry and catch him! Are you out of your minds? Why? What's with this? What? Jung-ho! What's going on? The chief said to bring you in! So why'd you hit him, idiot? Go away! I'll chop you down! It's all over! We have to give up the case and set Young-min free! Why? Are you crazy? We don't have any power! The prosecutor told us to! If he goes out, what about Mi-jin? She's dead. She died a long time ago! So put that down now! Why would she die, you asshole? Grab that bastard! Catch him! Run faster! Over there! That way! Hurry! - Catch him! - Run fast! Bastards! Catch him! Stay still, you bastard! - Make him not move! - You sons of bitches! Hey! You sons of bitches! Let go!",89.20000000000002,223,cop who got shit on mayor 's face forced innocent citizen to be serial killer to save face But citizen 's face was pulverized Stop what you are doing and tell me who did that to Drag him down here now I will do everything to get him fired What hell 's wrong with you Let go come here He is calling me idiot He is calling me asshole You better watch it You have to hurry and go Where to Stay still Hurry and catch him Are you out of your minds Why What is with this What What is going on chief said to bring you in So why did you hit him idiot Go away I will chop you down It is all over We have to give up case and set min free Why Are you crazy We do not have power prosecutor told us to If he goes out what about jin She is dead She died long time ago So put that down now Why would she die you asshole Grab bastard Catch him Run faster Over there way Hurry Catch him Run fast Bastards Catch him Stay still you bastard Make him not move You sons of bitches Hey You sons of bitches Let go,anger
26,"Open the door! Get in! Get in there! Why didn't you just kill me with the hoe? That's enough. Give me a cigarette. Ji-man, give me a cigarette. Damn it. Give it. Give me a lighter. Kyung-suk, still working back door? Buy your mom some good food after ripping off businesses? It's you who's made big money, you bastard. Kyung-suk and l made some money back then. Shit, but I was the only one who got fired. Isn't that right? Is your wallet full from sucking that pig's ass? - Does your mother know that? - What the... Give me the key. Hurry. Where's Ji Young-min? He's probably out now. Shit. Taxi! Taxi! Anybody here? Anybody here? Yes? - Oh, my goodness! - Call the police! Hurry! Ma'am. Ma'am! Yes. Oh, hello. - Cigarettes? - Yes. What happened to your face? It was some lunatic. Why are there so many lunatics in this neighborhood? What's wrong? I'm scared to death. Stay with us for a while. - Why? - Well, some lunatic locked up a girl and tried to kill her. Is that so? Maybe it's the same guy who hit you. Have a nice day. Just stay here a little longer! - Why? - What if that lunatic comes here? Why would he come here?",89.64,216,Open door Get in Get in there Why did not you just kill me with hoe That is enough Give me cigarette man give me cigarette Damn it Give it Give me lighter still working back door Buy your mother good food after ripping off businesses It is you who is made big money you bastard and l made money back then Shit but I was only who got fired Is not that right Is your wallet full from sucking pig 's ass Does your mother know that What Give me key Where is He is probably out now Shit Anybody here Anybody here Yes Oh my goodness Call police Hurry Yes Oh Yes What happened to your face It was lunatic Why are there so many lunatics in neighborhood What is wrong I am scared to death Stay with us for while Why Well lunatic locked up girl and tried to kill her Is that so Maybe it is same guy who hit you Have nice day Just stay here little longer Why What if lunatic comes here Why would he come here,fear
27,"That girl is here. Just wait here until the police arrive. Help yourself to any drinks. What's taking the police so long? When did you report it? It's been quite a while. Why aren't they coming? - Ma'am. - Yes? Do you happen to have a hammer or a club? Why? Well, I don't have a club. Here's a hammer. Seeing you stand there like that makes me feel safe. Just stand there like that, and when that lunatic comes, pound his face, okay? Hey. Wake up. Hey. You're really unbelievable. How did you get out? How did you get out? Damn it. What happened? Gil-woo! Gil-woo! Gil-woo! Gil-woo! Mi-jin! Mi-jin... Gil-woo... Gil-woo! - You have to leave. - Stop. Don't push! Hey! Hey! Hey! Hey! Gil-woo! Look after the kid. He sent me a strange text message. He covered his body with blood. Hurry and tell me. Right there. What about the telecom company? No judge's approval on Sunday. Tell him to issue it before I kill someone! What bastard was it? Who spilled the beans? I told you to watch your mouth! Jung-ho. Jung-ho, it's me. You're not answering your phone. Don't get mad and listen to me. I want to quit. I really can't take it.",89.56,209,girl is here Just wait here until police arrive Help yourself to drinks What is taking police so long When did you report it It is been while Why are not they coming Yes Do you happen to have hammer or club Why Well I do not have club Here is hammer Seeing you stand there like that makes me feel safe Just stand there like that and when lunatic comes pound his face okay Hey Wake up Hey You are really unbelievable How did you get out How did you get out Damn it What happened jin woo You have to leave Stop Do not push Hey Hey Hey Hey Look after kid He sent me strange text message He covered his body with blood Hurry and tell me Right there What about telecom company judge 's approval on Tell him to issue it before I kill someone What bastard was it Who spilled beans I told you to watch your mouth it is me You are not answering your phone Do not get mad and listen to me I want to quit I really can not take it,anger
28,"I'm too scared to do this job. Mangwon church Here doggie, doggie. Here you are. May I help you? Do you know him? Mr. Park Dong-won. He worked in construction. He helped to expand the church recently. I saw him then. He made that cross. He's very talented. PARK Dong-won If you ask Mr. Park, he may know him. Mangwon district, 24-1 Where are you going? Let's go inside. Where is he? Here! Freeze! You bastard, what are you doing? Jung-ho, put it down. Jung-ho, that's enough. Get it right over there! Where are all the reporters?",50.76000000000001,97,I am too scared to do job Mangwon church Here doggie doggie Here you are May I help you Do you know him He worked in construction He helped to expand church recently I saw him then He made cross He is very talented won If you ask he may know him district Where are you going Let us go inside Where is he Here Freeze You what are you doing put it down that is enough Get it right over there Where are reporters,fear
