Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
13,"I'll be back soon. Yes, a Matiz. I'm wearing a white cardigan over a dress. Did it turn on? Yes. 4885? 4885... I've heard of it. 4885? Know this number? Yes, sir. He's a complete wacko.",18.08,36,I will be back soon Yes I am wearing white cardigan over dress Did it turn on Yes I have heard of it Know number Yes sir He is complete wacko,approval
14,"Mi-jin went to serve that bastard. Ji-young Mi-jin Shit. Where did she go? To Mangwon district. Yeah, it's that bastard. He sold them. It's me. Just answer yes or no. Are you with that bastard now? Your customer. At a motel or his home? Are you going to his house in your car?",20.519999999999996,53,went to serve bastard young jin Where did she go To district Yeah it is bastard He sold them It is me Just answer yes or no Are you with bastard now Your customer At motel or his home Are you going to his house in your car,anger
15,"Okay, listen carefully. Memorize his address as you go into his house. Just do as I say. Don't get me upset. Soon as you go in, tell him you'll take a shower. Then text me his address. Simple, right? Don't let him be suspicious. You die if you screw up. I'm finally lucky. Shouldn't we report it? Want to see this business go down? Look after the office.",22.16,68,Okay listen carefully Memorize his address as you go into his house Just do as I say Do not get me upset Soon as you go in tell him you will take shower Then text me his address Simple right Do not let him be suspicious You die if you screw up I am finally lucky Should not we report it Want to see business go down Look after office,caring
16,"Yes, sir. Who is it? My manager. Your boss? Yes. Something wrong? No, he's worried that I'm sick. Which way shall I go? Over there. Park in front of the guard post. What a tough life. The mayor of Seoul. At the market at this hour.",22.240000000000002,46,Yes sir Who is it My manager Your boss Yes Something wrong No he is worried that I am sick way shall I go Over there Park in front of guard post tough life mayor of At market at hour,neutral
17,"Jung-ho, what's up? Gil-woo, are you busy? I'm busy, why? Remember what I told you? - What? - About my girls running away. They didn't run away. They've been sold. The same guy called for the girls. So? Going to catch that asshole? - Yes. - Where are you? Mangwon district. Are you busy now? I told you I'm busy. I don't know how many of them there are.",23.76,69,what is up are you busy I am busy why Remember what I told you What About my girls running away They did not run away They have been sold same guy called for girls So Going to catch asshole Yes Where are you Mangwon district Are you busy now I told you I am busy I do not know how many of them there are,confusion
18,"I might be outnumbered. Could you send a few ofyour guys at least? History will be the judge! Get the hell out! Gil-woo? Damn it. It's here. Mangwon district, 24-1 Something wrong? No. Come in. Okay.",17.640000000000004,36,I might be outnumbered Could you send few ofyour guys at least History will be judge Get hell out Damn it It is here district Something wrong No Come in Okay,anger
19,"- Coming? - Yes. I'll take a shower. Sure, it's over there. Mangwon district Sending Message failed I think I left the condom in my car. I'll be right back. Okay. Mi-jin Your call cannot be connected. Damn it. Mi-jin",18.720000000000002,40,Coming Yes I will take shower Sure it is over there Mangwon district failed I think I left condom in my car I will be right back Okay Mi jin Your call can not be connected Damn it Mi jin,neutral
20,"- Your call cannot be connected. - What the... Hey. Do you know Ji-young? Haven't seen her for a while, have you? Hush, hush. She kept screaming, so I cut off her tongue. Good. Mi-jin. Scared? Do you want to go home? Why do you want to go home? Tell me why you should live.",19.2,55,Your call can not be connected What Hey Do you know young Have not seen her for while have you Hush hush She kept screaming so I cut off her tongue Good jin Do you want to go home Why do you want to go home Tell me why you should live,curiosity
21,"No reason? Spare me. Please let me live! No reason, right? Wait! I have one! I have a daughter. She's seven years old. Nobody would even know that you're dead. Nobody will look for you. Don't move. Don't move. It won't hurt at all. None of them felt any pain.",21.8,50,reason Spare me Please let me live reason right Wait I have I have daughter She is years old Nobody would even know that you are dead Nobody will look for you Do not move Do not move It will not hurt at all None of them felt pain,caring
22,It hurts if you move around. Damn it. 9256-4885 Your call cannot be connected. Damn it. Damn it. Who is it? Sorry to disturb you so late. Is Mr. Park home? Who are you people? Please leave There's no one by that name here.,21.319999999999997,44,It hurts if you move around Damn it Your call can not be connected Damn it Damn it Who is it Sorry to disturb you so late Is home Who are you people Please leave There is one by name here,sadness
23,"Mr. Park hasn't come to church lately. There's no sign of him. There's no such person here. Then did he move? I don't know. Oh, goodness, it's Pungsan. - Honey, isn't that Pungsan? - You're right. How'd you get so skinny? Let's go. Wait a minute. Look at her. Why are you being so stubborn? - Pungsan! - I'm sorry to disturb you.",21.08,63,has not come to church lately There is sign of him There is such person here Then did he move I do not know Oh goodness it is is not that You are right How did you get so skinny Let us go Wait minute Look at her Why are you being so stubborn I am sorry to disturb you,curiosity
24,"Let's go. Something's not right. Wait a minute. Sorry. Actually, he's sleeping. Come inside. - Do you live around here? - Yes. Have you seen a guy and a girl with long hair and a pale face? No, I haven't. - They were just here. - Sorry. Why do you keep on bothering me? Damn it.",23.48,56,Let us go Something is not right Wait minute Sorry Actually he is sleeping Come inside Do you live around here Yes Have you seen guy and girl with long hair and pale face No I have not They were just here Sorry Why do you keep on bothering me Damn it,remorse
25,"Fuck. I'm busy so just give me your number. The insurance will cover it. I said just give me your number. Forget it. Just go. What? It's all right. Just leave. Don't lay one on me later. Just give me your number. Mister! I'm all right, okay? Sir. I made a mistake, so I should make up for it.",21.92,59,Fuck I am busy so just give me your number insurance will cover it I said just give me your number Forget it Just go What It is all right Just leave Do not lay on me later Just give me your number I am all right okay I made mistake so I should make up for it,annoyance
26,"It's okay. Give me your number. I'll take care of it, okay? I said it's all right. I'm really okay, so can you move your car? You don't have to pay me. No, give me your number. I'll pay for the damage. You're hurt. Isn't that blood? What are you talking about? Move your car! I said move your car! Are you deaf? Lady, move your damn car!",25.799999999999997,68,It is okay Give me your number I will take care of it okay I said it is all right I am really okay so can you move your car You do not have to pay me No give me your number I will pay for damage You are hurt Is not blood What are you talking about Move your car I said move your car Are you deaf Lady move your damn car,anger
27,"Pull out! - Pull out! - Hey, 4885. It's you, huh? Oh, brother. Son of a bitch. Answer it, asshole. You're dead meat. Get out. Hey! You! Hey! Son of a bitch. Stop, you son of a bitch!",20.08,38,Pull out Pull out It is you huh Oh brother of bitch Answer it asshole You are dead meat Get out Hey You Hey of bitch Stop you son of bitch,anger
28,"Wait till I catch you. Son of a bitch. Why are you running away? Think you'd get away? Asshole, what did you do with my girls? You already sold them? Asshole, who the hell are you? Ji Young-min Anyang city What the hell? Where's your house? Answer me. Answer me now.",18.360000000000003,51,Wait till I catch you of bitch Why are you running away Think you would get away what did you do with my girls You already sold them who hell are you min city What hell Where is your house Answer me Answer me now,anger
29,"Anyang city. That's your address on paper. Where do you live now? Not talking? You block me? You son of a bitch. You pain in the ass. - Move, now! - Move your car back! Come here. Bastards. You caused this mess, asshole! Move. Out of the way. - Hey, Miss! - What kind of person did do that...",23.439999999999998,59,city That is your address on paper Where do you live now Not talking You block me You son of bitch You pain in ass now Move your car back Come here Bastards You caused mess asshole Move Out of way What kind of person did do that,anger
30,"Move. Out of the way. What are you doing? Get out! Get in the car. If there's an accident, you should go around. This won't solve anything. Move your car. Reverse! Move back! Sir! Hey, you! You can't park like this. Is that your car? Yes.",19.64,46,Move Out of way What are you doing Get out Get in car If there is accident you should go around This will not solve anything Move your car Reverse Move back Hey you You can not park like this Is that your car Yes,caring
31,"Are you a cop? Yes, I am. Show me your badge. I left it at the police station. This is 390. Come in Mangwon station. ID check. What station do you work at? I was in a task force unit two years ago. Let's call them. Let's go to the station first. But my girls are being sold this very moment.",22.160000000000004,61,Are you cop Yes I am Show me your badge I left it at police station This is Come in station check station do you work at I was in task force unit years ago Let us call them Let us go to station first But my girls are being sold very moment,neutral
32,"Shut up! Let's go and talk! You son of a bitch. I told you to shut up! Damn it. No answer? No cell phone, either. Nothing he says makes sense. All we need to do is go to his house. Please write it all down, frankly. Yes, sir. People like him need to be deported. How dare you impersonate a cop! Asshole, tell the truth. Where did you sell the girls? Be quiet!",24.560000000000002,73,Shut up Let us go and talk You son of bitch I told you to shut up Damn it answer cell phone either Nothing he says makes sense All we need to do is go to his house Please write it all down frankly Yes sir People like him need to be deported How dare you impersonate cop tell truth Where did you sell girls Be quiet,anger
33,"Why are you shouting? Ask that bastard directly. You're out of line. Ask him! Don't just get on my case! You really sold them? Are you crazy? Sorry. He just wanted me to ask. This is fucking insane. Block them, idiot! Be quiet! Which hospital? St. Mary's Hospital. I'll call you from there.",18.64,53,Why are you shouting Ask bastard directly You are out of line Ask him Do not just get on my case You really sold them Are you crazy Sorry He just wanted me to ask This is fucking insane Block them idiot Be quiet hospital 's I will call you from there,anger
34,"Why'd you throw shit on his face, you crazy bastard? Yes, Captain. I'm on my way now. How can I stop someone who pops up out of nowhere? Hey, cover the seat first before he gets in. Yes, the rest went to the hospital. Yes, I'll bring him in first. Mr. Ji Young-min, whose car is that? - Pardon? Car? - Yes. It belongs to someone I know. Who is that person you know? What? What's his name?",24.2,78,Why did you throw shit on his face you crazy bastard Yes I am on my way now How can I stop someone who father up out of nowhere Hey cover seat first before he gets in Yes rest went to hospital Yes I will bring him in first car is that Car Yes It belongs to someone I know Who is person you know What What is his name,anger
35,"I can't remember. Do you know his number? It's at home. Something wrong? No, it's strange you don't know the car owner. I have a very bad memory. Okay, just keep writing. Mr. Ji, does your number start with 01 1 or 01 6? 01 6 I thought you didn't have a phone. What? Where's your cell phone?",21.320000000000004,58,I can not remember Do you know his number It is at home Something wrong No it is strange you do not know car owner I have very bad memory Okay just keep writing does your number start with or I thought you did not have phone What Where is your cell phone,realization
36,"At home. Then why did you lie? Tell me your number. It's 4885, right? No. Come on, I can find out easily. Did you sell the girls? No. Come on, did you sell the girls? I said no. I didn't sell them. - I killed them... - What?",17.96,48,At home Then why did you lie Tell me your number It is right No Come on I can find out easily Did you sell girls No Come on did you sell girls I said no I did not sell them I killed them What,curiosity
37,"- Nothing. - You just said something. - What? - You said that you killed them. Yes. What? Yes, I killed them. Whose shit is it? Is it yours? History will be the judge of things! Damn you all! - Crazy asshole. - What a crazy... We're in deep trouble for this. This is crazy. I've been suffering. They've stopped the water supply and I haven't washed for ages.",21.92,69,Nothing You just said something What You said that you killed them Yes What Yes I killed them Whose shit is it Is it yours History will be judge of things Damn you all Crazy asshole What crazy We are in deep trouble for this This is crazy I have been suffering They have stopped water supply and I have not washed for ages,anger
38,"Jung-ho I can't even flush my own shit. Shut the hell up! Be quiet. What? I'm busy now. What are you talking about? How do you know whether he killed them or not? Anyway... Yes. Nine of them? He said he killed nine people? Hey, Jung-ho.",19.6,46,I can not even flush my own shit Shut hell up Be quiet What I am busy now What are you talking about How do you know whether he killed them or not Anyway Yes of them He said he killed people Hey,anger
39,Bastard. That Son of... Detective Oh. Yes? Remember the Mapo murder case? - Three murdered women? - Yeah. How many occurred in Mangwon district? All of them happened in Mangwon. In the ally at dawn. Really? Why? Never mind.,17.64,39,of Oh Yes Remember Mapo murder case murdered women Yeah How many occurred in district All of them happened in In ally at dawn Really Why Never mind,neutral
40,"What shall we do? Let's take him in first. His statement makes sense. It does, doesn't it? Bunch of idiots wasting time. What did you say? You're way out of line. Watch what you say. He's pretending to be crazy now. Hey! Shut up, you pimp. You're worse than this asshole.",18.56,51,What shall we do Let us take him in first His statement makes sense It does does not it of idiots wasting time What did you say You are way out of line Watch what you say He is pretending to be crazy now Hey Shut up you pimp You are worse than asshole,annoyance
41,"You sell out your old police badge to pimp girls. Take him to the car. - Yes? - Put him in the car! Yes, sir! We're not taking the blame for him beating this guy up. Let's not be like this, okay? Let's go. Hurry up. Hello. Gil-woo! Where are you going? Those idiots are holding him. - And just... - Hold on.",18.44,63,You sell out your old police badge to pimp girls Take him to car Yes Put him in car Yes sir We are not taking blame for him beating guy up Let us not be like this okay Let us go Hurry up Hello Where are you going idiots are holding him And just Hold on,anger
42,"Can I help you? I'm from the Task Force Unit. Where? The Task Force Unit at the Seoul station. You must've come for the Mapo case files. No, I came for that guy. What? I'm taking him in. Sorry to wake you up, sir. What is this all about? It's a bit complicated. Damn it!",17.04,55,Can I help you I am from Where at station You must have come for case files No I came for guy What I am taking him in Sorry to wake you up sir What is this all about It is bit complicated Damn it,caring
43,"Who is this? Yes, this man is... Is he the shit thrower? Yes, I believe so. Crazy bastard, why'd you throw shit at someone? What is he saying? Looks like he has to urinate. Would you like to talk to him? Forget it. So are you sure about this? Yes, Gil-woo is. Don't use him as an excuse. - Sorry, sir. - Okay.",20.84,63,Who is this Yes man is Is he shit thrower Yes I believe so why did you throw shit at someone What is he saying Looks like he has to urinate Would you like to talk to him Forget it So are you sure about this Yes is Do not use him as excuse Okay,neutral
44,"You son of bitch! Why is it so noisy in here! Sir! Crazy bastards. Who's Ji Young-min? Are you Ji Young-min? Yes. What happened to your face? Are you all out of your minds? Sir, we didn't do anything. Shut up! Come outside.",18.92,43,You son of bitch Why is it so noisy in here Crazy bastards Who is Are you Yes What happened to your face Are you all out of your minds we did not do anything Shut up Come outside,anger
45,"Come out now! - Have a good life. - Let me loose. Who beat him? - Well... - They did it? - I don't know, sir. - Find out who beat him and then bring him in. Yes, sir! - You know the situation we're in? - Yes, sir. We're all dead if this case fails. Yes, sir. Who did this to you? That guy inside.",19.68,66,Come out now Have good life Let me loose Who beat him Well They did it I do not know Find out who beat him and then bring him in Yes You know situation we are in Yes sir We are all dead if case fails Yes sir Who did this to you guy inside,neutral
46,"- Who? - Hey! There's more than one in there! That man over there. Come here, you son of a bitch. You lie to all of them? You son of a bitch! - Chill. - That little...! Cut it out. Let's go to the station first. Jung-ho, you can do it there. Right, let's go. Gil-woo, come here. Let's go and do it, okay?",21.759999999999998,64,Who Hey There is more than in there man over there Come here you son of bitch You lie to all of them You son of bitch little Cut it out Let us go to station first you can do it there Right let us go come here Let us go and do it okay,anger
47,"You're sure about this, right? Yes, I'm sure. - Absolutely sure? - Yes, I am. Okay, let's go. - Let's go. - Okay. - Wait! Stop! - Why? Where'd that bastard go? - Who? - Jung-ho. Damn it. There's that bastard. Hey! Come to the office!",15.68,46,You are sure about this right Yes I am sure Absolutely sure Yes I am Okay let us go Let us go Okay Wait Stop Why Where did bastard go Who it There is bastard Hey Come to office,anger
48,"- Okay. - You better come! Okay! Owner:Kwon Hae-gab Damn bastard. Hey. Hey! - Me? - Yeah, you. What did you kill the girls with? With a chisel. The ones to crack stones? Yes. - Is that right? - Yes,",17.040000000000003,40,Okay You better come Okay bastard Hey Hey Me Yeah you What did you kill girls with With chisel ones to crack stones Yes Is that right Yes,anger
49,it was a narrow blunt instrument. Okay. I need to pee really bad. Let me out. Shut up. Or else I'll yank your dick out. Detective. What? Kim Mi-jin is probably still alive. What's he talking about? Kim Mi-jin. The girl that guy was looking for. Where is she now?,21.559999999999995,50,it was narrow blunt instrument Okay I need to pee really bad Let me out Shut up Or else I will yank your dick out What jin is probably still alive What is he talking about jin girl that guy was looking for Where is she now,neutral
50,"In Anyang city? Why? Why would the victim be there? Wait, stop the car. That's just his address on paper. He lives in Mangwon district. That's where I caught him. Bastard hangs up the phone before I'm finished. Car registration Who is it? Do you know this man? No. These keys?",21.160000000000004,51,In city Why Why would victim be there Wait stop car That is just his address on paper He lives in district That is where I caught him hangs up phone before I am finished Car registration Who is it Do you know man No keys,neutral
51,"I don't know. Look carefully. It's the first time I've seen it. Where did they go? They were going to some meeting, but I don't remember. Yanpyung 11a.m. Yangpyung? Yes, I think so. Yangpyung is... Anyway, they must've past the corner store. What took you so long, idiot? What happened? What about Mi-jin?",21.599999999999998,53,I do not know Look carefully It is first time I have seen it Where did they go They were going to meeting but I do not remember a.m. Yes I think so is Anyway they must have past corner store What took you so long idiot What happened What about jin,curiosity
52,"I couldn't find her. What? See that store across the street? - Yes. - See that alley next to it? - Yes. - So, Search every house from there to this address with this. - What is this? - Find houses with basements, where the cell phone wouldn't work. Where is this house? Come here. - See that top over there? - Yes. Where the hell are you looking, idiot?",22.24,70,I could not find her What See store across street Yes See alley next to it Yes So Search house from there to address with this What is this Find houses with basements where cell phone would not work Where is house Come here See top over there Yes Where hell are you looking idiot,anger
53,"That top over the cross. Yes. Right there. Why don't we just report it? They know already. Then why go through the trouble? Just do what I say, asshole. We have to find Mi-jin. I got it. Search every corner! Okay! Shit.",16.880000000000003,42,top over cross Yes Right there Why do not we just report it They know already Then why go through trouble Just do what I say asshole We have to find Mi jin I got it Search corner Okay Shit,annoyance
54,"If you make an arrest without a warrant, you need approval by a prosecutor within 1 2 hours. 1 2 hours? Yes. What if it isn't approved? We have to release him. Shit. Where are you? It's already two. What have you been doing? Why'd you go to Mangwon after Anyang city? Then you should've dropped off the shit thrower. Sit down.",22.160000000000004,62,If you make arrest without warrant you need approval by prosecutor within hours hours Yes What if it is not approved We have to release him Shit Where are you It is already What have you been doing Why did you go to after city Then you should have dropped off shit thrower Sit down,anger
55,"So did you hit them with a chisel or hammer them with it? Used the hammer, of course. Give me your hand. Relax. Why'd you kill them like that? I choked them and used knives, but they were too painful. I saw how pigs were killed and did the same. And then? - Hang them on the wall. - What? Yes? Hang what? Their bodies, of course.",18.8,67,So did you hit them with chisel or hammer them with it Used hammer of course Give me your hand Relax Why did you kill them like that I choked them and used knives but they were too painful I saw how pigs were killed and did same And then Hang them on wall What Yes Hang what Their bodies of course,curiosity
56,"Say ah. And then? You know that muscle behind the ankles? - The Achilles tendon? - Yes. I slice it with a knife. - Of the dead body? - Yes. Why? To drain out the blood. Otherwise they're too heavy to lift. That's right. That's how the corpses get lighter. So what did you do next? Leave it around for a day, drain out all the blood and mess.",21.24,69,Say ah And then You know that muscle behind ankles Yes I slice it with knife Of dead body Yes Why To drain out blood Otherwise they are too heavy to lift That is right That is how corpses get lighter So what did you do next Leave it around for day drain out blood and mess,neutral
57,Then I ax the bodies and bury them. Where? Yes? Where'd you bury the dead bodies? Here and there. Here and there is where? Tell me exactly. Well... You wouldn't have buried nine people in your front yard. Not nine. What? It's twelve. Why twelve? Wasn't it nine?,19.16,48,Then I ax bodies and bury them Where Yes Where did you bury dead bodies Here and there Here and there is where Tell me exactly Well You would not have buried people in your front yard Not What It is Why Was not it,anger
58,"Come to think of it, it was twelve. Are you kidding me? Gil-woo! Just tell us what you remember. You're doing well. I was driving and the Equus popped out. It slammed into my car, and this rat was driving. That's why you beat him? No, I held on to him and called 4885. - And his phone is... - Hey. Just answer what I ask you. So you beat him, right?",25.2,72,Come to think of it it was Are you kidding me Just tell us what you remember You are doing well I was driving and popped out It slammed into my car and rat was driving That is why you beat him No I held on to him and called And his phone is Hey Just answer what I ask you So you beat him right,amusement
59,"It was you who messed up his face, right? What are you doing? Yes? Now? Yes, sir. The chief wants to see you. Testimony First, press your finger. Go to Mi-jin's house? Yes, go with him. - Why? - To do a DNA test on the blood on his shirt and her samples. So you actually believe what this bastard's saying? Hey! Just go!",21.12,64,It was you who messed up his face right What are you doing Yes Now Yes sir chief wants to see you press your finger Go to jin 's house Yes go with him Why To do DNA test on blood on his shirt and her samples So you actually believe what bastard 's saying Hey Just go,neutral
60,"I doubt this bastard killed anyone. Just search the neighborhood. Hey! Jung-ho! Give me a break. Does it taste delicious, you bastard! Why do you keep hitting him? Is this time to eat chocolate? Hey! Jung-ho! Bastard. Is it true that the suspect threw human feces? Have you identified the suspect? Almost there. Turn right and go straight?",24.0,58,I doubt bastard killed anyone Just search neighborhood Hey Give me break Does it taste you bastard Why do you keep hitting him Is time to eat chocolate Hey Is it true that suspect threw human feces Have you identified suspect Almost there Turn right and go straight,anger
61,"Straight in? Steps? Downstairs? The first one? Okay. Anybody home? Anybody there? Of course nobody's here. What shall we do now? Let's go to the owner's house. Move, move. What is that? You scared me.",17.160000000000004,35,Straight in Steps Downstairs first Okay Anybody home Anybody there Of course nobody 's here What shall we do now Let us go to owner 's house Move move What is that You scared me,fear
62,"You should've answered if you were inside. - Is this the police? - Hey, you! Strangers are breaking in. Mapo-gu Sangsoo-dong 21-1 5. They're coming inside! Give it to me. Who the hell are you? I'm asking you. Are you Mi-jin's daughter? This place is a mess. What are you doing here? Go stay over there.",22.56,56,You should have answered if you were inside Is this police Hey you Strangers are breaking in They are coming inside Give it to me Who hell are you I am asking you Are you 's daughter place is mess What are you doing here Go stay over there,anger
63,"Why are you taking someone's hair? You little prick, go away. Why are you taking her hair? Aren't you going to sleep? You go to sleep. You're just like your mom. What about my mom? You little brat. All done. So what now? Leave, of course. What's your name? Take it.",21.64,51,Why are you taking someone is hair You little prick go away Why are you taking her hair Are not you going to sleep You go to sleep You are just like your mother What about my mother You little brat All done So what now of course What is your name Take it,annoyance
64,"Call me if you get into any trouble. Let's go. Damn it. According to witnesses, Bastard made me lose my appetite. Where's my mom? She's working. Then why'd you take her hair? For a DNA test? You're unbelievable. My mom isn't working now, is she? Something happened to her?",22.279999999999998,49,Call me if you get into trouble Let us go Damn it According to witnesses made me lose my appetite Where is my mother She is working Then why did you take her hair For DNA test You are unbelievable My mother is not working now is she Something happened to her,annoyance
65,"Don't you have somewhere to go? How much did you search? I'll be there soon, so search around some more. Also, do you know anyone who can look after a kid? Okay, bye. Look behind you! Is there a cigarette? Yes. Get back there. Throw it out the window. Is it gone? Yes.",26.159999999999997,53,Do not you have somewhere to go How much did you search I will be there soon so search around more Also do you know anyone who can look after kid Okay bye Look behind you Is there cigarette Yes Get back there Throw it out window Is it gone Yes,neutral
66,"Is there a burned mark? Yes. Damn it, nothing's helping me. What a day. You called my mom before, right? Didn't you ask my mom to go to work tonight? I'll send you back home if you keep bothering me. Filth. What did you say? What? Filth? Get out! The Mapo murders are also included.",23.840000000000003,55,Is there burned mark Yes Damn it nothing 's helping me What day You called my mother before right Did not you ask my mother to go to work tonight I will send you back home if you keep bothering me Filth What did you say What Filth Get out Mapo murders are also included,anger
67,"But who's this woman that's alive? He seems to be lying. She's probably been murdered. Except for the Mapo murders, they were killed at his house and you can't find the bodies? No, sir. If you don't know the address, it means you don't know anything. The suspect can't remember the address, but we can find it quickly if we start searching in the morning. Why aren't his motives written down? He kept on talking gibberish. No particular motivation. Then make one up! What the hell is this?",27.799999999999997,88,But who is woman that is alive He seems to be lying She is probably been murdered Except for Mapo murders they were killed at his house and you can not find bodies No sir If you do not know address it means you do not know anything suspect can not remember address but we can find it quickly if we start searching in morning Why are not his motives written down He kept on talking gibberish particular motivation Then make one up What hell is this,curiosity
68,"Yes, sir. You know the situation we're in? - Yes, sir. - Yes, sir. We die if we blow this. Get this right if you want to keep your jobs. So that the mayor's incident shuts up, okay? - Yes, sir. - Yes, sir. Who is it? The police. Open the door. Sit down. Sit comfortably. Yes.",20.4,57,Yes sir You know situation we are in Yes Yes sir We die if we blow this Get right if you want to keep your jobs So that mayor 's incident shuts up okay Yes Yes sir Who is it police Open door Sit down Sit comfortably Yes,neutral
