Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
12,"left it there when Mr. D stroked out last week. Any messages? I never told you her name. I don't want you to think that I'm cruel or don't care. I just can't say it. What happened? Hey Hello? Carrie Anne, what's your game now? Hello? She never came home, right? Excuse me?",20.482000000000003,53,left it there when stroked out last week messages I never told you her name I do not want you to think that I am cruel or do not care I just can not say it What happened Hey Hello what is your game now Hello She never came home right Excuse me,anger
13,"We've got your wife, fucko. Carrie? Carrie? Baby, you up there? What is it you want? We want to help you get your wife back. If you want her back, that is. Of course I want her back. Good. Then stay by the phone, don't call the police, and we'll be in touch. Very soon. It was maybe 10 minutes before they called again. How much does your wife weigh, Mr. Kristo? 110, 120? Somewhere in that neighborhood? Something like 50 kilograms, you might say?",27.193000000000005,85,We have got your wife fucko you up there What is it you want We want to help you get your wife back If you want her back that is Of course I want her back Good Then stay by phone do not call police and we will be in touch Very soon It was maybe minutes before they called again How much does your wife weigh Somewhere in neighborhood Something like kilograms you might say,anger
14,"Now 50 keys, at 20 a key, run the numbers for me. Comes out to a million, doesn't it? What's your point? My point? My point is that you'd pay a million for her if she were product. If she was powder, Mr. Kristo. Isn't she worth as much to you in flesh and blood? I can't pay what I don't have. How much do you have? Four hundred. Five.  181 00:15:45,680 --> 00:15:*****9 I'm not haggling. I gave you the top figure right away. It's 400. Oh, well.",23.463000000000005,89,Now keys at key run numbers for me Comes out to does not it What is your point My point My point is that you would pay for her if she were product If she was powder Is not she worth as much to you in flesh and blood I can not pay what I do not have How much do you have   > I am not haggling I gave you top figure right away It is Oh well,neutral
15,"That's the best you can do. Okay. Four hundred it is. Before I give you anything, I want to make sure my wife is all right. Well, that's impossible. I'm at a pay phone. How do I even know you've got her in the first place? Are you familiar with her tits? Excuse me? They're quite nice. Would you recognize one of them? That would be the easiest way. I could cut one off. The one with the cute little mole on it. And I'll leave it on your doorstep. Would that put your mind at rest? Jesus, don't say that. All right, then let's not talk any more about proof, okay?",27.816000000000003,112,That is best you can do Okay it is Before I give you anything I want to make sure my wife is all right Well that is impossible I am at pay phone How do I even know you have got her in first place Are you familiar with her tits Excuse me They are quite nice Would you recognize of them That would be easiest way I could cut one off one with cute little mole on it And I will leave it on your doorstep Would that put your mind at rest do not say that All right then let us not talk any more about proof okay,admiration
16,"Put the money in two hefty bags. Go to the corner of Columbia and Commerce to the pay phone and wait for my call. Hello. Where's the money? In the back seat. Two bags, like you said. Good. Now leave it. Walk up Columbia to Richards Street. And then what? Wait on the corner for five minutes, then walk back, get in your car and go home. Well, what about my wife? She'll be in the car waiting for you. Carrie?",26.623,81,Put money in hefty bags Go to corner of and to pay phone and wait for my call Hello Where is money In back seat bags like you said Good Now leave it Walk up to And then what Wait on corner for minutes then walk back get in your car and go home Well what about my wife She will be in car waiting for you,neutral
17,"Fuck. And they run me around, then finally they tell me she's at home, waiting for me. I go home and she's not there either. Carrie! The phone rings again. Fuck!  217 00:17:*****0 --> 00:17:48,481 Where is she? They send me over to Red Hook. Tell me she's in the trunk of this abandoned car. They taped this to the inside of the trunk with a note that said ""for your listening pleasure."" That's my number. It's okay.",25.077,78,Fuck And they run me around then finally they tell me she is at home waiting for me I go home and she is not there either Carrie phone rings again Fuck   00:17:*****0 > Where is she They send me over to Tell me she is in trunk of abandoned car They taped this to inside of trunk with note that said for your listening pleasure That is my number It is okay,anger
18,"Look at these. Look at these. I touch them and the nipples get hard. You get hot even when you're scared, don't you? And kiss me. Yeah. Come on, let's take the tape off of her. Hey, Carrie Anne Can anybody... Yes? Where in Red Hook? She tipped me $2, which is twice what anybody else tips, if they even tip at all. You mentioned a van. Yeah. It was parked right there.",24.842,73,Look at these Look at these I touch them and nipples get hard You get hot even when you are scared do not you And kiss me Yeah Come on let us take tape off of her Hey Can anybody Yes Where in She tipped me which is twice what anybody else tips if they even tip at all You mentioned van Yeah It was parked right there,neutral
19,"Two guys got out of it. I remember they checked her out pretty good. They were both dressed the same, some kind of uniform. They pulled out after Mrs. Kristo, cut off a Caddy. - You remember what the van looked like? - Yeah. It was light blue. It was definitely light blue. I could tell she was a good cook. Nothing frozen in her cart. She said she was making Kunafa, so I sent her to the Lebanese place down the block. Yeah, the van was parked across the street. I thought they were making a delivery.",23.506999999999998,98,guys got out of it I remember they checked her out pretty good They were both dressed same kind of uniform They pulled out after cut off You remember what looked like Yeah It was light blue It was definitely light blue I could tell she was good cook Nothing frozen in her cart She said she was making so I sent her to Lebanese place down block Yeah was parked across street I thought they were making delivery,admiration
20,"I don't remember a van. I do remember the pita maker, Mrs. Youness, came in and was all like, ""Oh, what happened? Are we okay?"" She saw two men and a woman run across the street away from the store and leap into a van. She thought they had just robbed the store. Two men? Yeah. I think it had the name of a TV repair place on the side. TWO initials, like B & R TV. For sure. J & M Heating. R & L Stereo. B & A Appliance.",25.907000000000004,91,I do not remember van I do remember pita maker came in and was all like Oh what happened Are we okay She saw men and woman run across street away from store and leap into van She thought they had just robbed store men Yeah I think it had name of TV repair place on side initials like & For sure & ARE & &,neutral
21,"TJ, I'd like a word with you. Now, please. I know you've been sleeping here. Shit. I know because Mr. Keyser says you left a god-awful mess in the men's room. Not to mention the mess you've left here. TJ, you've got to... He'll clean it up later, okay? Right now he's helping me with something. You get back issues of all the New York papers on there? For what? Naw, I'm good.",24.791000000000004,73,I would like word with you Now please I know you have been sleeping here Shit I know because says you left awful mess in men 's room Not to mention mess you have left here you have got to He will clean it up later okay Right now he is helping me with something You get back issues of papers on there For what I am good,caring
22,"Can see from right here. Not the first old white dude, come in here, try to put a hand on me. Okay. Child of God. What? The name. Gotteskind. It means ""child of God."" It's German. Except, clearly, God never looked out for Marie. TJ? That short for something? Yeah, it's short for ""TJ."" You 5-0?",22.367,56,Can see from right here Not first old white dude come in here try to put hand on me Okay Child of What name Gotteskind It means child of It is German Except clearly never looked out for short for something Yeah it is short for You,neutral
23,"Nope. 'Cause you've got that look. I work private. Yeah? Like Sam Spade? Yeah, just like him. What I'm saying is, I read about him. And Marlowe, too. All of those guys. You spend that much time in here? Some. Mostly when it rains. Just like the sound it makes, you know? Matt. Short for Matthew. So why you looking at dead bitches, Matthew?",22.561000000000003,64,Nope Because you have got look I work private Yeah Like Yeah just like him What I am saying is I read about him And too All of guys You spend much time in here Some Mostly when it rains Just like sound it makes you know Short for So why you looking at dead bitches,neutral
24,"So these guys we're looking for, they be like real 730, or just, like, thugs? Like real what? 730. It's the time they give out the meds in a mental ward. Right. 730. Can that program go back another year? Listen to you. ""That program."" Take you maybe a minute to figure out how to work Yahoo all by yourself. Why bother? From what I hear, it's all going to shit in six months. Please, please, man. I got way more important things to do",26.621000000000006,85,So guys we are looking for they be like real or just like thugs Like real what It is time they give out meds in mental ward Right Can program go back year Listen to you program Take you maybe minute to figure out how to work all by yourself Why bother From what I hear it is all going to shit in months Please please man I got way more important things to do,annoyance
25,"than worry about all that Y2K bullshit. How ironical. What's that? Dumping an already dead body at a cemetery. Tuesday. The body of Leila Andresen a 25-year-old Interior Design major at Brooklyn College was found at Green-Wood Cemetery. Andresen had been missing two days when Eduardo Solomon, florist across the street from the cemetery, found what was later identified as a portion of the victim's leg in the dumpster behind his shop. That same day, more human remains were found",26.874,80,than worry about that bullshit How ironical What is that Dumping already dead body at cemetery body of year old major at was found at had been missing days when florist across street from cemetery found what was later identified as portion of victim 's leg in dumpster behind his shop same day more human remains were found,fear
26,"scattered about the cemetery by a groundskeeper. Witnesses say Andresen was last seen getting into a blue van with three men. Andresen's fiancé, Reuben Quintana, told police that he and Leila were supposed to meet up for lunch. But she never showed. Good guess. Thanks for your help. - What's this? - What's what? My time is valuable, man. How valuable? Ten bucks. Here's $20. Take it easy.",23.857999999999993,68,scattered about cemetery by groundskeeper Witnesses say was last seen getting into blue van with men 's fiancé told police that he and were supposed to meet up for lunch But she never showed Good guess Thanks for your help What is this What is what My time is valuable man How valuable bucks Here is Take it easy,gratitude
27,"I'm going to go get something to eat. Want a hamburger or something? I don't eat meat. Okay. Nice meeting you, TJ. What I'm saying is, I don't care nothing about cows. I just care about what I put inside my body. No meat, no soda, no Pringles, none of that shit. But I was thinking about getting a little eat on myself. All right. So we can both get our eat ons together. Come on. Come on, Watson. Where do you sleep? Those nights you can't hide in the library?",27.681999999999995,91,I am going to go get something to eat Want hamburger or something I do not eat meat Okay Nice meeting you What I am saying is I do not care nothing about cows I just care about what I put inside my body meat soda none of shit But I was thinking about getting little eat on myself All right So we can both get our eat ons together Come on Come on Where do you sleep nights you can not hide in library,joy
28,"There's places to stay. What happened to your parents? You don't gotta feel sorry for me. I don't. Good. You could hire me, though. Make me your partner. I don't think so. Why? You don't think I got what it takes to be a good detective? I'm sure you do. I'm just not the partner type. What does it take to be a good detective anyway? A strong bladder. Seriously. I don't know what it takes.",22.810000000000002,76,There is places to stay What happened to your parents You do not got to feel sorry for me I do not Good You could hire me though Make me your partner I do not think so Why You do not think I got what it takes to be good detective I am sure you do I am just not partner type What does it take to be good detective anyway strong bladder Seriously I do not know what it takes,curiosity
29,"I don't know. Patience. Instincts. Uh, blind luck, mostly. And a good name. A good name is very important. One with real flavor like Sam Spade or Philip Marlowe. What's wrong with the name you got? I don't know, man. Thinking something more like Daunte Culpepper. Quarterback for Minnesota? It's a good name for a detective, but a lame-ass name for a guy who plays football. Daunte Culpepper. Yeah. Daunte Culpepper. Private eye. Now I like that name a lot.",31.676999999999996,80,I do not know Patience Instincts Uh blind luck mostly And good name good name is very important with real flavor like or What is wrong with name you got I do not know man Thinking something more like for It is good name for detective but lame ass name for guy who plays football Yeah Private eye Now I like name lot,admiration
30,"Sure you don't want a soda or something, honey? I know you just love to give a young black man like myself one of your sperm-killer sodas. But no thank you, ma'am. I'll just stick with the water. What? They only give sodas to low-income people. With a bunch of chemicals in them to sterilize you. That's why I only drink water. A gallon a day and stay hydrated. You don't eat meat? Yeah. So what. You got a problem with that? Not at all. My ex-wife, she was vegetarian. So what happened? Why'd you split? What was she? A clucker?",25.621999999999996,101,Sure you do not want soda or something honey I know you just love to give young black man like myself of your sperm killer sodas But no thank you madam I will just stick with water What They only give sodas to low income people With bunch of chemicals in them to sterilize you That is why I only drink water gallon day and stay hydrated You do not eat meat Yeah So what You got problem with that Not at all My ex - wife she was So what happened Why did you split What was she clucker,curiosity
31,"A what? A clucker. Chickenhead. You know, those females that only like you if you give them nice things. If you ain't bling-blinging, you ain't seeing shit. Can't you speak English? Hit a nerve. Sorry. Wait a minute. What time is it? - Almost 10:00. - Shit. I gotta get back to the shelter. It closes at 10:00. Uh, thanks for the pancakes. Jonas Loogan? Yes?",20.821,66,what clucker Chickenhead You know females that only like you if you give them nice things If you are not bling blinging you are not seeing shit Can not you speak Hit nerve Sorry Wait minute time is it Almost I got to get back to shelter It closes at Uh thanks for pancakes Yes,gratitude
32,"You're the gardener here? I'm the groundskeeper. Can I help you? - I'm Matthew Scudder. - Whoa! That was fast. Public affairs lady at the 77th said it would be at least a week before anyone got back to me. Excuse me? I just really want the book to have an authentic feel, you know? Book? That's why this ride along is so important to me, you know? Spend some real time with real cops? What do you want? I was hoping I could talk to you about Leila Andresen. Who?",21.536,91,You are gardener here I am groundskeeper Can I help you I am Whoa That was fast Public affairs lady at 77th said it would be at least a week before anyone got back to me Excuse me I just really want book to have authentic feel you know Book That is why this ride along is so important to me you know Spend real time with real cops What do you want I was hoping I could talk to you about Who,desire
33,"The woman they found over here. Yeah, I don't know anything about that. Your boss tells me you were here that day. - You spoke to Larry? - Yeah. Great. 'Cause my boss is Gretchen, okay? Oh, boy. I messed up. You're too smart for me, Jonas. Damn. Think you can help me anyway? Already told everything I know to the police. Eduardo. Guy who owns the shop across the street, says there were about 20 garbage bags that were here. That true? Eduardo was wrong. There were only about 10.",25.099000000000004,91,woman they found over here Yeah I do not know anything about that Your boss tells me you were here day You spoke to Yeah Great Because my boss is okay Oh boy I messed up You are too smart for me Think you can help me anyway Already told everything I know to police who owns shop across street says there were about garbage bags that were here That true was wrong There were only about,admiration
34,"And most of those were on the Fifth Avenue side. And there were four more floating in the pond down there. So you saw them? I saw the pigeon first. Keep a coop on my roof. This was a Helmet. It was alone. Which, if you know anything at all about Helmets, is quite unusual for that breed. It was sitting on one of the bags trying to get at whatever was in there. I just fished them both out after I was done with the mowing and threw them away.",21.379,91,And most of those were on side And there were more floating in pond down there So you saw them I saw pigeon first Keep coop on my roof This was It was alone Which if you know anything at all about is quite unusual for breed It was sitting on of bags trying to get at whatever was in there I just fished them both out after I was done with mowing and threw them away,surprise
35,"You didn't open them? No. I figured it was all just some waterlogged trash that kids had thrown in there the night before. They do that, you know? Throw their rubbers and their empties into the pond. You see the cops across the street? Yeah, but I didn't make that connection until Vince came running over from the Fifth Avenue entrance. Vince. Yeah, he's the other groundskeeper. He's the one that found the bags over there. Is Vince around? I'd like to talk to him. He quit.",25.473000000000003,87,You did not open them No I figured it was all just waterlogged trash that kids had thrown in there night before They do that you know Throw their rubbers and their empties into pond You see cops across street Yeah but I did not make connection until came running over from entrance Yeah he is other groundskeeper He is one that found bags over there Is around I would like to talk to him He quit,neutral
36,"He opened one of the bags. You know, I was just starting to forget about her. Thank you so much for bringing that all back. What's your book about? Don't patronize me. Yo, Matt, what's the dealie, man? Hello, TJ. You know I been shadowing you. No kidding. Alright. So, ""I followed subject back ""from dinner to a meeting at some church."" Used to drink some, huh? ""I then followed subject back to some shitty-assed building on 45th",23.345,78,He opened of bags You know I was just starting to forget about her Thank you so much for bringing all back What is your book about Do not patronize me what is dealie man Hello You know I been shadowing you kidding Alright So I followed subject back from dinner to meeting at church Used to drink some huh I then followed subject back to shitty assed building on 45th,gratitude
37,"""where subject remained until..."" I know where I was, TJ. You made me at that flower shop, didn't you? I made you back at the subway. Damn. This book I'm reading says a foot tail is hard to do on account of they're so easy to spot. That it is. It says it's good to use three guys. Two alternating behind and another guy on the other side of the street. Sure. If you have three guys. You know you spend a lot of time",19.74,85,where subject remained until I know where I was You made me at flower shop did not you I made you back at subway Damn book I am reading says foot tail is hard to do on account of they are so easy to spot That it is It says it is good to use guys alternating behind and guy on other side of street Sure If you have guys You know you spend lot of time,neutral
38,"at churches and you use a lot of payphones. So? So you don't got no cell phone? I don't like them. You don't like computers and you don't like cell phones. Fucking Amish got more flavor than you do, Matthew. You know, l watched you follow some dude, you didn't even try to hide or nothing. He wasn't looking for me. Funny. Me following you while you following some other guy. It's real ironical. - TJ? - Yeah? Stop following me.",20.832999999999995,81,at churches and you use lot of payphones So So you do not got cell phone I do not like them You do not like computers and you do not like cell phones Fucking got more flavor than you do You know l watched you follow dude you did not even try to hide or nothing He was not looking for me Funny Me following you while you following other guy It is real ironical Yeah Stop following me,amusement
39,"Okay. No. No. Reuben Quintana? I help you with something? My name is Matt Scudder. I was wondering if I could talk to you about your fiancée? - Fiancée? - Leila Andresen? Oh, Leila. You know, I kind of have this other place I have to be... I'll just be a minute. Yeah, okay. Yeah, come on in. I get you something to drink? No, thank you.",19.205,67,Okay No No I help you with something My name is I was wondering if I could talk to you about your fiancée Oh You know I kind of have other place I have to be I will just be minute Yeah okay Yeah come on in I get you something to drink No thank you,caring
40,"It must be nice, have the time to work out in the middle of the day. I'd rather be working. Period. I'm an actor. Yeah, I thought you looked familiar. Have I seen something you've been in? Maybe. I did a Stetson commercial. Few years back. Stetson, the hat? No, the cologne. Ran during the Stanley Cup Finals. Missed that one. Leila went to Brooklyn College, is that right? Studied decorating?",22.128000000000004,71,It must be nice have time to work out in middle of day I would rather be working Period I am actor Yeah I thought you looked familiar Have I seen something you have been in Maybe I did commercial Few years back hat No cologne Ran during Missed that went to is that right Studied decorating,neutral
41,"Interior design. Right. You told the police that it was three men took her. Yeah, that's right. You're sure about that? Yeah. I saw them. I was at this coffee place on Prospect... She used to meet me there sometimes. ...when I see two guys jump out of the van and grab her. What'd they look like? I couldn't really see their faces. But I could see a third guy behind the wheel. Move!",22.241000000000003,74,Interior design Right You told police that it was men took her Yeah that is right You are sure about that Yeah I saw them I was at coffee place on She used to meet me there sometimes when I see guys jump out of van and grab her What did they look like I could not really see their faces But I could see third guy behind wheel Move,neutral
42,"Hey! What the fuck are you doing? That's the last time I saw her. This is a nice place. Lots of nice stuff. Leila do the design? Yeah. You should see the bedroom, it's... Wait, I... That didn't sound right. You don't deal, do you, Reuben? - What? - You heard me. You asking, am I a drug dealer? Unless you prefer trafficker. Or maybe you wanna tell me you made your money peddling cologne on ESPN.",20.991,77,Hey What fuck are you doing That is last time I saw her This is nice place Lots of nice stuff do design Yeah You should see bedroom it is Wait I That did not sound right You do not deal do you What You heard me You asking am I drug dealer Unless you prefer trafficker Or maybe you want to tell me you made your money peddling cologne on,disapproval
43,"I got a trust fund. - From your rich family up in the Bronx? - Yeah. My mom won a lawsuit a few years back. Hey, come on, Reuben, not even the dog's dumb enough to buy that one. Look, I don't care how you earn your living. But the guys who grabbed Leila? They might have. How do you mean? How do you mean? Thanks for your time. Thank you. Jonas? Did you forget your key again? What the hell is going on? Cops showing up to my house asking about Leila.",24.712,93,I got trust fund From your rich family up in Yeah My mother won lawsuit few years back Hey come on not even dog 's dumb enough to buy Look I do not care how you earn your living But guys who grabbed They might have How do you mean How do you mean Thanks for your time Thank you Jonas Did you forget your key again What hell is going on Cops showing up to my house asking about,gratitude
44,"Who the hell is this guy? ""He carried her through the field, ""the dandelions and cattails still wet with morning dew, ""and set her down by a stream, ""whispering through the strands ""of her fine yellow hair, ""'You're safe now. You're safe.""' Fuck. Jonas. You caught me. You gave the cops a different address, didn't you? That's why they never put you across the street from Leila. This is my mother's building.",25.431,72,Who hell is guy He carried her through field dandelions and cattails still wet with morning dew and set her down by stream whispering through strands of her fine yellow hair You are safe now You are safe Fuck Jonas You caught me You gave cops different address did not you That is why they never put you across street from This is my mother 's building,neutral
45,"I live in Sunset Park, but I'm not allowed to keep my birds there. Even though there's room on the roof. Your mom home right now? Maybe we could go down and talk, have a cup of coffee. I can't let you leave here. They'll kill me if I do. Who's ""they,"" Jonas? The other two. So what, you gonna stab me now with that big fucking knife? It's gonna bother me, too. For a long time, I know it will. How much is it gonna bother you I take that knife away and stick it in your neck? Could you really do that?",24.669000000000004,104,I live in but I am not allowed to keep my birds there Even though there is room on roof Your mother home right now Maybe we could go down and talk have cup of coffee I can not let you leave here They will kill me if I do Who is they other So what you going to stab me now with big fucking knife It is going to bother me too For long time I know it will How much is it going to bother you I take knife away and stick it in your neck Could you really do that,anger
46,"Yeah, I really could. But I'd rather not. How about instead we trade? Okay. Set it down. What was it I said that gave me away? Everything. You're a weirdo, Jonas. I never laid a hand on Leila. But the other two, they're the ones you better worry about. What other two? Jonas. What other two? They're not human.",19.785,59,Yeah I really could But I would rather not How about instead we trade Okay Set it down What was it I said that gave me away Everything You are weirdo I never laid hand on But other they are ones you better worry about other Jonas other They are not human,annoyance
47,"How'd you meet them? There's this video store near my house. They've got this basement where they keep some of the more specialized stuff. Always came in together. You wouldn't really notice them unless they spoke to you. One of them had a beard, or a goatee. The other one smiled a lot. He did all the talking. What about names? You don't exchange names in a place like that. Not real ones anyway. They loved that I worked in a cemetery. Thought it was funny. Wanted to buy me drinks.",28.008000000000003,91,How did you meet them There is video store near my house They have got basement where they keep some of more specialized stuff Always came in together You would not really notice them unless they spoke to you of them had beard or goatee other one smiled lot He did talking What about names You do not exchange names in place like that Not real ones anyway They loved that I worked in cemetery Thought it was funny Wanted to buy me drinks,love
48,"So we went to this bar in the middle of the day. Drank rum and Coke. Talked about the different videos we liked. It was all one big laugh to them, watching all the drug addicts fuck each other. They were, like, obsessed with that whole world. Dealers, addicts, different kinds of drugs. They told me they worked with the DEA. They were cops? They wouldn't say for sure. They said what they did was secret. But they had one of those police radios, you know? One of those handheld units.",25.224,91,So we went to bar in middle of day rum and Talked about different videos we liked It was big laugh to them watching drug addicts fuck other They were like obsessed with whole world Dealers addicts different kinds of drugs They told me they worked with They were cops They would not say for sure They said what they did was secret But they had of police radios you know of handheld units,amusement
49,"And they had all these files on drug dealers with DEA stamps on them. Told me they worked on special assignments. You told them about Reuben. I told them about Leila. About how I wanted to save her from Reuben. So we came up here. We watched them for a while. They said they wanted to help her, too. So you followed her? You picked her up off the street. Then what? We drove around with her. We finally parked somewhere. Near the water in Brooklyn. Said they wanted to make their own video.",25.377000000000002,94,And they had files on drug dealers with stamps on them Told me they worked on special assignments You told them about I told them about About how I wanted to save her from So we came up here We watched them for while They said they wanted to help her too So you followed her You picked her up off street Then what We drove around with her We finally parked somewhere Near water in Said they wanted to make their own video,neutral
50,"She was really scared. They loved that. You dirty little girl. They kept talking to her. Pick one. Which one's your favorite? Eeny, meeny, miney, moe. You pick the one that you want to keep, and I'll take the other. One for you, one for me. That's fair, isn't it? Well, you better pick one, or I'm going to take them both. Come on, what are you waiting for? You trying to stall? You trying to make me mad? Touch the one that you want to keep. This one?",25.873,89,She was really scared They loved that You dirty little girl They kept talking to her Pick one 's your favorite miney You pick one that you want to keep and I will take other for you for me That is fair is not it Well you better pick or I am going to take them both Come on what are you waiting for You trying to stall You trying to make me mad Touch one that you want to keep one,neutral
51,"Okay, good. I think that's an excellent choice. Okay, that's ones yours, and this one is mine. A deal's a deal. No take backsies. But then two days later, I think they thought it would be funny, I show up for work and there's garbage bags everywhere. They knew I'd never say anything. Where was this video place you met these two? It moves around a lot. Might still be there. Who knows? How do I get in? It helps if they know you.",23.977,84,Okay good I think that is excellent choice Okay that is ones yours and one is mine deal 's deal take backsies But then days later I think they thought it would be funny I show up for work and there is garbage bags everywhere They knew I would never say anything Where was video place you met It moves around lot Might still be there Who knows How do I get in It helps if they know you,admiration
