Number,StartMilliseconds,EndMilliseconds,Text
111,559725,561862,Those bastards took my film.
112,562028,564767,"-They held us for hours.
-Marji was so excited."
113,564931,568602,"She went on about proles,
peasants, the class struggle..."
114,568768,571507,"...and that bearded guy,
Che ""Guevero. """
115,571671,574012,"The boy shot next to us
wasn't even 20."
116,574173,576048,"What's happened
to this country?"
117,576208,578152,"Right now, it's a shit hole, my dear."
118,578311,580948,"-Down with the Shah!
-Here we go again."
119,581113,583557,"Down with the Shah!
Down with the Shah!"
120,584450,586485,"Marji, go to bed. Right now!"
121,587620,591689,"Down with the Shah.
Down with the Shah."
122,593159,595398,I've understood your revolt.
123,595661,599571,"Together, we shall try
to march towards democracy..."
124,600366,602469,...building the future hand in hand.
125,625591,626694,Siamak!
126,626859,628859,"-They let you out.
-Hello, Ebi."
127,629028,631301,It's Siamak. He's back.
128,631464,632942,"Hello, Tadji."
129,633733,636211,"Come in.
We're so glad you're alive!"
130,636869,637869,Come in.
131,638037,640072,Don't just stand there.
132,643109,644848,This must be Marjane.
133,645111,646350,How you've grown.
134,646512,648547,You were just a baby before.
135,648714,651817,And now you're a young lady.
136,654920,656193,Who is that guy?
137,656355,658765,My father. He was in jail.
138,658924,660697,He's a hero.
139,661727,664728,"There were scientists
who knew the whole body."
140,664897,667273,"They knew what caused
the most pain."
141,669835,672404,"They whipped me
with cables so much..."
142,672571,675572,...my foot isn't like a foot anymore.
143,675741,676809,And why?
144,676976,680147,"The foot's nerves
are linked to the brain."
145,680780,682121,The pain's incredible.
146,683449,686427,"Our torturers were trained
by the CIA."
147,688854,691389,They certainly knew their stuff.
148,691557,693796,What happened to Hamid?
149,695194,697138,Hamid was killed.
150,698431,701136,"As a guerrilla member,
he suffered horribly."
151,701634,704169,"He had cyanide on him
just in case..."
152,704370,706507,...but he wasn't able to use it.
153,707006,709109,He had the worst torture.
154,711777,713982,The loser gets tortured to death.
155,714146,716647,"-Cool!
-What kind of torture?"
156,717283,720488,"We'll hit him on the head
with a cable!"
157,723923,726594,"But first he has to put this
in his mouth..."
158,726759,728634,...and chew it three times.
159,732598,734098,Look. It's Ramine.
160,734266,738108,"I heard that his dad
was in the Shah's secret police."
161,738404,742610,"His dad killed a million people
with his own bare hands."
162,742775,743980,A million?
163,744510,745613,Absolutely!
164,745778,746983,In their name...
165,747146,749851,...we'll teach Ramine a lesson.
166,756489,758489,We'll rip his eyes out.
167,770336,773246,Marjane! What are you up to?
168,773439,775712,"-Marji found nails!
-We'll beat Ramine up."
169,775875,777409,We'll rip his eyes out!
170,777576,780452,"What if I nailed your ears
to the wall?"
171,782648,786217,"Go to your room and stay there
until I say so!"
172,802768,804609,"Marjane,
what's the matter with you?"
173,804770,807771,"That's no way
for a future prophet to behave."
174,807973,811247,"But, Lord, Ramine's father
killed people."
175,811410,814581,"Marjane.
That's not poor Ramine's fault."
176,814747,817350,"His father's crimes
aren't his doing."
177,817716,820353,The wicked will pay one day.
178,820519,822554,Have faith in my justice.
179,822721,824199,You cannot wield it.
180,824356,826356,Your duty is to forgive.
181,831497,833497,"-Ramine...
-What do you want?"
182,833666,837542,"It's not your fault
your father's a murderer."
183,837703,838942,So I forgive you.
184,840606,842709,He only ever killed communists...
185,842875,844785,...and communists are evil!
186,849515,851925,In the months after the Shah left...
187,852084,853994,...the country was euphoric.
188,854153,856063,Everyone had been a revolutionary.
189,856222,858166,Everyone had fought the Shah.
190,858324,860461,Our neighbor's birthmark...
191,860626,863536,"...had magically become
a war wound."
192,863829,866671,"Our teacher, who loved the Shah..."
193,866832,870742,"...made us tear up the photos
of the royal family in our books."
194,870970,872914,Political rallies thrived...
195,873072,874811,...and the old internal enemies...
196,874974,877781,...became national heroes.
197,877943,881887,"In this merry chaos,
Uncle Anoush came into my life."
198,882047,884548,Things will get better now.
199,884717,886990,Nothing will stop the people.
200,887152,890857,"We'll have a society
of justice and freedom at last."
201,891357,894665,"As Lenin predicted,
the proletariat will rule."
202,894827,897532,"Uncle Anoush,
how long were you in jail?"
203,897696,900606,"-Nine years.
-Wow! More than Laly's dad."
204,900766,902641,Are you married? A communist?
205,902801,906302,"Marji, give your uncle
time to digest."
206,906472,908006,She's so inquisitive.
207,908173,910617,"You're right.
It's good to be curious."
208,910776,912117,Have you digested?
209,912278,913812,Enough! It's time for bed!
210,915314,919088,"Put your pajamas on.
I'll come and tell you everything."
211,920185,921526,Elections are soon.
212,921687,926529,"Trust the people. They'll do all they can
to keep their freedom now."
213,926692,929534,"It can't be worse
than under the Shah."
214,930162,932265,I'm ready!
215,932431,935068,"Watch out, she'll eat you alive."
216,935234,937178,I'm ready!
217,937703,939840,I'll start at the beginning.
218,940005,942983,"I was 18 when my Uncle Fereydoun
and his friends..."
219,943142,947382,"...proclaimed the Iranian province
of Azerbaijan independent."
220,948480,953117,"Fereydoun named himself
the minister of justice."
221,954386,956330,Democracy is based on justice.
222,956488,959125,"All men must be equal
before the law."
223,960025,962662,"We shared ideas,
so I became his secretary."
224,963128,964901,This is just the beginning.
225,965064,966905,We shall liberate Iran...
226,967066,969669,"...province by province, city by city."
227,969835,971176,I'm sure we will.
228,971637,973740,It wasn't easy to follow him...
229,973906,976213,"...for my father was loyal
to the Shah."
230,976375,977750,My son is a traitor!
231,977910,980547,Go and join my idiotic brother.
232,980713,984089,"You'll all end up shot, you hear?
Shot!"
233,984350,986794,My father turned out to be right.
234,986952,988259,And one morning...
235,988687,990460,My God! Fereydoun!
236,990756,992927,I had to flee. I had no choice.
237,993559,996162,"While my uncle
faced his fate alone."
238,1017049,1020323,"I walked for days
through the snow and blizzards."
239,1020486,1023089,"I was hungry and cold
but kept going."
240,1024690,1028930,"I crossed the Alborz Mountains
to go to my parents in Astara."
241,1032831,1035468,Who's bothering me this late?
242,1035634,1037975,"My God, Anoush!"
243,1038137,1039774,Our son. He's half-dead.
244,1039938,1041313,My darling son!
245,1043242,1044617,My son...
246,1044777,1047414,"My darling son, forgive me."
247,1047813,1050916,"I couldn't stay.
The Shah's army was after me."
248,1051083,1052822,I went into exile.
249,1071770,1074680,I swam across the Aras River...
250,1074840,1077318,...and arrived in the USSR.
251,1079545,1080989,What did you do then?
252,1081146,1083885,"I went to Leningrad,
then Moscow."
253,1084049,1086720,"I did a doctorate
in Marxism-Leninism."
254,1086885,1089386,"But I missed my family
more and more."
255,1089555,1092726,"I tried to come back in disguise,
with forged papers..."
256,1092891,1094164,...but it didn't work.
257,1094326,1095735,They arrested me.
258,1095894,1097235,You went to jail?
259,1097396,1099533,Yes. You know...
260,1099698,1103040,"...I'm telling you this
because you need to know."
261,1103202,1105441,The family memory must live on.
262,1105971,1109074,"Even if it's not easy
for you to understand."
263,1109274,1112809,"Don't worry, Uncle Anoush,
I'll never forget."
264,1113645,1115020,Were you married?
265,1115180,1118056,It's late now. Go to sleep.
266,1118717,1120161,This is for you.
267,1121220,1122925,I made it in prison.
268,1123622,1125327,Out of bread.
269,1137102,1141171,"99.99% of the people
have voted democratically..."
270,1141340,1143045,...for the Islamic Republic.
271,1143208,1147152,"It's normal, every revolution
has a period of transition."
272,1147579,1149557,Half the country is illiterate.
273,1149715,1154659,"Only nationalism and religion
can unite people."
274,1155787,1159924,"Mina and her family have left.
They say it's too dangerous here."
275,1161760,1164636,"They found Mohsen
drowned in his bath."
276,1165764,1168174,"Don't worry.
Everything will be okay."
277,1168467,1172968,"Siamak and his family have fled.
The bastards killed his sister."
278,1174306,1176511,Maybe we should leave Iran too.
279,1176675,1179983,"So you can be a maid
and I can drive a taxi?"
280,1181280,1183883,"We'll purge
anti-revolutionary elements."
281,1184082,1186389,Only one law will prevail:
282,1186585,1187619,That of blood.
283,1199198,1200698,Marji...
284,1203468,1205503,They've arrested Anoush.
285,1205671,1207240,I know.
286,1210542,1211713,Dad...
287,1211877,1213480,It will be all right.
288,1214179,1216350,"Do you want to do something
for him?"
289,1216949,1220450,"He's allowed one visit.
He wants to see you."
290,1223222,1224222,I'll go.
291,1238604,1239877,Ten minutes.
292,1246878,1248412,What a pretty dress.
293,1249047,1251286,What a beautiful girl.
294,1257923,1260526,"You know that your visit
honors me?"
295,1263895,1266964,"You're the daughter
I'd have loved to have."
296,1267532,1268941,You'll see.
297,1269101,1272079,"One day, the proletariat will rule."
298,1272371,1273871,Here.
299,1274039,1276380,I made you another bread swan.
300,1277042,1279418,It's the first one's uncle.
301,1284483,1286586,Star of my life...
302,1306471,1308710,"What's wrong, my child?"
303,1308874,1310147,Don't be sad.
304,1310309,1311650,Shut up.
305,1311810,1314049,"You didn't stop them
from killing him."
306,1314479,1316320,It's not my fault. Men did it.
307,1316481,1318857,Shut up! Never come back again!
308,1319017,1320858,Get out!
309,1321453,1323556,Get out!
310,1345010,1348647,"One year after the revolution,
Iraq attacked Iran."
311,1348814,1351883,"Saddam struck
a vulnerable country."
312,1352317,1355420,"The revolution
and purges in the army..."
313,1355587,1357656,...had vastly weakened us.
314,1357823,1360096,"In the name of
fighting the external enemy..."
315,1360258,1362736,"...the state exterminated
the internal one:"
316,1362894,1365804,"The opponents
to the Shah's regime."
317,1366331,1369707,"Arrests and executions
took place daily."
318,1369868,1371971,Everyone was afraid.
319,1372137,1376172,"The new government adopted
even more repressive laws."
320,1376675,1377982,In two years...
321,1378143,1381053,"...every aspect
of our lives changed."
322,1381213,1382918,And so did we.
323,1384816,1387760,"All right, children!
On the heart for our martyrs!"
324,1387919,1389726,Daughters and sons of Iran...
325,1390288,1392766,"...the war has killed
our best children."
326,1392924,1396198,"The truth will soon rise up
from their blood."
327,1396361,1398134,For whom did they die?
328,1398697,1400004,For us!
329,1400165,1402506,For us!
330,1411476,1412749,Martyr.
331,1412911,1415082,Martyr!
332,1415247,1417054,Finish me!
333,1417215,1418693,What are you doing?
334,1418850,1421191,I'm suffering. Can't you see?
335,1421820,1423298,Go to class now!
336,1423655,1426724,Tehran 1982
337,1427359,1429735,The veil stands for freedom.
338,1429895,1433805,"A decent woman shelters herself
from men's eyes."
339,1433965,1437739,"A woman who shows herself
will burn in hell."
340,1437903,1439244,"Hey, have you seen this?"
341,1439404,1442177,"Our soldiers die every day
on our borders..."
342,1442340,1445147,"...to save our dear land
from indecency."
343,1445343,1446377,Look!
344,1447412,1449481,Abba is for wimps.
345,1457255,1459926,Leave in single file. Hurry!
346,1472304,1474304,"Mom, what's for dinner?"
347,1474906,1476611,How about a nice chili?
348,1476775,1478980,Yeah! It'll make us fart!
349,1480579,1481647,Give me that!
350,1481813,1483257,I saw it first!
351,1483415,1485484,"-Sure, bitch!
-Stop that!"
352,1485817,1488386,"Look at you, fighting like animals."
353,1488820,1490764,We should show solidarity.
354,1491923,1494230,"-What's her problem?
-Who asked you?"
355,1506471,1508040,"Your scarf, sister."
356,1510742,1511845,"You, woman!"
357,1512010,1515147,"Sir, you don't say ""woman,""
you say ""ma'am. """
358,1515814,1518121,"-Show some respect, please.
-Respect you?"
359,1518283,1521818,"I screw women like you
and dump them in the trash."
360,1522554,1523998,Get in!
361,1542107,1543278,Are you okay?
362,1543642,1545847,"Yes, dear, I'm fine."
363,1548980,1550151,Move it!
364,1551316,1552987,"Shut up, bastard!"
365,1662193,1665103,"Mom, you have to give me
50 tomans."
366,1665263,1666866,Really? What for?
367,1667032,1669703,"They're selling tapes
on Gandhi Avenue."
368,1669868,1670936,Bee Gees tapes?
369,1671102,1673705,Mom! The Bee Gees suck!
370,1678777,1680186,"""Estivie"" Wonder."
371,1680345,1681516,Julio Iglesias.
372,1681680,1682953,Pink Floyd.
373,1683281,1684588,"""Jickael Mackson. """
374,1685216,1687421,"Lipstick, varnish, playing cards."
375,1687585,1689256,Iron Maiden.
376,1690388,1691866,"-How much?
-One hundred tomans."
377,1692023,1693160,"-Fifty.
-Sixty."
378,1693324,1694699,"-Fifty.
-Sixty."
379,1694859,1696462,"-Fifty.
-Fifty."
380,1700598,1701837,What's that outfit?
381,1702333,1703742,And those punk shoes?
382,1703902,1705607,"-What punk shoes?
-Those!"
383,1705837,1707246,They're sneakers.
384,1707405,1708644,That style is punk.
385,1708807,1711183,I'm on my school's basketball team.
386,1711342,1713320,Is that a basketball jacket?
387,1713478,1715422,What's that? Michael Jackson!
388,1715613,1717682,That symbol of Western decadence!
389,1717849,1720327,"No, ma'am, it's..."
390,1721319,1722319,Malcolm X!
391,1722487,1724226,"-Michael Jackson!
-Your scarf, slut!"
392,1724389,1726196,You're coming with us!
393,1726357,1728335,I'm sorry. It won't happen again.
394,1728493,1730732,"Ma'am, my mother is dead."
395,1730895,1732600,My stepmother's so cruel.
396,1732764,1734867,"If I'm late, she'll kill me!"
397,1735033,1737374,She'll burn me with an iron.
398,1737569,1740445,"She'll make my dad
put me in an orphanage!"
399,1740638,1741706,Have mercy!
400,1741873,1745078,"Please, ma'am, have mercy!"
401,1782947,1787982,"Today, our army destroyed
63 Iraqi tanks and 26 fighter planes."
402,1788386,1791591,"Our martyrs' blood
irrigates our land..."
403,1791756,1794427,...and feeds deserts of hope.
404,1794592,1798434,"To die a martyr is to inject blood
into the veins of society."
405,1811476,1814352,"Is everything all right,
Mrs. Nassrine?"
406,1814512,1815785,"No, it isn't."
407,1815947,1818323,They gave my son this at school.
408,1818483,1821120,"They said
that if he fights and dies..."
409,1821286,1824491,"...this key will get him into heaven.
This plastic key!"
410,1824923,1828094,They said heaven is full of food...
411,1828259,1830259,"...women, gold houses
and diamonds!"
412,1830428,1832099,Women?
413,1833031,1835702,"Well, he's 14.
Women interest him."
414,1835867,1837367,I've suffered so much.
415,1837535,1840479,"I've raised five children
with my tears."
416,1840638,1843809,"Now they want to swap my oldest
for this key."
417,1843975,1846282,I've always been devout.
418,1846444,1849718,"I've prayed, I've worn the veil,
I've obeyed."
419,1850415,1853359,"But I can't believe in anything
anymore."
420,1854452,1855691,It's me. Did you hear?
421,1855854,1859889,"They arrested the Roshanis.
They found alcohol and playing cards."
422,1860058,1862058,Why are you covering your head?
423,1864462,1865940,For your husband.
424,1866297,1869173,That's how we were brought up.
425,1870335,1871438,Don't worry.
426,1871603,1873672,I'll talk to your son.
427,1874305,1878306,"Thanks to my parents,
her son never went to war."
428,1880645,1882054,Between air raids...
429,1882213,1884986,"...government repression
and spying neighbors..."
430,1885149,1887718,...life tried to follow its course.
431,1895326,1898827,"To make everything bearable,
people had parties..."
432,1898997,1900838,...safe from prying eyes.
433,1900999,1902874,They were often boozy.
434,1903034,1904909,Alcohol was banned...
435,1905069,1907808,"...but my uncle Taher
supplied us with wine."
436,1908573,1912779,"He had built a winemaking lab
in his basement."
437,1912944,1914149,Mrs. Nassrine...
438,1914312,1917881,"...who cleaned for him too,
helped crush the grapes."
439,1918049,1920425,God forgive me.
440,1921552,1923723,Attending these parties was risky.
441,1923888,1927264,"But it was the only bit of freedom
we had left."
442,1931129,1932197,Come on.
443,1932363,1933897,Get out!
444,1934065,1935940,"ID, registration, license."
445,1938002,1939343,Come here.
446,1939871,1941405,Breathe!
447,1941572,1942811,"-Been drinking?
-No."
448,1942974,1946111,"-Liar. You Westernized trash.
-Enough."
449,1946277,1949119,"I work for this country.
How dare you!"
450,1949447,1951982,"-Forgive him.
-Shut up!"
451,1952150,1955128,"I could be your mother.
How old are you? Fifteen?"
452,1955286,1957730,Sixteen? My daughter is 13.
453,1960391,1962494,"If not for your wife,
you'd be in hell."
454,1962660,1963967,Thank you!
455,1964963,1968407,"Get in. Let's see
if you have bottles at home."
456,1969000,1971944,"Grandma, Marji, go up first.
I'll stall them."
457,1972103,1975274,"-Empty all the bottles.
-But how?"
458,1975440,1978884,"Don't worry, I was used to it
with your father."
459,1979043,1981578,I always had to hide his tracks.
460,1982647,1987091,"Our neighbor is an elderly man
with a heart condition."
461,1987251,1990127,Any sudden noise could kill him.
462,1990788,1993425,"Perhaps we can
work something out..."
463,1993591,1995626,Where are you two going?
464,1995793,1997600,"I have diabetes, my boy."
465,1997762,2000069,"Without syrup, I'm going to faint."
466,2000465,2002772,Diabetes? Like my mother.
467,2002934,2004775,All right.
468,2024856,2026390,Where are they?
469,2026557,2030967,"Arrogant, but no ideology.
A few bills made them forget."
470,2032463,2034463,You didn't throw it all out?
471,2035299,2036299,"Yes, we did."
472,2036467,2038308,Shit...
473,2048212,2050383,It's his heart again.
474,2050548,2053424,"They were after communists
near our house."
475,2053584,2055153,They threw a grenade.
476,2055319,2057126,Taher couldn't take it.
477,2057288,2060198,"I found him on the floor
in the living room."
478,2060358,2061892,It will be all right.
479,2062060,2063867,"No, it won't."
480,2064028,2066938,He needs open-heart surgery.
481,2067098,2069701,They can't do it here.
482,2070334,2072607,They say he has to go to England.
483,2073071,2076049,I went to see the hospital director.
484,2076741,2078185,You won't believe it.
485,2078342,2079717,Know who he is?
486,2079877,2082287,My old window washer!
487,2082613,2086580,"I pretended not to know him
so as not to humiliate him."
488,2086751,2091059,"With the borders closed,
only the very sick can go abroad."
489,2091222,2093359,It's his third coronary.
490,2093591,2096535,"He needs an operation abroad
or he'll die!"
491,2096694,2098569,We'll do our best.
492,2098729,2101070,"If God wills it, he'll get better."
493,2101232,2102732,It all depends on God.
494,2103101,2106568,"I need your authorization
to get his passport."
495,2106904,2109007,If God wills it.
496,2109240,2112707,"Thanks to a beard and suit
this idiotic window washer..."
497,2112877,2114446,...runs a hospital now!
498,2114612,2117817,"My husband's fate
depends on a window washer!"
499,2118015,2121084,"He's so religious
he won't look at a woman."
500,2121252,2122389,The stupid bastard!
501,2124422,2127264,"I know someone
who makes passports."
502,2127425,2129425,I'll go see him. It'll all be okay.
503,2129594,2131765,Wait. I'll come too.
504,2135666,2137269,Where did I put it?
505,2138269,2140144,Here it is! Look at this.
506,2140304,2141543,"It looks real, huh?"
507,2142740,2145479,A whole month's work went into this.
508,2145643,2148144,You're cute. What's your name?
509,2148312,2150551,How long to make a passport?
510,2151616,2153821,Passports are in high demand.
511,2154619,2156858,They're how I make my living now.
512,2157155,2158962,"Usually, it takes two weeks."
513,2159123,2160828,But I can do it in one.
514,2160992,2163561,"Perfect, but hurry."
515,2166430,2167999,It's only Niloufar.
516,2168733,2172370,"Meet Ebi. I told you
about his brother Anoush."
517,2172537,2173571,Hello.
518,2173738,2175307,She's a communist too.
519,2175473,2179474,"Her brother was my messenger boy
so I hide her here."
520,2179644,2181849,It's the only place she's safe.
521,2198729,2201036,Is he dumb or what?
522,2201199,2202733,He'll get crushed.
523,2203334,2205903,There! What did I tell you?
524,2212343,2213582,Don't look.
525,2213744,2215654,"-It's horrible.
-Grandma, stop it!"
526,2218249,2219590,What a load of crap.
527,2219750,2221853,"The Japanese
either gut themselves..."
528,2222019,2225429,"...or make hideous monsters.
That's all they ever seem to do."
529,2232163,2234766,"Grandma,
will Uncle Taher die?"
530,2234932,2237205,"-Of course.
-You think so?"
531,2237368,2240403,"Without a passport,
he won't make it."
532,2243241,2245844,"-He smoked too much.
-Bullshit!"
533,2246210,2248517,"His heart's not failing
from cigarettes."
534,2248679,2251089,His kids are too far away.
535,2251716,2254660,"A portion of beans,
piping hot, please."
536,2255553,2258224,"Children always leave.
That's normal."
537,2258389,2262799,"But having to part with them at 13
due to an absurd war..."
538,2263561,2265039,...that breaks your heart.
539,2267765,2271209,"In Taher's shoes,
I'd be dead and buried by now."
540,2271669,2275374,"-May God eradicate these barbarians.
-May God hear you."
541,2287652,2291221,"Khosrow, it's you.
Is the package ready?"
542,2291389,2294594,"They arrested Niloufar
and trashed my place!"
543,2308673,2310912,Niloufar was executed.
544,2312777,2316914,"Khosrow fled to Turkey
and then to Sweden."
545,2321585,2323722,Three weeks later...
546,2323888,2325729,...we buried Uncle Taher.
547,2328459,2330630,The war intensified.
548,2335733,2337302,Let me through.
549,2337468,2340207,Excuse me. Let me through.
550,2340571,2341674,Stop!
551,2341839,2343783,I live over there.
552,2343941,2345782,Go on.
553,2366597,2368768,"-Marji!
-Mom."
554,2370301,2371404,Are you hurt?
555,2371569,2373479,"No, sweetie, we're fine."
556,2373637,2375342,Where did the missile land?
557,2376907,2379646,The Baba Levy's house.
558,2402233,2406541,"Under our new government,
we no longer have political prisoners."
559,2406737,2407840,Ma'am?
560,2408005,2410608,"We have paid a high price
for our liberty."
561,2410775,2412685,"-Ma'am.
-What now, Satrapi?"
562,2412843,2417253,"My uncle was jailed by the Shah,
but the new regime had him shot."
563,2417415,2420791,"We have gone from 3,000 prisoners
under the Shah..."
564,2420951,2422588,"...to 300,000 with you."
565,2422753,2425697,How dare you lie to us like this?
566,2425856,2427265,Stop that!
567,2436834,2439141,"-Who was it?
-The principal."
568,2439303,2441804,Marji told her teacher off.
569,2441972,2444575,"-Again?
-Just like her uncle."
570,2444775,2448549,"What? You want her
to end up like him? Executed?"
571,2448712,2450417,"You know what they do
to young girls?"
572,2450581,2453082,You know what they did to Niloufar?
573,2453284,2457353,"It's illegal to kill a virgin,
so a guard married her..."
574,2457521,2459328,...and took her virginity first!
575,2459490,2461297,You know what that means?
576,2463027,2465300,"If they touch you, I'll kill them!"
577,2466297,2469934,"Shortly after,
they decided to send me abroad."
578,2470401,2473845,"Since I had attended
the French school in Tehran..."
579,2474004,2476777,"...I went to the French school
in Vienna."
580,2476941,2478941,My father got me a visa.
581,2479109,2482479,"I'd stay with my mother's friend
and her family."
582,2482880,2484653,The day before I left...
583,2484815,2486815,...Grandma slept at our house.
584,2488118,2492221,"Every morning, she'd put jasmine
in her bra to smell good."
585,2492890,2496391,"When she undressed,
the flowers fell from her breasts."
586,2496727,2498602,It was magical.
587,2498762,2502604,"How come your breasts
are so round at your age?"
588,2503267,2507939,"I soak them in a bowl of iced water
for ten minutes every day."
589,2510140,2511811,I'll miss you.
590,2512676,2515086,I'll come to see you.
591,2516714,2518192,Listen.
592,2518349,2522986,"I don't like to preach,
but here's some advice."
593,2523153,2526563,You'll meet a lot of jerks in life.
594,2526724,2531100,"If they hurt you,
remember it's because they're stupid."
595,2531262,2534206,Don't react to their cruelty.
596,2534365,2538036,"There's nothing worse
than bitterness and revenge."
597,2538202,2542976,"Keep your dignity
and be true to yourself."
598,2548412,2550617,Everything will be all right.
599,2551282,2553623,No tears. Think of your future.
600,2553784,2555557,Europe awaits you.
601,2555719,2558890,"When you get to Vienna,
have a Sachertorte."
602,2559056,2561034,It's a delicious chocolate cake.
603,2561191,2562760,We'll come to visit.
604,2562927,2564234,You're a big girl.
605,2564395,2565873,No tears.
606,2566030,2569201,"-Dad.
-Enough. You have to go now."
607,2569533,2572875,"Never forget who you are
and where you're from."
608,2573037,2574844,My daughter.
609,2576006,2578484,"-Mom.
-My little Marji."
610,2640270,2641770,Europe awaited.
611,2641972,2644075,But not the way I imagined.
612,2644508,2647077,"After a few days
at my mother's friend's..."
613,2647244,2650779,"...she decided her place
was too small."
614,2652216,2653921,She found lodgings...
615,2654084,2656357,...where I'd be fine...
616,2656520,2658430,...according to her.
617,2674538,2675743,What?
618,2714278,2715756,I was delighted...
619,2715913,2720414,"...to find stores packed with goods
that had vanished at home."
620,2722086,2723757,For a while...
621,2723921,2726990,"...going to the supermarket
was my favorite pastime."
622,2727157,2729067,My favorite pastime.
623,2729226,2731431,My favorite pastime.
