Number,StartMilliseconds,EndMilliseconds,Text
312,2087285,2089583,"It was brown, actually."
313,2089687,2091848,And my mother took me there
314,2091956,2094151,as if it was some sort of treat or something
315,2094692,2096751,to watch freaking garbage float.
316,2102700,2104327,"What is it, honey?"
317,2106604,2109402,"A lot of little girls look alike, I guess."
318,2114212,2115611,What's this?
319,2120251,2122276,You've got to understand that we are trying
320,2122386,2124718,"- to help your daughter, Mrs. Fleming.
- This is what you call help?"
321,2124822,2127655,"- This isn't help. This is just more torture.
- I have full authority"
322,2127758,2129225,"- to conduct this investigation...
- Don't!"
323,2129327,2131352,"...in any way I see fit.
- You do not have full authority."
324,2131462,2133589,"- I'm trying to prevent it happening...
- Hasn't she suffered enough?"
325,2133698,2135393,"...to another girl and mother...
- Are you just trying..."
326,2135500,2136626,"...because it will...
...to prolong our pain?"
327,2136734,2139703,"...Mrs. Fleming. It will.
- My God, where is your sympathy?"
328,2139804,2142796,"Your daughter is lucky to be alive,
but she will not be safe"
329,2142907,2146809,until whoever did this to her is behind bars.
330,2148679,2150203,She's not safe.
331,2177308,2181608,"Dakota, this is Julie Bascombe
and Phil Lazarus."
332,2181712,2185079,"Yeah, I've seen them around.
Two of my prison guards."
333,2187552,2190487,"The security measures are all
for your own comfort, Dakota."
334,2191489,2194583,"Dakota, who cut you?
That's all we want to know."
335,2196394,2200023,"Look, once he finds out you're still alive,
he's gonna come after you."
336,2200131,2202292,"Now, we've done everything we can
to keep this out of the press,"
337,2202400,2204630,but it's bound to get out sooner or later.
338,2204735,2206794,"So, you're gonna use me as bait,
unless I cooperate."
339,2206904,2208633,Is that what you're saying?
340,2209640,2213770,"Dakota, help us, please.
You saw the pictures of Jennifer."
341,2213878,2217439,"The same person who cut her cut you.
You can't deny that."
342,2219817,2222081,"What do you remember
about the past few weeks?"
343,2224789,2225881,Everything.
344,2225990,2229153,Everything? That's unusual.
345,2229260,2231387,"Dakota, who did this to you?"
346,2232797,2233889,I don't know.
347,2233998,2237024,"- Were you blindfolded?
- You were locked up?"
348,2237134,2239295,"It doesn't matter
if it doesn't make sense to you."
349,2239403,2241633,We'll put the pieces together.
350,2248079,2251139,"All right, so I got this new job. Night shift."
351,2252750,2254377,What kind of job?
352,2255419,2257182,A hostess.
353,2257288,2259153,At a gentlemen's club.
354,2260524,2263425,"Don't care how old you really are, kiddo."
355,2263527,2267657,"Your ID says you're 21,
you're fucking 21 to me."
356,2270534,2274436,"An exotic dancer,
that's what the hostess job turned out to be."
357,2381379,2385213,"He could've been there
the first night I danced. I don't know."
358,2580711,2582679,Everything about him was just...
359,2583581,2586573,"I don't know, was intense."
360,2588586,2590110,I never really got to see his face.
361,2590220,2592051,"How do you know it was the same guy
from the club?"
362,2592156,2595648,"- I just knew.
- Was he tall? Thin? Stocky? What?"
363,2599096,2601087,He was wearing blue gloves.
364,2601198,2603826,"- The rubber kind that doctors wear.
- Are you sure?"
365,2603934,2606425,"Look, I'm not sure about anything, okay?"
366,2606537,2608095,What about when he cut you?
367,2608872,2610271,You didn't see him then?
368,2612109,2615704,"- No.
- Look, he gave you drugs, Aubrey. Okay?"
369,2615813,2617246,To make you watch.
370,2617348,2620181,"To keep you awake,
so you'd have to have seen something."
371,2620284,2621376,I don't lie.
372,2622119,2624212,"If I tell you I didn't see him,
I didn't fucking see him."
373,2624321,2626346,"How do you know it was the same guy
who cut you, then?"
374,2626457,2629051,You're right. I don't know.
375,2629159,2632754,"Aubrey, you have got to
stop playing games with us."
376,2632863,2635855,"Am I making myself clear?
We have to know the truth."
377,2635966,2638332,"Oh. Oh, I'm sorry.
You want to know the truth?"
378,2638435,2641336,"Well, what about me? You think I don't?"
379,2641438,2643338,How the fuck would you feel?
380,2643440,2647672,"Fingers, leg, hand, gone.
I practically fucking died."
381,2647778,2650975,"And now, I'm locked up
in the fucking hospital"
382,2651081,2653049,like a goddamn prisoner!
383,2682413,2684244,"So, what are you saying, Doctor?"
384,2684348,2688444,"I don't know.
Usually it's easy to find the inconsistencies,"
385,2688552,2689746,the holes in the fantasy.
386,2689853,2692549,"Even in the most extreme cases
of posttraumatic stress,"
387,2692656,2696820,"you get a tiny measure
of the original person."
388,2696927,2699896,"You know what I think, Doctor?
I think we're wasting our time."
389,2699997,2702591,"- I think this kid is lying through her teeth.
- No."
390,2704268,2707169,She's not lying. She's...
391,2712376,2714537,I don't think it's that simple.
392,2714645,2716135,She was withholding deliberately.
393,2716246,2717213,"- Yeah?
- Yeah."
394,2717314,2718941,I thought she just ran out of imagination.
395,2719049,2721108,Aubrey Fleming is not short on imagination.
396,2721218,2722480,"- That's for sure.
- Okay."
397,2722586,2727489,"So, she gets to a certain point in her story
and she stops talking. Why?"
398,2727591,2731254,"Sometimes people create alter egos
to relay information"
399,2731361,2734728,"that their primary personalities
would never reveal."
400,2734832,2737426,"So, why would the alter ego withhold?"
401,2738402,2739369,I don't know.
402,2740270,2742636,"I think she doesn't tell everybody
the whole story"
403,2742740,2744935,"because she doesn't think
anybody's gonna believe her."
404,2745042,2748011,"I mean, she's not even sure
she believes what happened to her."
405,2762059,2765051,"... unconfirmed reports tonight,
in this News 5 exclusive,"
406,2765963,2767521,that the abducted teen has been found
407,2767631,2771123,"and has been secretly held
at New Salem Hospital for over a week."
408,2771235,2772930,"- News 5 will continue to update you...
- Shit."
409,2773036,2775231,... on this story as it develops.
410,2820651,2823176,No. No!
411,2823287,2826017,"No! Get off, get him off me!"
412,2826123,2829991,"Aubrey! What happened?
Sweetheart, what happened?"
413,2830093,2831287,"Honey, what happened?
Who did this to you?"
414,2831395,2833761,"- Somebody come in here!
- Get off of me!"
415,2833864,2836230,"It's okay, it's Daddy. It's Daddy.
It's okay. It's Daddy."
416,2836333,2838858,It's all right.
417,2838969,2841437,"- Calm down and back away, Mr. Fleming.
- Don't you fucking touch me!"
418,2841538,2844996,"Somebody came in here and sliced up
my little girl. I want you to find him now!"
419,2846310,2848471,No! No!
420,2874137,2875900,I am Aubrey Fleming.
421,2878575,2880270,My name is Aubrey Fleming.
422,2880377,2884177,"I enjoy sunsets, long walks on the beach,
and playing the piano."
423,2884281,2887182,"I have never seen the inside of a strip club
or a crack house,"
424,2887284,2889809,"and I have never sold my body
to hairy old men with B.O."
425,2889920,2891717,Because I am perfect.
426,2898228,2901163,Say hello to your new state-of-the-art hand.
427,2908772,2911138,"Your nerve impulses get picked up
by sensors"
428,2911241,2914802,"that control six different sets of gears
and motors inside the hand,"
429,2914912,2918780,"so the movements are incredibly lifelike
and precise."
430,2918882,2920474,It's so creepy.
431,2920584,2922814,No. It's beautiful.
432,2922920,2925582,"Once we're sure everything works
the way it's supposed to,"
433,2925689,2927589,we'll fit this over it.
434,2934231,2935425,Lovely.
435,2936566,2938033,Step forward.
436,2942005,2943529,Take your time.
437,2947311,2948642,Beautiful.
438,2952749,2954512,"You're almost there, you're almost there."
439,2956987,2961549,"Excellent, excellent. You'll be back
on the dance floor in no time, Dakota."
440,2961658,2963125,It's amazing.
441,2963226,2965717,"- Thank you.
- For?"
442,2965862,2967727,For calling me Dakota.
443,2969700,2971964,"Just don't forget to plug it in
when you're not wearing it."
444,2972069,2975664,"If the battery runs down,
it's like dragging around a wooden leg."
445,2975772,2976864,Okay.
446,2991655,2994749,"I think we managed
to avoid all those reporters."
447,3047377,3049345,Aubrey chose the colors?
448,3052416,3055442,Yeah. Aubrey. Aubrey chose everything.
449,3074137,3076731,"Thanks for putting me up for a while.
I appreciate it."
450,3081445,3082639,Well...
451,3083647,3085911,"Looks like we're not the only ones
happy to see you home."
452,3089653,3091314,I don't like cats.
453,3093123,3094488,Okay. Yeah.
454,3096093,3097856,"If you need anything, just..."
455,3106536,3107764,Hold it!
456,3110507,3112475,"- ID, please.
- Yeah, sure."
457,3116847,3118007,Go on.
458,3121251,3123048,That's the boyfriend.
459,3153617,3154948,"- Hey.
- Hi."
460,3155051,3156450,Dakota Moss.
461,3157721,3159621,Jerrod. Jerrod Pointer.
462,3162359,3165351,"Sorry, I'm not really used to this thing yet."
463,3166830,3168923,"It's fucked up though, huh?"
464,3170834,3173268,"- Thanks for seeing me.
- Yeah, sure."
465,3174371,3176100,Are those flowers for me?
466,3176206,3177298,Yeah.
467,3178475,3179669,Thanks.
468,3181945,3183344,Might as well sit down.
469,3191254,3192221,It's upstairs.
470,3194658,3196956,Just keep forgetting to plug it in at night.
471,3198895,3200795,I was supposed to protect you.
472,3200897,3202797,"So, you must be Aubrey's boyfriend."
473,3204067,3205159,Yeah.
474,3207170,3208296,I'm not Aubrey.
475,3212709,3214574,I'm really not Aubrey.
476,3226022,3227853,"Aubrey wouldn't do that, would she?"
477,3236466,3238366,Can I get you guys anything?
478,3241037,3242834,"Oh, hi, Mrs. Fleming."
479,3245542,3247009,We're gonna go upstairs.
480,3250347,3252008,"- Could you? Thanks.
- Sure."
481,3262125,3265094,"- Well, you coming?
- Yeah."
482,3269299,3272962,"Oh, and Susan, would you mind putting
the blue roses in some water for me?"
483,3273069,3274263,Thanks.
484,3288685,3292121,"There's only one of these,
so we better make it last."
485,3398428,3400191,"Don't stop! Oh, my God."
486,3424988,3425977,Aubrey?
487,3427023,3428320,Why are you doing this?
488,3431694,3433355,Did she ever fuck you like that?
489,3436800,3438529,Did she ever fuck you at all?
490,3442472,3443996,Do you think she'd start now?
491,3445809,3449040,"Look, if you want me to call you Dakota,
I'll call you Dakota."
492,3450146,3452808,"But if you're not Aubrey,
then how'd you get all cut up?"
493,3457420,3458887,I don't know.
494,3461357,3463257,I can't really explain.
495,3622185,3623379,"Oh, God."
496,3646009,3648671,I found that heroin ho just like that.
497,3649812,3651939,What happened to her hand?
498,3652048,3654949,"Why the hell you asking me?
How should I know?"
499,3655685,3658119,"What happened to your hand, kiddo?"
500,3660890,3662517,I'll be okay.
501,3662625,3664752,What happened to your hand?
502,3664861,3666726,"Damn, that bitch lost a lot of blood."
503,3666829,3669662,You can die from losing that kind of blood.
504,3670500,3671990,Dance.
505,3672101,3673295,I'm just saying!
506,3674270,3675430,Dance.
507,3676272,3680208,"Marlene is out there, and she'll kick my ass
if I go out there while she's on."
508,3680343,3681970,You go out there.
509,3695591,3696615,So?
510,3702131,3703689,I was just having a drink out back
511,3703800,3708066,"and I dropped a glass.
Must've cut myself when I picked it up."
512,3710506,3712974,How you gonna get to the emergency room?
513,3713076,3716341,Hospitals are for rich people. I'll be okay.
514,3716446,3717811,How you gonna get home?
515,3718715,3720239,I will be fine.
516,3721017,3723315,You better take an extra towel.
517,3734997,3736965,You got to hold it higher.
518,3740203,3742398,You got to hold it higher than your heart.
519,3757687,3760315,Aren't you gonna ask me what happened?
520,3764393,3765917,People get cut.
521,3767263,3768662,That's life.
522,3776506,3778701,People get cut. That's life.
523,3781244,3782404,Jesus.
524,3783212,3784679,"So my finger got cut off,"
525,3785648,3787172,but nobody did it.
526,3788317,3790308,Who's gonna believe that?
527,3792088,3794386,Look at you. You don't even believe it.
528,3794490,3795582,"Yeah, I do."
529,3796759,3798192,That's because I fucked you.
530,3802665,3804633,"- What is it?
- My foot."
531,3808738,3809705,Wrong foot.
532,3811073,3813234,It's phantom limb pain.
533,3815611,3818444,"It's enough to make you
believe in ghosts, huh?"
534,3819982,3822075,"You know,
maybe that's why ghosts are restless."
535,3825121,3828318,"Because there's nothing left
of what they were except for the pain."
536,3832762,3834161,"I need your help, Jerrod."
537,3855952,3857283,Piece of shit.
538,3858354,3861289,"Hey. You got a condom, man?"
539,3861390,3863187,"- No!
- What? I'm serious. I'll buy it off you."
540,3863292,3865055,"I'm sorry, kid. I don't have one."
541,3866362,3868796,"Hey, any of you guys got a rubber?"
542,3870600,3872534,"No, I'm... You don't carry rubbers?"
543,3873936,3875130,Thanks.
544,3882812,3884245,"Hey, hey!"
545,3887416,3888610,"Where you headed, boy?"
546,3889252,3891277,"Just let me through, okay?"
547,3892688,3894713,"- Go ahead, kid.
- Thank you."
548,3904634,3907125,We're at the Tolands' house. Here.
549,3910506,3912940,"- Not so hard.
- Sorry."
550,3913042,3914873,"So, this is it?"
551,3914977,3918105,"- You want me to go in with you?
- No, it's okay."
552,3918214,3920910,"You probably better go back.
They might get suspicious."
553,3932061,3933585,"- Okay.
- All right."
554,3933696,3934754,Bye.
555,3979141,3981234,"Why did you have to come here, Aubrey?"
556,3983546,3986481,"You've still got your life.
Nobody in this house has any left."
557,3987616,3989811,And you're not cooperating with the police.
558,3990086,3993283,"I've heard all about it.
You know, you could help find the monster."
559,3995057,3996786,"I'm sorry, I can't."
560,4006068,4009003,"I know you didn't come over here
to upset us."
561,4014043,4016011,Just seeing her room would be enough.
562,4100129,4101323,Aubrey!
563,4106435,4108232,This is what they call protecting us?
564,4108337,4109668,"- Where the hell was Lanny Rierden?
- All right."
