Number,StartMilliseconds,EndMilliseconds,Text
192,957323,958449,"So what's up, Shorty?"
193,959425,961450,They're hiding in the woods.
194,963295,963784,"Hello, Melonhead."
195,964029,969092,"I have this feeling
that they're out in the woods."
196,969368,970596,The motherfuckers.
197,970803,972236,They're out in the woods.
198,972504,975905,"Felipe, lock up the car.
Rangel, come with me."
199,981046,984447,"I can't see a thing.
How the hell can they see?"
200,985384,986612,Fucking jungle.
201,990823,992256,"They stole a fortune
at that motel."
202,992458,993823,I know.
203,997196,998788,What if we took the money?
204,1000265,1001698,Are you crazy?
205,1002668,1004192,"I'm not getting mixed up
in that."
206,1004837,1006805,"I want to exterminate
these guys."
207,1007473,1009304,What? Since when is stealing
208,1009508,1011442,"from niggers and thieves
a crime?"
209,1011944,1014139,It won't be hard to nab them.
210,1014346,1016439,I have a stoolie in the City.
211,1043776,1045368,Did you hear those shots?
212,1045577,1048478,"If I catch one of them,
I'll kill him."
213,1061126,1062718,Maracana!
214,1064063,1065724,Open the door.
215,1068600,1069532,What's the matter?
216,1069735,1071600,The cops are after me.
217,1080646,1082136,Shaggy!
218,1084416,1086077,The cops are on my ass!
219,1086351,1087682,Hide me!
220,1087886,1089353,"Quick, come in."
221,1097162,1098151,Shit.
222,1098764,1101494,"I thought the cops
would be down there all night."
223,1103035,1105026,"I had a vision, Goose."
224,1106438,1108497,You been smoking something?
225,1109775,1112300,"- You've had a job, right?
- Yeah."
226,1112778,1114803,"What's it like?
What do people say?"
227,1115714,1117045,I worked with my father.
228,1117249,1120309,And fathers talk a lot of shit.
229,1122454,1123580,"You know what, Goose?"
230,1124056,1126718,"I'm getting out,
I don't want to die."
231,1127059,1128720,"This gangster's life
isn't for me."
232,1129261,1132128,"Wait!
The cops are still down there."
233,1132397,1133921,I don't give a shit.
234,1137069,1138263,I'm going back to the church.
235,1139938,1141371,"I will say of the Lord,"
236,1141773,1145004,"He is my refuge and my fortress,
in Him will I trust."
237,1146545,1152484,"Fear not the terror by night,
nor the arrow that flies by day."
238,1158056,1160650,"- Stop, motherfucker!
- Don't move!"
239,1160859,1163384,"Stop, or I'll shoot!"
240,1167432,1172028,"- shall abide under the shadow
of the Almighty."
241,1172571,1174835,"The hold-up at the motel
went down"
242,1175407,1177307,"as the bloodiest in history,"
243,1177776,1180677,"The destinies of the outlaws
then took different paths,"
244,1180879,1183404,"I don't think this guy
was involved in the heist."
245,1184249,1186114,See here?
246,1186318,1188684,"He's a worker, not a hoodlum."
247,1188921,1190320,I'll make him one now.
248,1194860,1198387,"Destiny put Clipper
back into the hands of God,"
249,1200699,1204692,"Shaggy was in Bernice's hands,"
250,1206605,1209938,"And Goose
was in my father's hands,"
251,1210209,1213542,"Why do you do these things?
You think I'm a fool?"
252,1213745,1216077,"From now on,
you'll work with me."
253,1216748,1219911,"Your younger brother
will keep an eye on you."
254,1221086,1222075,You listen to me.
255,1222221,1225281,"If I catch you with money
that isn't yours,"
256,1225724,1227954,I'll kill you.
257,1228427,1229257,That goes for you too.
258,1229828,1231853,"Get changed!
You start work immediately."
259,1233932,1237333,"Having a hood
as a brother sucks,"
260,1237636,1239433,"You always end up
footing the bill,"
261,1240105,1241163,Don't worry.
262,1241440,1243704,"Dad's mad at me,"
263,1244476,1245966,but he'll get over it.
264,1251850,1254876,"Give me that, Rocket.
It's not for you."
265,1255120,1256109,You have to study.
266,1256255,1257745,"Getting shot
doesn't scare you?"
267,1257956,1259321,"I'm a hood
because I got no brain."
268,1259524,1263221,"But you're smart.
You should study."
269,1263528,1267055,"I go to school because
I don't like physical work."
270,1268066,1269124,Promise me something.
271,1269401,1272495,"That you'll never touch
this gun. Promise?"
272,1273405,1274303,Let's shake.
273,1276475,1278943,We'd better hurry.
274,1280812,1283713,"I'm gonna sell a lot of fish.
And don't laugh."
275,1284416,1286350,You grinned when I got slapped.
276,1286618,1288142,"- Who, me?
- I saw you."
277,1316448,1319679,"What is it, Shaggy?
Cat got your tongue?"
278,1319985,1322613,"Your fidgeting behind me
makes me nervous."
279,1322821,1324721,"I'm thinking
of what to say to you."
280,1325057,1326786,"You're thinking, as well?"
281,1327125,1329320,"Don't.
It'll be your downfall."
282,1329528,1333430,"My heart has chosen you.
And I follow my heart."
283,1333665,1335530,Are you pulling my leg?
284,1336802,1339134,"You never heard of
love at first sight?"
285,1340539,1343508,"Hoods don't love, they desire."
286,1343709,1345472,You cut down everything I say.
287,1345677,1348510,"Hoods don't talk,
they smooth-talk."
288,1349214,1352809,"Well, I'll stop
wasting my breath on you."
289,1353285,1355947,"Hoods don't stop,
they take a break."
290,1357856,1360154,"Talking to you about love
sure is complicated."
291,1360425,1363861,"It's not love,
it's a con game."
292,1380245,1382713,It's just that I love you.
293,1383615,1386049,"You just might end up
convincing me."
294,1409241,1412506,"After the hold-up, there were
constant police raids"
295,1413145,1414112,"in the slum,"
296,1420819,1423947,"Every day,
someone went to jail,"
297,1424222,1425621,"someone was nailed,"
298,1427826,1429657,"But no one had seen anything,"
299,1430462,1431952,"No one knew anything,"
300,1433298,1435163,No one blabbed to the cops
301,1436234,1437861,"about where the thieves
were hiding out,"
302,1443208,1444266,Shaggy.
303,1444509,1446909,Why don't you change your life?
304,1448380,1451713,"Get a job instead of
lying around in bed all day."
305,1452284,1454684,"- Good-for-nothing!
- What do you mean?"
306,1455320,1457618,"You think you can make money
working? Go ahead."
307,1459090,1460523,"That's right, Shaggy."
308,1460892,1462723,What do you think I do all day?
309,1466298,1467526,"Take it easy, baby."
310,1468099,1469828,You know all I want
311,1470502,1474529,"is to be with you
have kids, and a farm,"
312,1474806,1477104,"raise chickens,
grow pot and get high."
313,1477309,1480710,"Sure! For me,
that's nothing but smooth-talk."
314,1491089,1493887,"What? I almost got rich
with that motel job."
315,1495727,1496751,Are you kidding?
316,1497162,1499096,"The cops
are still looking for you"
317,1499231,1501096,"because of the deaths
in the motel."
318,1503034,1505662,"What deaths?
What are you talking about?"
319,1505871,1509272,"Did you see anything?
You don't know shit, so shut up."
320,1509474,1512705,"You weren't there.
I didn't kill anyone."
321,1512911,1515175,"I bet it's those fucking
policemen,"
322,1515380,1516404,and I'm the one taking the rap.
323,1516715,1518683,They even nabbed Li'I Dice.
324,1519184,1520515,So don't bring it up again!
325,1521920,1524718,"- I don't care who did it.
- It wasn't me."
326,1525056,1526045,Let me just say.
327,1526458,1528926,"I don't want my kid's father
to be a hoodlum."
328,1529294,1530625,"You're all alone, Shaggy."
329,1530829,1532194,"- All alone?
- That's right!"
330,1533064,1534929,"- Clipper's gone religious.
- Hallelujah!"
331,1535133,1536532,"- Goose is working.
- Ass-kisser!"
332,1536801,1538826,"- And you?
- I haven't changed."
333,1539204,1542071,"So what?
They've deserted me, that's all."
334,1543475,1545909,Then I'm deserting you too.
335,1546244,1549736,"I'm splitting, Shaggy.
Come with me, if you want."
336,1550215,1551807,"Otherwise, I'll go alone."
337,1566765,1568630,Fish for sale!
338,1569768,1572236,"My brother had promised
to stop messing around,"
339,1572804,1575568,"But a hood doesn't stop,"
340,1576908,1578273,"a hood takes a break,"
341,1579644,1582670,"Goose began messing around
with Shorty's wife,"
342,1582881,1585611,"I have trout. But for
special customers like you,"
343,1586084,1588882,I also have a kisser fish.
344,1591222,1592587,"Hey, that's a mullet!"
345,1596294,1597659,Doesn't your husband
346,1598430,1599454,go down on you?
347,1601600,1602624,No.
348,1603602,1606127,"Mine, before entering me,
has to use his tongue."
349,1606738,1608103,For about half an hour.
350,1608740,1611334,"And from behind?
Do you let him?"
351,1611710,1614076,"Good God, no.
Doesn't it hurt?"
352,1615080,1616707,The first few times.
353,1617115,1618946,"Then you'll see,
it's fantastic."
354,1619217,1620343,But you need a banana.
355,1621052,1622485,What for?
356,1622821,1625813,"You're missing
the good things in life, girl!"
357,1626157,1629251,"You take a banana,
warm it up..."
358,1629561,1632291,"Put it up your thing,
while he takes you from behind."
359,1633031,1634362,It's a real rush!
360,1634899,1636457,Ask your husband.
361,1637402,1640428,I couldn't. You don't know him.
362,1640872,1642237,He's liable to beat me.
363,1642440,1646069,"Try him. Men go wild
for smut like that."
364,1653718,1655447,Motherfucking nigger!
365,1658590,1660080,Slut!
366,1661860,1663259,Whoring bitch!
367,1666631,1669429,"Rocket, give me your shorts.
Quick!"
368,1669634,1671192,"Take them off, dammit!"
369,1673805,1675705,"I'm not going naked
in the street."
370,1675907,1677534,You want your brother to die?
371,1678209,1679540,Give me your shorts. Now!
372,1680111,1681009,Give me your shirt.
373,1684849,1686214,Your shorts! Hurry up!
374,1689454,1693356,"I knew it. It's always me
who forks up for that bum."
375,1701566,1704034,"The bastard ran off.
That's his brother."
376,1704569,1706901,"- That brat there?
- I'll castrate that fucker."
377,1709641,1714101,Fish! Fish for sale!
378,1715580,1717309,"Hey, kid, come over here."
379,1718917,1721647,"- Where's your brother?
- He's not working today."
380,1722120,1724680,"- Oh yeah? Get in.
- I didn't do anything."
381,1724923,1726322,"- Get in!
- What about my fish?"
382,1727459,1728323,"Hurry it up, kid!"
383,1728660,1730321,I don't want to lose my fish!
384,1730595,1731061,Forget your fish.
385,1731262,1733321,Give me that.
386,1734666,1736725,My father will kill me.
387,1737068,1738296,That doesn't matter.
388,1750014,1751675,Let's go. There's nothing here.
389,1752250,1753683,"That day, my father swore"
390,1754018,1756213,"he never wanted to see
my brother again,"
391,1756554,1758249,"Let's go, Felipe."
392,1761359,1762383,"And he never did,"
393,1762594,1764619,"No one ever
saw him in the slum again,"
394,1765029,1768055,"The story of the Tender Trio
was coming to an end,"
395,1770301,1771359,Li'I Dice?
396,1772170,1775037,"Shit, man. I thought
you were a goner at the motel."
397,1776040,1778031,You're fucking loaded!
398,1778643,1781043,"Don't, Benny.
That's our money."
399,1782881,1785247,"Fuck you. Cut the crap
and give me the money."
400,1787252,1787843,Benny.
401,1788052,1791783,"Tell your brother Shaggy
that Shorty is squealing."
402,1792123,1793681,I'm leaving the slum.
403,1794192,1796524,"But Shorty had his hands full,"
404,1810308,1811605,"Let's go see, Stringy."
405,1822220,1824654,"A neighbor called the police
before sunrise,"
406,1826090,1828752,The tabloids went to town:
407,1829127,1832255,"""Man Buries Wife Alive
in the City of God"""
408,1832463,1835432,"Along with reporters, the place
was swarming with cops,"
409,1835834,1839099,"The hoodlums took off,"
410,1841105,1843096,"- You wanna die?
- It's you who's gonna die"
411,1843241,1844538,if you don't do what I say.
412,1844909,1846103,And show the lady more respect.
413,1850648,1852115,"Let's go, dammit!"
414,1852317,1854547,"- There are cops ahead.
- Fuck them, let's go."
415,1854752,1858244,"- Where to?
- Anywhere, just go."
416,1860792,1861850,What's the matter?
417,1862193,1865060,"Have mercy!
This car is a piece of junk."
418,1865196,1868723,"- My ass! Start the damn thing!
- It needs a push."
419,1871102,1872126,"Push, Shaggy!"
420,1873071,1874129,Push!
421,1888820,1890344,You?
422,1892924,1895449,"You want to arrest the thieves?
Over there."
423,1895960,1898121,Nab that guy over there!
424,1923221,1924848,"Run, Shaggy!"
425,1925523,1927115,Stop the car!
426,1970301,1973134,This way! He's over here.
427,1977475,1979773,We got that sonofabitch!
428,1982580,1985208,"- The bastard!
- He's a murderer."
429,1994625,1998425,"On the day Shaggy died
I remember the crowds"
430,1998629,2000654,"and a camera,"
431,2002433,2005061,"I'd always wanted to have one,"
432,2006838,2009329,Let's go to school.
433,2019650,2022084,"- Well?
- Let's go to the beach."
434,2023521,2025546,But we have an exam.
435,2026624,2029218,"So what?
Everyone else is at the beach."
436,2031629,2032459,"Come on, let's go!"
437,2032663,2035325,"She's in a bikini,
but doesn't want to go."
438,2036634,2038226,What's that saying you have?
439,2041372,2044068,"The sun is for everyone. The
beach, for those who deserve it."
440,2049414,2052281,"I bought my first camera
when I was 16,"
441,2052483,2056044,"Like all poor people,
I started at the bottom"
442,2056387,2058287,"with the world's cheapest
model,"
443,2059490,2062323,"So, Rocket?
How are things going?"
444,2063061,2064392,Any luck getting laid yet?
445,2065063,2066257,Zilch.
446,2068733,2072066,"Angelica,
I was crazy about her,"
447,2072203,2074137,"So, Rocket,
still clicking away?"
448,2074405,2077670,"She was gorgeous and the only
girl in our gang who screwed,"
449,2078209,2080700,"I wanted to lose
my virginity with her,"
450,2080912,2081901,"With her, buddy?"
451,2083114,2084103,She's got a guy.
452,2084449,2085814,So? I'm not jealous.
453,2086084,2087278,Her father's a sergeant.
454,2087852,2089251,No one's perfect.
455,2089554,2090953,Closer together!
456,2091823,2094155,"I was the official
photographer of our gang,"
457,2094625,2096650,"The gang of groovies,"
458,2096961,2098087,Everyone paid
459,2098863,2101024,"to have copies of the pictures,"
460,2107505,2108563,"Tiago,"
461,2109107,2110631,move back a little.
462,2111042,2111804,Is this okay?
463,2112110,2113077,Perfect.
464,2121452,2122919,I need a joint.
465,2123821,2125516,"Instead of smoking, man,"
466,2126324,2128588,"you should snort coke.
It's far out."
467,2128793,2133230,"You snort, Tiago?
I prefer a good toke."
468,2136067,2138058,"If you like,
I can get it for you."
469,2138269,2139896,"You can?
Then go on, move your ass!"
470,2140438,2142736,But the choice stuff is coke.
471,2143274,2146937,That's a real nercotic.
472,2147145,2148942,Narcotic!
473,2151849,2153942,"Your mouth is all salty, Tiago."
474,2154152,2155847,Screw you.
475,2156554,2158852,"You want to be
a lifeguard, Stringy?"
476,2159090,2161285,"- You're never in the water.
- My dad's a lifeguard."
477,2161559,2163390,"I'll bet you a beer
I swim better."
478,2163828,2165090,You're on.
479,2168566,2169658,"If you like,"
480,2169867,2171892,"I can go get you a joint
at Blacky's."
481,2185383,2188580,"I'd have done anything
to please her,"
482,2189587,2191214,"Buy her pot, coke,"
483,2196327,2198522,I could go to the top dogs
484,2199130,2201121,"to buy quality stuff
at a good price"
485,2203334,2204926,because the local boss
486,2205469,2209735,"was a former classmate: Blacky,"
487,2210608,2211905,Who is it?
488,2212109,2213406,Rocket.
489,2216147,2219674,"- How are things down there?
- Fine."
490,2219884,2222284,"- And the kids?
- Fine too."
491,2222486,2223783,"You want to buy
or smoke a joint?"
492,2224021,2225454,"- Buy.
- Come in, buddy."
493,2230695,2231684,Who is it?
494,2240037,2241368,"This was Blacky's turf,"
495,2242373,2245433,"But it hadn't always been his,"
496,2248713,2250510,"- Hey, Blacky.
- Fuck, Li'I Dice."
497,2251082,2252674,"You show up like this
at my place?"
498,2253050,2254711,Who said it was your place?
499,2257788,2260848,"Doña Zelia began
selling drugs here"
500,2261425,2262483,"in order to raise
her daughters,"
501,2262727,2266128,"She also gave away drugs
to boys at times"
502,2266797,2268924,"in return for special favors,"
503,2269600,2271431,"Her favorite was ""Big Boy"","
504,2272703,2275069,"One day, he grew very big!"
505,2275439,2279739,"Zelia's operation
was so amateur"
506,2279944,2283277,"that he had no trouble
seizing it from her,"
507,2284448,2288748,"Big Boy used the neighborhood
kids as dealers,"
508,2289553,2290781,What about my pot?
509,2291022,2293650,Stick it up your ass.
510,2293858,2295257,The best dealer
511,2295459,2297017,"was Carrot,"
512,2298562,2300496,"He earned Big Boy's trust,"
513,2304201,2309503,"and moved up
to become a manager,"
514,2310274,2314904,"Blacky, 20 for us
and 5 for you, okay?"
515,2315513,2317674,"One day a buddy of Carrot's
showed up,"
516,2318582,2320914,"His name was Aristotle,"
517,2323054,2324316,"My wife needs
an operation."
518,2324522,2326490,His family had taken Carrot in
519,2326691,2329057,"when he was down and out,"
520,2329427,2334091,"He couldn't refuse
to help a brother in need,"
521,2334332,2338530,"Here's the dope. I want
the dough no later than Friday."
522,2339337,2341464,"- You've bailed me out, brother.
- Friday."
523,2342239,2347871,"He's my buddy,
practically my brother, Big Boy."
524,2351615,2352377,Give him another week.
525,2353017,2355212,"Either you kill him,
or I'll kill you."
526,2355419,2356545,"Carrot had no choice,"
527,2356754,2358278,I said Friday.
528,2359790,2362088,"Don't do it, man."
529,2363461,2366021,"Carrot wanted to kill Big Boy,"
530,2366230,2367390,"but it wasn't necessary,"
531,2367765,2371462,"Big Boy hadn't paid off
the cops, He died in jail,"
532,2374805,2378400,"Carrot took everything
that belonged to Big Boy,"
533,2378609,2380668,"but didn't want the apartment,"
534,2381912,2383573,"The place was ill-fated,"
535,2383781,2385840,"Carrot gave it to his most
trusted dealer, Blacky,"
536,2386050,2387039,Here. 150 bags.
537,2387251,2388912,Give me more.
538,2391589,2394615,"That's how he took over
the local trade,"
539,2395526,2397187,"But not for long,"
540,2397795,2399262,Who is it?
541,2401065,2402259,Go see.
542,2414078,2415739,"- Hey, Blacky.
- Fuck, Li'I Dice."
543,2416080,2417809,"You show up like this
at my place?"
544,2418082,2419913,Who said it was your place?
545,2420117,2420947,"Yeah, who?"
546,2421152,2423086,"Something wrong, Li'I Dice?"
547,2428259,2432457,"Li'I Dice, my ass.
My name is Li'l Zé now."
548,2435232,2438531,"Li'l Zé had always wanted
to be boss of the City of God,"
549,2438736,2441500,"ever since he was called
""Li'I Dice"","
550,2447578,2449773,"They're having fun, and not me?"
551,2452116,2453174,I want to get out of here.
552,2462660,2465060,"What, kid?
Your friend took everything."
553,2465229,2466389,What do you want?
554,2473304,2476398,"That night, Li'I Dice
satisfied his thirst to kill,"
555,2476640,2479074,"though he knew
Shaggy would never forgive him,"
556,2486550,2491146,"To avoid being punished
he left the City of God,"
557,2492223,2494248,"He had to work hard
for peanuts,"
558,2499663,2500561,"Yeah, Benny!"
559,2500831,2502958,"Li'I Dice and Benny
managed well,"
560,2505302,2506929,"They had the gift of crime,"
561,2507137,2509105,"- You have more money than me.
- It was my idea."
562,2510107,2513167,"The only problem was running
into an older hoodlum"
563,2513477,2514842,"like my brother, Goose,"
564,2515112,2516272,Li'I Dice?
565,2516914,2519883,"Shit, man. I thought
you were a goner at the motel."
566,2520518,2521883,You're fucking loaded!
567,2523387,2525719,"Don't, Benny.
That's our money."
568,2526323,2530191,"Benny, tell your brother Shaggy"
569,2531195,2533390,that Shorty is squealing.
570,2533597,2536395,I'm leaving the slum.
571,2539303,2540463,Goose!
572,2543440,2546739,From Shaggy. You'll need it.
573,2566630,2569224,"From one hit to the next,
Li'I Dice grew up,"
574,2569466,2571627,"At 18, he was the most
respected hood"
575,2572102,2573899,"in the City of God,"
576,2574138,2576106,"You're of age now, watch out!"
577,2576307,2579105,"He was one of the most
wanted robbers in Rio,"
578,2592690,2594590,"Li'I Dice, how's it going?"
579,2594792,2598387,"Happy birthday.
I'm so glad you've turned 18."
580,2598596,2599688,"Get lost, Tuba!"
581,2599897,2601091,"Excuse me, amigo."
582,2602399,2604390,Give me a beer!
583,2604602,2607093,"Didn't you see me, prick?"
584,2607304,2608271,"- Sorry, man.
- Up yours!"
585,2608472,2610337,"The next time,
I'll waste you, asshole!"
586,2610941,2612670,Fag!
587,2617648,2620617,"Li'I Dice was ready
for anything,"
588,2620818,2621944,I wanna talk.
589,2623087,2624645,"And he was itching to start,"
590,2624855,2626322,"Who are
the fattest cats here?"
591,2626523,2627820,There are tons of them.
592,2628092,2629753,Look at Jerry Adriani
593,2630494,2634954,"gold chain, snazzy clothes."
594,2635499,2637160,"Look at Pereira
and the chick he's with"
595,2637434,2639732,"Bernice.
She was my brother's girl."
596,2640104,2641628,Check out his car.
597,2642306,2645036,"Then there's Blacky.
Covered in gold."
598,2645175,2647302,"Gold chain, gold watch."
599,2647711,2651841,"Look at Carrot, and his car."
600,2652583,2654312,They're all dealers.
601,2654518,2656042,They're all fucking loaded.
602,2656587,2658817,Hold-ups bring in chickenshit.
603,2659223,2661282,"- The big bucks are in drugs.
- I see."
604,2661492,2663619,Especially in selling coke.
