Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
11,"I'll be watchin'. You'll do fine. Hi. I can smell your cunt! - Good morning. - Dr Lecter, my name is Clarice Starling. May I speak with you? You're one of Jack Crawford's, aren't you? - I am, yes. - May I see your credentials? Certainly. Closer, please.",24.433,48,I will be watchin You will do fine Hi I can smell your cunt Good morning my name is May I speak with you You are of 's are not you I am yes May I see your credentials Certainly Closer please,neutral
12,"Closer. That expires in one week. You're not real FBI, are you? I'm still in training at the academy. Jack Crawford sent a trainee to me? Yes, I'm a student. I'm here to learn from you. Maybe you can decide whether or not I'm qualified enough to do that. That is rather slippery of you, Agent Starling. Sit, please. Now then, tell me. What did Miggs say to you?",30.137,69,Closer That expires in week You are not real are you I am still in training at academy sent trainee to me Yes I am student I am here to learn from you Maybe you can decide whether or not I am qualified enough to do that That is rather slippery of you Sit please Now then tell me What did say to you,confusion
13,"Multiple Miggs in the next cell. He hissed at you. What did he say? He said ""I can smell your cunt."" I see. I myself cannot. You use Evyan skin cream. And sometimes you wear L'Air du Temps. But not today. Did you do all these drawings, Doctor?",24.362000000000002,48,in next cell He hissed at you What did he say He said I can smell your cunt I see I myself can not You use skin cream And sometimes you wear But not today Did you do drawings,neutral
14,"That is the Duomo seen from the Belvedere. - Do you know Florence? - All that detail just from memory, sir? Memory, Agent Starling, is what I have instead of a view. Well, perhaps you'd care to lend us your view on this questionnaire, sir. Oh, no, no, no, no. You were doing fine. You had been courteous and receptive to courtesy. You had established trust, with the embarrassing truth about Miggs. And now this ham-handed segue into your questionnaire. - It won't do. - I'm only asking you to look at this.",38.148999999999994,93,That is seen from Do you know detail just from memory is what I have instead of view Well perhaps you would care to lend us your view on questionnaire Oh no no no no You were doing fine You had been courteous and receptive to courtesy You had established trust with embarrassing truth about And now ham handed segue into your questionnaire It will not do I am only asking you to look at this,disgust
15,"Either you will or you won't. Yeah. Jack Crawford must be very busy indeed if he's recruiting help from the student body. Busy hunting that new one: Buffalo Bill. What a naughty boy he is. Do you know why he's called Buffalo Bill? Please tell me. The newspapers won't say. It started as a bad joke in Kansas City Homicide. They said ""This one likes to skin his humps.""",27.017,69,Either you will or you will not Yeah must be very busy indeed if he is recruiting help from student body Busy hunting that new one What naughty boy he is Do you know why he is called Please tell me newspapers will not say It started as bad joke in They said one likes to skin his humps,neutral
16,"Why do you think he removes their skins, Agent Starling? Thrill me with your acumen. It excites him. Most serial killers keep some sort of trophies from their victims. - I didn't. - No. No, you ate yours. You send that through now. Oh, Agent Starling, you think you can dissect me with this blunt little tool? No. I thought that your knowledge... You're so ambitious, aren't you? Do you know what you look like, with your good bag and your cheap shoes?",33.129000000000005,83,Why do you think he removes their skins Starling Thrill me with your acumen It excites him Most serial killers keep sort of trophies from their victims I did not No No you ate yours You send that through now Oh you think you can dissect me with blunt little tool No I thought that your knowledge You are so ambitious are not you Do you know what you look like with your good bag and your cheap shoes,joy
17,"You look like a rube. A well-scrubbed, hustling rube, with a little taste. Good nutrition's given you length of bone, but you're not more than one generation from poor white trash, are you? And that accent you've tried so desperately to shed: Pure West Virginia. What is your father, dear? Is he a coal miner? Does he stink of the lamp? How quickly the boys found you. All those tedious, sticky fumblings in the back seats of cars, while you could only dream of getting out, getting anywhere,",32.723,88,You look like rube well scrubbed hustling rube with little taste Good nutrition 's given you length of bone but you are not more than generation from poor white trash are you And accent you have tried so desperately to she would Pure What is your father dear Is he coal miner Does he stink of lamp How quickly boys found you tedious sticky fumblings in back seats of cars while you could only dream of getting out getting anywhere,neutral
18,"getting all the way to the FBI. You see a lot, Doctor. But are you strong enough to point that high-powered perception at yourself? What about it? Why don't you look at yourself and write down what you see? Or maybe you're afraid to. A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti. You fly back to school now, little Starling.",33.111999999999995,72,getting way to You see lot But are you strong enough to point that high powered perception at yourself What about it Why do not you look at yourself and write down what you see Or maybe you are afraid to census taker once tried to test me I ate his liver with fava beans and nice You fly back to school now little Starling,neutral
19,"Fly, fly, fly. I bit my wrist so I can die. Look at the blood! - Got ya! - Miggs, you stupid fuck! - I'm gonna kill him! - Agent Starling! Come back! Agent Starling! Agent Starling! I would not have had that happen to you. - Discourtesy is unspeakably ugly. - Then do this test. No, but I'll give you a chance for what you love most. - And what is that? - Advancement. Listen carefully.",27.529000000000003,77,Fly fly fly I bit my wrist so I can die Look at blood you stupid fuck I am going to kill him Come back I would not have had that happen to you is unspeakably ugly Then do test No but I will give you chance for what you love most And what is that Listen carefully,anger
20,"Look deep within yourself, Clarice Starling. Go seek out Miss Mofet, an old patient of mine. M-O-F-E-T. I don't think Miggs could manage again so soon, even though he is crazy. Go! Hey, Bill. - Daddy! - Hey, Clarice. - Did you get any bad guys today, Daddy? - No, angel. They all got away today. FBI. Hands up. Don't move. Turn around. Hands behind your back. Thumbs up. You're dead, Starling.",30.054,72,Look deep within yourself Go seek out old patient of mine F E - T. I do not think could manage again so soon even though he is crazy Go Hey Did you get bad guys today No angel They all got away today Hands up Do not move Turn around Hands behind your back Thumbs up You are dead,neutral
21,"Johnson, good entry, good command. Starling, where's your danger area? - The corner. - Did you check? - No. - That's why you're dead. 3109. 3109. Breaking doors or windows to enter or exit. Rule 404. - Clarice, phone. It's the guru. - Crawford? Thanks, Ardelia. - Starling? - Sir?",23.566,50,good entry good command Starling where is your danger area corner Did you check No That is why you are dead Breaking doors or windows to enter or exit Rule phone It is guru Thanks Starling,admiration
22,"Miggs is dead. Dead? How? They heard Lecter whispering to him all afternoon and Miggs crying. They found him at bed check. He'd swallowed his own tongue. - Starling? - Yeah. I'm still here, sir. I just... I don't know how to feel about this. You don't have to feel any way about it. Lecter did it to amuse himself. Look, I know it got ugly today, but you mentioned a name at the end: Mofet.",30.102,76,is dead Dead How They heard whispering to him afternoon and crying They found him at bed check He would swallowed his own tongue Starling Yeah I am still here I just I do not know how to feel about this You do not have to feel way about it did it to amuse himself Look I know it got ugly today but you mentioned name at end,disgust
23,"Any follow-up on her? Lecter altered or destroyed most of his patients' histories, so there's no record of anyone named Mofet, but I thought the ""yourself"" reference was too hokey for Lecter, so I figured he's from Baltimore and I looked in the phone book and there's a ""Your Self"" storage facility right outside of downtown Baltimore, sir. Unit 31 was leased for ten years, pre-paid in full. The contract is in the name of a Miss Hester Mofet. So nobody's been in here since 1980?",36.78,86,follow up on her altered or destroyed most of his patients ' histories so there is record of anyone named but I thought yourself reference was too hokey for so I figured he is from and I looked in phone book and there is Your Self storage facility right outside of downtown was leased for years pre - paid in full contract is in name of So nobody 's been in here since,neutral
24,"Not to my knowledge. Privacy is a great concern to my customers. Yes. I won't disturb anything, I promise. I'll be outta here before you know it. - May I help you? - Yes, actually. - It's stuck. - We could return tomorrow with my son. What about him? I would ask my driver to help you, but he detests physical labour. Right. Well, you just stay here. I'll be back in one minute. It's stuck. Hand me that flashlight, sir.",31.976,81,Not to my knowledge Privacy is great concern to my customers Yes I will not disturb anything I promise I will be outta here before you know it May I help you Yes actually It is stuck We could return tomorrow with my son What about him I would ask my driver to help you but he detests physical labour Right Well you just stay here I will be back in minute It is stuck Hand me flashlight,caring
25,"If this door should fall down or anything else, this is the number for our Baltimore field office. Now they know that you're with me. Call them if anything should happen. Yes, Miss Starling. Clarice. They're waiting for you. Watch your step. Hester Mofet. It's an anagram, isn't it, Doctor? Hester Mofet. ""The rest of me."" ""Miss the rest of me."" Meaning that you rented that garage? - Thank you. - Your bleeding has stopped.",31.976,75,If door should fall down or anything else this is number for our field office Now they know that you are with me Call them if anything should happen Yes Clarice They are waiting for you Watch your step It is anagram is not it rest of me Miss rest of me Meaning that you rented garage Thank you Your bleeding has stopped,gratitude
26,"How did you...? It's nothing. It was just a scratch. Dr Lecter, whose head is in that bottle? Why don't you ask me about Buffalo Bill? - Do you know something about him? - I might if I saw the case file. - You could get that for me. - Why don't we talk about Miss Mofet? You wanted me to find him. His real name is Benjamin Raspail, a former patient of mine, whose romantic attachments ran to, shall we say, the exotic.",30.279999999999998,84,How did you It is nothing It was just scratch head is in bottle Why do not you ask me about Do you know something about him I might if I saw case file You could get that for me Why do not we talk about You wanted me to find him His real name is former patient of mine romantic attachments ran to shall we say exotic,neutral
27,"I did not kill him, merely tucked him away very much as I found him, after he'd missed three appointments. - If you didn't kill him, then who did, sir? - Who can say? Best thing for him, really. His therapy was going nowhere. His dress, make-up... - Raspail was a transvestite? - In life? Oh, no. Garden-variety manic-depressive. Tedious, very tedious. I now just think of him as a kind of experiment. A fledgling killer's first effort at transformation.",33.447,80,I did not kill him merely tucked him away very much as I found him after he would missed appointments If you did not kill him then who did Who can say Best thing for him really His therapy was going nowhere His dress make up was transvestite In life Oh no variety manic depressive Tedious very tedious I now just think of him as kind of experiment fledgling killer 's first effort at transformation,fear
28,"How did you feel when you saw him, Clarice? Scared at first, then exhilarated. Jack Crawford is helping your career. Apparently he likes you and you like him. I never thought about it. Do you think Jack Crawford wants you, sexually? True, he is much older, but do you think he visualises scenarios, exchanges, fucking you? That doesn't interest me and, frankly, it's the sort of thing that Miggs would say. Not any more.",33.897,74,How did you feel when you saw him Scared at first then exhilarated is helping your career Apparently he likes you and you like him I never thought about it Do you think wants you sexually True he is much older but do you think he visualises scenarios exchanges fucking you That does not interest me and frankly it is sort of thing that would say Not any more,anger
29,"Thank you, Barney. What happened to your drawings? Punishment, you see, for Miggs. Just like that gospel programme. When you leave, they'll turn the volume way up. Dr Chilton does enjoy his petty torments. What did you mean by ""transformation"", Doctor? I've been in this room for eight years now, Clarice. I know they will never ever let me out while I'm alive. What I want is a view.",28.976,69,Thank you What happened to your drawings Punishment you see for Just like gospel programme When you leave they will turn volume way up does enjoy his petty torments What did you mean by transformation I have been in room for years now I know they will never ever let me out while I am alive What I want is view,curiosity
30,"I want a window where I can see a tree, or even water. I want to be in a federal institution far away from Dr Chilton. What did you mean by ""fledgling killer""? Are you saying that he's killed again? I'm offering you a psychological profile of Buffalo Bill, based on the case evidence. I'll help you catch him, Clarice. You know who he is, don't you? Tell me who decapitated your patient, Doctor. All good things to those who wait. I've waited, Clarice, but how long can you and old Jackie Boy wait?",32.144999999999996,94,I want window where I can see tree or even water I want to be in federal institution far away from What did you mean by fledgling killer Are you saying that he is killed again I am offering you psychological profile of based on case evidence I will help you catch him You know who he is do not you Tell me who decapitated your patient good things to those who wait I have waited but how long can you and old wait,curiosity
31,"Our little Billy must already be searching for that next special lady. MEMPHIS, TN Hey, little cheeper. I'll be right there. Can I help you with that? - Would you? - Sure. - Thank you. - You look kinda handicapped. Yeah. I got it this far. I just can't get it up in the truck by myself. - Here. Grab this. - OK.",27.929,63,Our little must already be searching for next special lady little cheeper I will be right there Can I help you with that Would you Sure Thank you You look kind of handicapped Yeah I got it this far I just can not get it up in truck by myself Here Grab this OK,gratitude
32,"Just set it down. That's good. Get in the truck. I wanna push it all the way up. I really appreciate this. Thank you. Thank you. Push it all the way back. - Is this good? - Yeah. - That's great. - OK. Say, are you about a size 14? Sorry? Good.",23.352,52,Just set it down That is good Get in truck I want to push it way up I really appreciate this Thank you Thank you Push it way back Is this good Yeah That is great OK are you about size Sorry Good,admiration
33,"Oh, good. Good. Starling! Outside. Let's go. Cindy. In the ring for Starling. Let's go. FBI! Pack your field gear. You're going with Crawford. - Where? - They found a girl's body. Been in the water a week. It's a Buffalo Bill situation.",20.668000000000003,43,Oh good Good Starling Outside Let us go In ring for Let us go Pack your field gear You are going with Where They found girl 's body Been in water week It is situation,neutral
34,"CLAY COUNTY, W VA He keeps them alive for three days. We don't know why. No evidence of rape or physical abuse prior to death. All the mutilation you see there is postmortem. OK, three days. Then he shoots them, skins them and dumps them, each body in a different river. The water leaves us no trace evidence of any kind. That's Fredrica Bimmel, the first one. Her body was the only one he took the trouble to weight down,",29.777,80,He keeps them alive for days We do not know why evidence of rape or physical abuse prior to death mutilation you see there is postmortem OK days Then he shoots them skins them and dumps them body in different river water leaves us trace evidence of kind That is first Her body was only he took trouble to weight down,confusion
35,"so actually she was the third girl found. After her, he got lazy. OK, let's see. Circles where the girls were abducted. Arrows where their bodies were found. This new one today washed up here. Elk River, West Virginia. Look at him, Starling. Tell me what you see. He's a white male. Serial killers tend to hunt within their own ethnic groups. He's not a drifter. He's got his own house somewhere, not an apartment. - Why? - What he does with them takes privacy.",34.551,85,so actually she was third girl found After her he got lazy OK let us see Circles where girls were abducted Arrows where their bodies were found new today washed up here Look at him Tell me what you see He is white male Serial killers tend to hunt within their own ethnic groups He is not drifter He is got his own house somewhere not apartment Why What he does with them takes privacy,neutral
36,"He's in his thirties or forties. He's got real physical strength, combined with an older man's self-control. He's cautious, precise... And he's never impulsive. He'll never stop. Why not? Got a real taste for it now and he's getting better at his work. Not bad, Starling. Questions? Yes, sir. You haven't mentioned anything about the information in my report or Dr Lecter's offer, sir.",29.391,64,He is in his thirties or forties He is got real physical strength combined with older man 's self control He is cautious precise And he is never impulsive He will never stop Why not Got real taste for it now and he is getting better at his work Not bad Starling Questions Yes sir You have not mentioned anything about information in my report or 's offer,approval
37,"- I'm considering it. - That's why you sent me in there, isn't it? To get his help on Buffalo Bill, sir? Well, if that was the case, then I just wish I was in on it, that's all. If I'd sent you in with an actual agenda, Lecter would have known it instantly. He would have toyed with you then turned to stone. Excuse me, Sheriff Perkins. These are the FBI people. Sheriff Perkins - Jack Crawford, FBI. Special Agent Terry. Agent Starling. We appreciate being invited into your jurisdiction. I didn't call you. That was the state attorney's office.",35.524,101,I am considering it That is why you sent me in there is not it To get his help on Well if that was case then I just wish I was in on it that is all If I would sent you in with actual agenda would have known it instantly He would have toyed with you then turned to stone Excuse me These are people We appreciate being invited into your jurisdiction I did not call you That was state attorney 's office,admiration
38,"- We'll extend you every courtesy, but... - Sheriff. This type of sex crime has certain aspects I'd just as soon discuss in private. Know what I mean? - Oscar, fetch Dr Akins from the chapel. - Starling, we're back here. Tell Lamar to come on when he's finished playing his music. Yeah, we'll be sending in a minute. I need a six-way linkup. Chicago, Detroit... What?",27.978,67,We will extend you courtesy but type of sex crime has certain aspects I would just as soon discuss in private Know what I mean fetch from chapel we are back here Tell to come on when he is finished playing his music Yeah we will be sending in minute I need way linkup What,neutral
39,"Excuse me. Excuse me, gentlemen. You officers and gentlemen, listen here now. There's things we need to do for her. I know that y'all brought her this far and her folks would thank you if they could for your kindness and your sensitivity. But now please go on now and let us take care of her. Go on now. Thank you. Thank you. OK, good.",24.596000000000004,65,Excuse me Excuse me gentlemen You officers and gentlemen listen here now There is things we need to do for her I know that you all brought her this far and her folks would thank you if they could for your kindness and your sensitivity But now please go on now and let us take care of her Go on now Thank you Thank you OK good,gratitude
40,"Yeah, that's right. Elk River. Stand by for transmission. Ray. Doctor, Lamar, let's take a look at her. OK, Starling. Bill. Star-shaped contact entrance wound over the sternum. A muzzle stamp at the top. Wrongful death.",23.269,36,Yeah that is right Stand by for transmission let us take look at her OK Star shaped contact entrance wound over sternum muzzle stamp at top Wrongful death,neutral
41,"She'll have to go to the state pathologist at Claxton. Well, I'd better get back to that service. Lamar'll help you. Lord Almighty. What else do you see, Starling? Well, she's not local. Her ears are pierced three times and there's glitter nail polish. That looks like town to me. Two of her fingernails are broken off and there's dirt or grit under them. It looks like she's tried to claw her way through something.",32.236,75,She will have to go to state pathologist at Well I would better get back to service Lamar'll help you What else do you see Well she is not local Her ears are pierced times and there is glitter nail polish That looks like town to me of her fingernails are broken off and there is dirt or grit under them It looks like she is tried to claw her way through something,neutral
42,"Ray, get pictures of her teeth. We'll fax 'em for Missing Persons. Let's do another. She's got something in her throat. When a body comes out of the water, lots of times there's leaves in the mouth. What is that? Some kind of seed pod? No, sir. That's a bug cocoon. There's no way that could get way down in there. Not unless somebody shoved it in there. She'll be easier to print when we turn her over. Lamar, give me a hand.",29.176000000000002,83,get pictures of her teeth We will fax them for Let us do another She is got something in her throat When body comes out of water lots of times there is leaves in mouth What is that kind of seed No sir That is bug cocoon There is way that could get way down in there Not unless somebody shoved it in there She will be easier to print when we turn her over give me hand,neutral
43,"Yes, sir. I will. - Oh, Jack. What do you make of these? - Different configuration than the others. - Get close-ups. - The victim's skin removed, this time in two large diamond-shaped sections above the buttocks. Exit wound level with the second or the third thoracic vertebrae, six inches from the right shoulder blade. Starling, when I told that sheriff we shouldn't talk in front of a woman, that really burned you, didn't it? It was just smoke, Starling. I had to get rid of him.",31.656999999999996,87,Yes I will Oh What do you make of these Different configuration than others Get close ups victim 's skin removed time in large diamond shaped sections above buttocks Exit wound level with second or third thoracic vertebrae inches from right shoulder blade Starling when I told sheriff we should not talk in front of woman that really burned you did not it It was just smoke I had to get rid of him,curiosity
44,"It matters, Mr Crawford. Cops look at you to see how to act. - It matters. - Point taken. Ligature marks found around the wrists, not around the ankles. This would indicate that the skinning was postmortem. - Time, Pilch. My move. - You lured him with produce. Tough noogies. It's still my turn. Nice and slow, baby. If the beetle moves one of your men, does that still count? Course it counts. How do you play?",29.901,77,It matters Cops look at you to see how to act It matters Point taken Ligature marks found around wrists not around ankles This would indicate that skinning was postmortem My move You lured him with produce Tough noogies It is still my turn Nice and slow baby If beetle moves of your men does that still count Course it counts How do you play,neutral
45,"Agent Starling? Where the heck did this come from? It's practically mush. It was found behind the soft palate of a murder victim in the Elk River. - It's Buffalo Bill, isn't it? - I can't tell you any more. - We heard about it on the radio. - This is a clue from a real murder case? - Cool. - Just ignore him. He's not a PhD. Sphingid ceratomia, maybe. Boy, he's a big sucker. OK. Let's check morphology.",29.653,80,Starling Where heck did this come from It is practically mush It was found behind soft palate of murder victim in It is is not it I can not tell you any more We heard about it on radio This is clue from real murder case Just ignore him He is not ceratomia maybe Boy he is big sucker OK Let us check morphology,annoyance
46,"What do you do when you're not detecting, Agent Starling? I try to be a student, Dr Pilcher. Ever go out for cheeseburgers and beer? The amusing house wine? Are you hitting on me, Doctor? Yes. - Gotcha. - What have you got? Agent Starling, meet Mr Acherontia styx. Weird.",23.424000000000003,50,What do you do when you are not detecting Starling I try to be student Ever go out for cheeseburgers and beer amusing house wine Are you hitting on me Yes What have you got meet styx,curiosity
47,"Better known to his friends as the death's-head moth. - Where does it come from? - It's strange. They only live in Asia. Here they'd have to be raised from imported eggs. Somebody grew this guy. Fed him honey and nightshade, kept him warm. Somebody loved him. Where are you? Let me outta here! Help me! Please!",26.931,57,Better known to his friends as head moth Where does it come from It is strange They only live in Here they would have to be raised from imported eggs Somebody grew guy Fed him honey and nightshade kept him warm Somebody loved him Where are you Let me outta here Help me Please,love
48,"Please help me. Please! Why won't you answer me? Please! - Good morning. I'm Donna Feruchi. - I'm Gene Cassel with sports. Catherine Martin, the 25-year-old daughter of Senator Ruth Martin, listed as missing, is now believed to have been kidnapped by the serial killer known only as Buffalo Bill. Police indicate that the girl's blouse has been identified, sliced up the back, in what has become a grim, all-too-familiar calling card.",28.012,72,Please help me Please Why will not you answer me Please Good morning I am I am with sports year old daughter of listed as missing is now believed to have been kidnapped by serial killer known only as Police indicate that girl 's blouse has been identified sliced up back in what has become grim all too familiar calling card,fear
49,"Young Catherine Martin is the only daughter of Senator Ruth Martin, the Republican senator from Tennessee. Her kidnapping is not considered to be politically motivated, but it has stirred the government to its highest levels. Reached for comment on the ski slopes of Vermont, the president is said to be, and I quote, ""intensely concerned"". Just moments ago Senator Martin taped this dramatic personal plea. I'm speaking now to the person who is holding my daughter. Catherine is very gentle and kind.",31.518,82,is only daughter of Republican senator from Her kidnapping is not considered to be politically motivated but it has stirred government to its highest levels Reached for comment on ski slopes of president is said to be and I quote intensely concerned Just moments ago taped dramatic personal plea I am speaking now to person who is holding my daughter is very gentle and kind,neutral
50,"Talk to her and you'll see. You have the power. You are in charge. I know you can feel love and compassion. You have a wonderful chance to show the whole world that you can be merciful as well as strong, that you're big enough to treat Catherine better than the world has treated you. You have that power. Please. My daughter is Catherine.",27.548,64,Talk to her and you will see You have power You are in charge I know you can feel love and compassion You have wonderful chance to show whole world that you can be merciful as well as strong that you are big enough to treat better than world has treated you You have power Please My daughter is,neutral
51,"Boy, that's smart. Jesus, that's really smart. She keeps repeating the name. If he sees Catherine as a person and not just an object, it's harder to tear her up. Release my little girl. You're coming into my hospital to conduct an interview and refusing to share information with me for the third time. Sir, I told you, this is just a routine follow-up on the Raspail case. - He is my patient. I have rights. - I understand that, sir. Look, I am not just some turnkey, Miss Starling.",34.099000000000004,90,Boy that is smart that is really smart She keeps repeating name If he sees as person and not just object it is harder to tear her up Release my little girl You are coming into my hospital to conduct interview and refusing to share information with me for third time I told you this is just routine follow up on case He is my patient I have rights I understand that Look I am not just turnkey,admiration
52,"This is the number for the US attorney's office. Either you discuss this with him or you let me do my job, do you understand? If your profile helps us catch Buffalo Bill in time to save Catherine Martin, the senator promises you a transfer to the VA hospital at Oneida Park, New York, with a view of the woods nearby. Maximum security still applies, of course. You'd have reasonable access to books. Best of all, though, one week of the year, you get to leave the hospital",34.159,88,This is number for attorney 's office Either you discuss this with him or you let me do my job do you understand If your profile helps us catch in time to save senator promises you transfer to hospital at with view of woods nearby Maximum security still applies of course You would have reasonable access to books Best of all though week of year you get to leave hospital,neutral
53,"and go here. Plum Island. Every day of that week you may walk on the beach, you may swim in the ocean, for up to one hour, under SWAT team surveillance, of course. And there you have it. A copy of the Buffalo Bill case file. A copy of the senator's offer. This offer is non-negotiable and final. Catherine Martin dies, you get nothing.",29.523,64,and go here day of week you may walk on beach you may swim in ocean for up to hour under team surveillance of course And there you have it copy of case file copy of senator 's offer offer is non - negotiable and final dies you get nothing,neutral
54,"""Plum Island Animal Disease Research Centre."" Sounds charming. That's only a part of the island. There's a very nice beach. - Terns nest there. There's beautiful... - Terns? If I help you, Clarice, it will be ""turns"" with us too. Suid pro quo. I tell you things, you tell me things. Not about this case, though. About yourself. Suid pro quo. Yes or no? Yes or no, Clarice? Poor little Catherine is waiting.",28.583,73,Sounds charming That is only part of island There is very nice beach Terns nest there There is beautiful Terns If I help you it will be turns with us too Suid pro quo I tell you things you tell me things Not about case though About yourself Suid pro quo Yes or no Yes or no Poor little is waiting,admiration
