Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
11,Bring me all your elderly! - Papa! - Move! Yeah? Grandma! Please don't... don't harm him! Come on!,10.67,18,Bring me your elderly Move Yeah Please do not do not harm him Come on,caring
12,"Katara, don't. - Form a line! - Come on! Here. Hey. Grammy! You're scaring these people.",9.737,16,do not Form line Come on Here Hey You are scaring people,fear
13,"Who are you? what's your name?! - I don't need to tell you anything. - Firebenders! I'm taking you to my ship. If you don't come, I'll burn down this village. I'll go with you. Don't hurt anyone. They were looking for someone old and they were looking for someone",16.836000000000002,50,Who are you what is your name I do not need to tell you anything Firebenders I am taking you to my ship If you do not come I will burn down village I will go with you Do not hurt anyone They were looking for someone old and they were looking for someone,neutral
14,With the same markings the boy had. They dragged Mom away the same way when we were babies. She wouldn't have watched us being taken away. She would have fought. We found that boy. He's our responsibility. We should fight. What would you do if they tried to take me away? I'd kill them all.,16.006,55,With same markings boy had They dragged away same way when we were babies She would not have watched us being taken away She would have fought We found boy He is our responsibility We should fight What would you do if they tried to take me away I would kill them all,anger
15,"- Why? - Because you're my sister. Because Dad told me to protect you with my life. Because I'm your responsibility. And this boy is our responsibility. What do you want us to do, Katara? How are we supposed to save him? They're on a ship. We'd need a miracle to catch them. I know you think everything's going to work out, but I don't.",19.874000000000002,65,Why Because you are my sister Because told me to protect you with my life Because I am your responsibility And boy is our responsibility What do you want us to do How are we supposed to save him They are on ship We would need miracle to catch them I know you think everything 's going to work out but I do not,neutral
16,"His bison creature thing floats. What do you want with me? My nephew wants me to perform a little test on you. - What kind of test? - I assure you, it won't hurt. I've performed it hundreds of times. It only takes a few moments. And then you're free to go.",15.094000000000001,52,His bison creature thing floats What do you want with me My nephew wants me to perform little test on you What kind of test I assure you it will not hurt I have performed it hundreds of times It only takes few moments And then you are free to go,neutral
17,"Would you mind if I put a few things in front of you at the table? It will only take a moment. That's all you want? My name is Iroh, and you have my word. Grandma, I know you're gonna try to stop us, - but this is just something I need... - Sit down.",14.414,55,Would you mind if I put few things in front of you at table It will only take moment That is all you want My name is and you have my word I know you are going to try to stop us but this is just something I need Sit down,neutral
18,"I knew from the first time We discovered you were a Bender, that one day, I would realize your destiny. There hasn't been a waterbender in the Southern water Tribe since my friend Hama was taken away. Today, I found out that destiny. Did you see that boy's tattoos?",19.989,49,I knew from first time We discovered you were that day I would realize your destiny There has not been waterbender in Southern water since my friend was taken away Today I found out destiny Did you see 's tattoos,realization
19,"Tattoos like that haven't been seen in over a century. I believe they are Airbending tattoos. How can that be? I believe that little boy might be the Avatar. Once, a long time ago, the Spirit world kept balance over us. What is the Spirit world, Grandma?",21.442999999999998,47,Tattoos like that have not been seen in over century I believe they are tattoos How can that be I believe that little boy might be Once long time ago world kept balance over us What is world,realization
20,"It's not a place made up of things you can touch. But it exists, nonetheless. It is filled with the most amazing forms of dazzling creatures... ...that exist in the most exotic valleys, mountains and forests. Each of these creatures is a Spirit. They've watched over us since the beginning.",22.512999999999998,50,It is not place made up of things you can touch But it exists nonetheless It is filled with most amazing forms of dazzling creatures that exist in most exotic valleys mountains and forests Each of creatures is They have watched over us since beginning,admiration
21,"They have guided us. And only the Avatar can go speak to them. Aren't there Spirits here? Yes, there are some Spirits that live hidden among us, sure they're watching us With great sadness... The Fire Nation doesn't wish to live by the Spirits. That's why they're so frightened by the existence of the Avatar.",21.512,55,They have guided us And only can go speak to them Are not there Spirits here Yes there are Spirits that live hidden among us sure they are watching us With great sadness does not wish to live by Spirits That is why they are so frightened by existence of,sadness
22,"- What can he do? - With his mastery of the four elements, he will begin to change hearts. And it is in the heart that all wars are won. Now, go help this boy. He will need you tWo. And we all need him.",19.009,45,What can he do With his mastery of elements he will begin to change hearts And it is in heart that wars are won Now go help boy He will need you And we all need him,neutral
23,"You are my prisoner... ...Airbender. I'm taking you back to the Fire Nation. - You said... - I apologize. I should have explained further. If you failed the test, as all others did, you were free to leave.",15.425,38,You are my prisoner I am taking you back to You said I apologize I should have explained further If you failed test as others did you were free to leave,caring
24,"But, as it turns out, you are the only one in the entire world Who could pass this test. It is truly an honor to be in your presence. Don't even try to escape. This is a warship! Stop! There's no way you can... Don't move! You have nowhere to run!",15.483,51,But as it turns out you are only in entire world Who could pass test It is truly honor to be in your presence Do not even try to escape This is warship Stop There is way you can Do not move You have nowhere to run,realization
25,Halt! Don't let him escape! Get him! Thanks for bringing Appa to me. The Fire Nation is up to something. I have to go back now. - We'll come with you. - I can take you back to the village.,11.350999999999999,40,Halt Do not let him escape Get him Thanks for bringing to me is up to something I have to go back now We will come with you I can take you back to village,gratitude
26,"We're going with you. You found the Avatar. For a moment, I had my honor back. Your destinies are tied, Zuko. That, you can be sure of. Aang flew us to his home. He told us how he left there in a storm on Appa, and got forced into the ocean where they almost drowned.",18.782,55,We are going with you You found For moment I had my honor back Your destinies are tied That you can be sure of flew us to his home He told us how he left there in storm on and got forced into ocean where they almost drowned,neutral
27,"Aang Airbended a sphere around them, and ice formed. And he couldn't remember anything after that. Hey, Chinto! Monae! I'm back! Hey, guys! I want you to meet someone! This is where you live? They must be playing some trick or something.",15.514999999999999,42,sphere around them and ice formed And he could not remember anything after that Hey I am back Hey guys I want you to meet someone This is where you live They must be playing trick or something,neutral
28,"Monk Gyatso is gonna try and jump out and scare me at any moment. He's the teacher responsible for me. He's kind of like my father. - Is it OK if you tell me your name? - The monks named me Aang. OK, guys! Enough! Spider-rat! They're poisonous! Get behind me.",15.086,51,is going to try and jump out and scare me at moment He is teacher responsible for me He is kind of like my father Is it OK if you tell me your name monks named me guys Enough Spider rat They are poisonous Get behind me,fear
29,"He's a flying lemur-bat. We keep them as pets. Weren't they extinct a long time ago? Extinct? No, there must be thousands of them on this mountain. Your friends were monks? I know where they are right now. They're at the prayer field! Aang, wait! I have to talk to you!",15.756,51,He is flying lemur bat We keep them as pets Were not they extinct long time ago Extinct No there must be thousands of them on mountain Your friends were monks I know where they are right now They are at prayer field wait I have to talk to you,neutral
30,"Aang... ...I think you were in that ice for almost a hundred years. - The Firebenders started a war. - I left a few days ago. Aang, the Fire Nation knew the Avatar Would be born into the Air Nomads... ...so they exterminated all the Air Nomads. You're Iying!",19.316000000000003,49,I think you were in ice for almost years started war I left few days ago knew Would be born into so they exterminated You are Iying,neutral
31,You're Iying! This is Monk Gyatso's. I made it for him. No! Katara! Stay away from him! Katara!,12.467,18,You are Iying This is 's I made it for him No Stay away from him,caring
32,"Stay away from him! Your friends were monks? The Avatar? Where have you been? Aang! You can't bring Monk Gyatso back,",11.41,21,Stay away from him Your friends were monks Where have you been Aang You can not bring back,anger
33,but Sokka and I can be with you as long as you need! Don't give up! we can do this together! Aang! The banished prince. Let's offer him lunch. I wanted to thank the great General Iroh,15.937999999999999,37,but and I can be with you as long as you need Do not give up we can do this together banished prince Let us offer him lunch I wanted to thank great,gratitude
34,"and young Prince Zuko for dining with us. As you know, the Fire Lord has banished his son, the Prince, and renounced his love of him, and will not let him return to the throne unless he finds the Avatar. The Fire Lord believes his son is too soft, and by doing this, he will become strong",18.851,57,and young for dining with us As you know has banished his son and renounced his love of him and will not let him return to throne unless he finds believes his son is too soft and by doing this he will become strong,neutral
35,"and become a worthy heir to the throne. I commend the Fire Lord's discipline. For example, it seems I need to remind Prince Zuko that, during his banishment, he is an enemy of the Fire Nation and is not allowed to wear the Fire Nation uniform. But we will let him wear it today,",19.406999999999996,54,and become worthy heir to throne I commend 's discipline For example it seems I need to remind that during his banishment he is enemy of and is not allowed to wear uniform But we will let him wear it today,pride
36,"like a child wearing a costume. One day, my father will take me back and you will bow before me. You OK? I'll be fine. You know, my grandma thinks because you're an Airbender, that you could be the Avatar.",14.845999999999998,40,like child wearing costume day my father will take me back and you will bow before me You OK I will be fine You know my grandma thinks because you are that you could be,neutral
37,"How much does the Fire Nation control? A lot of villages in the Earth Kingdom, like around here. They haven't been able to conquer big cities, like Ba Sing Se, but they're making plans, I'm sure. So... ...are you the Avatar, Aang?",14.116999999999999,42,How much does Nation control lot of villages in like around here They have not been able to conquer big cities like but they are making plans I am sure So are you,neutral
38,What is this? Stay hidden. - That child is being arrested. - For what? He was bending tiny stones at us from behind a tree. It really hurt. He can bend earth? Earthbending is forbidden in this village.,12.910999999999998,38,What is this Stay hidden child is being arrested For what He was bending tiny stones at us from behind tree It really hurt He can bend earth is forbidden in village,sadness
39,"Leave him alone. You're not taking him anywhere. No one is taking anybody away! She's a bender! Katara! Move. You, too.",11.91,21,Leave him alone You are not taking him anywhere one is taking anybody away She is bender Move You too,neutral
40,"Dad! - This is my father. - Hello. That's the Fire Nation's plan, suppress all other bending. How did this happen to your village? Fire Nation sent soldiers. We fought them and defeated them. Then they sent their machines, huge machines made of metal.",19.054,44,This is my father Hello That is 's plan suppress other bending How did this happen to your village sent soldiers We fought them and defeated them Then they sent their machines huge machines made of metal,curiosity
41,"There was nothing we could do. Those who could not bend were allowed to live in peace, if we were imprisoned. Earthbenders! Why are you acting this way? You are powerful and amazing people! You don't need to live like this! There is earth right beneath your feet.",17.474,48,There was nothing we could do Those who could not bend were allowed to live in peace if we were imprisoned Earthbenders Why are you acting way You are powerful and amazing people You do not need to live like this There is earth right beneath your feet,admiration
42,"The ground is an extension of who you are! If the Avatar had returned... ...Would that mean anything to you? The Avatar is dead. If he was here, he would protect us. My name is Aang... ...and I am the Avatar.",14.424,41,ground is extension of who you are If had returned Would that mean anything to you is dead If he was here he would protect us My name is and I am,neutral
43,"I ran away, but I'm back now. It's time for you to stop doing this! The Avatar would have to be an Airbender. Are you an Airbender, boy? Leave him alone! How is he doing that? I don't want to hurt anyone.",15.902999999999999,42,I ran away but I am back now It is time for you to stop doing this would have to be Are you boy Leave him alone How is he doing that I do not want to hurt anyone,neutral
44,"AII Airbenders should be dead. Kill him! Firebenders, positions! OK! Everybody can help us now! Don't be afraid! Just leave them! Fall back! Go! He's an Airbender!",14.730999999999998,27,should be dead Kill him Firebenders positions OK Everybody can help us now Do not be afraid Just leave them Fall back Go He is,anger
45,"They took away any tools related to bending. The Fire Nation took this scroll from a member of your water Tribe. A waterbending scroll. This is rare. My mom told me about these. This was you when you were born an Earthbender, tWo lifetimes ago.",19.782,45,They took away tools related to bending took scroll from member of your water waterbending scroll This is rare My mother told me about these This was you when you were born lifetimes ago,neutral
46,"You came to our village. Avatar Kyoshi loved games. I do, too. I mean, I still do. A lot of the villages in this part of the Earth Kingdom are occupied by the Fire Nation, like this village was. They prey on the weakest towns and villages.",17.552,47,You came to our village loved games I do too I mean I still do lot of villages in part of are occupied by like village was They prey on weakest towns and villages,love
47,"We should go visit some of these towns, Aang. - I need to tell you something. - What is it, Aang? I ran away before they trained me to be the Avatar. I don't know how to bend the other elements. Why did you run away? The day they told me I was the Avatar, they said I could never",14.869000000000002,60,We should go visit some of towns I need to tell you something What is it I ran away before they trained me to be I do not know how to bend other elements Why did you run away day they told me I was they said I could never,neutral
48,"have a normal life, that I could never have a family. They said it cannot work with the responsibilities of the Avatar. - Why can't the Avatar have a family? - I asked that! They said that's the sacrifice the Avatar always has to make. OK. So, what if we found you teachers. Teachers to teach you bending? Which element would you have to learn first?",17.985,66,have normal life that I could never have family They said it can not work with responsibilities of Why can not have family I asked that They said that is sacrifice always has to make OK So what if we found you teachers Teachers to teach you bending element would you have to learn first,neutral
49,"Water. Water comes after Air in the cycle. Air, water, Earth, Fire. But there are really powerful benders in the Northern water Tribe. My dad told me about it before he left. It's led by a princess because her father died. There are teachers there, but all the way on the other side of the world.",16.006,56,Water Water comes after in cycle Air water But there are really powerful benders in Northern water My dad told me about it before he left It is led by princess because her father died There are teachers there but way on other side of world,neutral
50,"- We can get there on Appa. - That's what I was thinking. And maybe we can stop in the villages on the way, start a change in The war in these small villages. - Should we try it? - Yes, we should. The scroll we had was proving to be helpful. Aang was practicing, but for some reason,",16.528,59,We can get there on That is what I was thinking And maybe we can stop in villages on way start change in war in small villages Should we try it Yes we should scroll we had was proving to be helpful was practicing but for reason,approval
51,"he was having trouble with waterbending. We moved from town to town in the Earth Kingdom. We tried to stay out of sight, but Sokka became concerned we were being followed. Sire, I have good news. As you know, I conducted a raid on the Great Library,",16.414,47,he was having trouble with waterbending We moved from town to town in We tried to stay out of sight but became concerned we were being followed I have good news As you know I conducted raid on,caring
52,"- Which most said didn't exist. - Get on with it. I found scrolls in the library. We are deciphering them. But I believe they may contain information as to where the Ocean and Moon Spirits live in this world. With this information, We could bring down the Northern water Tribe city,",16.666,52,Which most said did not exist Get on with it I found scrolls in library We are deciphering them But I believe they may contain information as to where and Spirits live in world With information We could bring down Northern water city,neutral
53,"We could show the world the true strength of fire. I am pleased. Well, Commander Zhao, are the rumors true or not? Our spies have discovered someone claiming to be the Avatar. They describe him as just a boy. We should set a trap for this person.",18.145000000000003,47,We could show world true strength of fire I am pleased Well are rumors true or not Our spies have discovered someone claiming to be They describe him as just boy We should set trap for person,joy
54,"We have many Earth Kingdom people under our control. I can leave soldiers hidden in certain locations. - And my son? - He had his chance. He missed it. Let's hope, for your sake, my son doesn't find this person first and he turns out to be the Avatar. He would return as a hero and, for all purposes, be your superior.",21.410999999999998,62,We have many people under our control I can leave soldiers hidden in certain locations And my son He had his chance He missed it Let us hope for your sake my son does not find person first and he turns out to be He would return as hero and for purposes be your superior,optimism
55,"Well, I suppose it's a race, then. We're close, Uncle. They've been moving farther and farther north. We're catching them. There are a lot of pretty girls in this town, Zuko. You could fall in love here.",14.514999999999999,37,Well I suppose it is race then We are close They have been moving farther and farther north We are catching them There are lot of pretty girls in town You could fall in love here,approval
56,"We could settle down here, and you could have a blessed life. We don't have to continue this, Zuko. I'll show you why we must, Uncle. Hey. Hey. Little one, come here. You look like a very smart boy. Tell me what you know about the Prince, the Fire Lord's son.",19.954,51,We could settle down here and you could have blessed life We do not have to continue this I will show you why we must Hey Hey Little come here You look like very smart boy Tell me what you know about 's son,admiration
57,"- He did something wrong. - He spoke out of turn to a general, in defense of some of his friends Who were going to be sacrificed in a battle. Then Prince Zuko Was sentenced to an Agni Kai duel, but when he showed up, - it was his father he was to fight. - That's right.",20.658999999999995,57,He did something wrong He spoke out of turn to general in defense of some of his friends Who were going to be sacrificed in battle Then Was sentenced to duel but when he showed up it was his father he was to fight That is right,neutral
58,"He would not fight his father. Then his father mocked him and said, ""I should bring your sister up here to beat you. "" Then the father burnt his son... ...to teach him a lesson. We'll catch him soon, Uncle.",15.230999999999998,40,He would not fight his father Then his father mocked him and said I should bring your sister up here to beat you Then father burnt his son to teach him lesson We will catch him soon,neutral
59,"Then we can think about the pretty girls. Aang... Try to keep your wrist bent, like it's showing. What's wrong? You've really been distracted today. I saw Sokka's maps. We're near the Northern Air Temple. Do you think it would be OK if I just visited there and came back?",17.748,50,Then we can think about pretty girls Aang Try to keep your wrist bent like it is showing What is wrong You have really been distracted today I saw 's maps We are near Do you think it would be OK if I just visited there and came back,caring
60,"- I'd be back in less than a day. - Why? He had a vision at the Southern Air Temple prayer field. He talked to a Dragon Spirit Who he thinks can help us. He thinks if he goes to another spiritual place, he can get back to the Spirit world. I don't think that's a good idea. We started a rebellion.",16.643,62,I would be back in less than day Why He had vision at prayer field He talked to Who he thinks can help us He thinks if he goes to spiritual place he can get back to world I do not think that is good idea We started rebellion,neutral
61,"Try to talk him out of it. I can't do this. I need help. - I guess your talk didn't work. - He'll be back in a day. The Fire Nation is following us. If we make a wrong move, they'll catch him. Who are you?",12.683,46,Try to talk him out of it I can not do this I need help I guess your talk did not work He will be back in day is following us If we make wrong move they will catch him Who are you,neutral
62,"Why, it cannot be! I've heard stories. Are you...? My name is Aang. I cannot believe I've lived to see your return. I'm an Earth villager, but I visit these temple remains often. The Fire Nation destroyed this temple. They have ruined everything.",19.442,43,Why it can not be I have heard stories Are you My name is I can not believe I have lived to see your return I am villager but I visit temple remains often destroyed temple They have ruined everything,surprise
63,"No, no, no, not everything. You know, there's a hidden chamber of statues I think you, of all people, should see. These are all the Avatars. These are the reincarnations of you over the years. The Avatar Roku was your last life.",20.182000000000002,42,No no no not everything You know there is hidden chamber of statues I think you of people should see These are These are reincarnations of you over years was your last life,neutral
64,"Now, how did the Airbenders know you were the Avatar, little one? They gave me a test. They put 1,000 toys in front of me and asked me to choose four. They said I chose the same four objects that belonged to the previous Avatars. That's when they told me I could have no family. Told me I had a responsibility to the Four Nations.",19.794,65,Now how did Airbenders know you were little They gave me test They put toys in front of me and asked me to choose They said I chose same objects that belonged to previous That is when they told me I could have family Told me I had responsibility to,neutral
65,"There's a ceremony When everyone bows to me. That's when I accept my role as the Avatar. But when everyone bowed... ...I didn't bow back. You seem like a nice young man. You really do. You will forgive me, won't you?",17.155,41,There is ceremony When everyone bows to me That is when I accept my role as But when everyone bowed I did not bow back You seem like nice young man You really do You will forgive me will not you,approval
66,"- For what? - For luring you down here. I have lived in poverty because of your absence, Avatar. So you will understand my actions today. I have lived in poverty because of your absence, Avatar. I have seen a vision of the moon turning red. The Fire Nation has stolen knowledge of us from the Great Library.",24.164,58,For what For luring you down here I have lived in poverty because of your absence So you will understand my actions today I have lived in poverty because of your absence I have seen vision of moon turning red has stolen knowledge of us from,sadness
67,"They are planning to misuse this knowledge. I will stop them. You must go to the Northern water Tribe. If they take that city, more will suffer and die, as your Airbenders have. You must go now!",16.916,37,They are planning to misuse knowledge I will stop them You must go to Northern water If they take city more will suffer and die as your have You must go now,neutral
68,"Will I stop them? Wake up, young man! My name is Commander Zhao. I set this trap for you. Don't worry, I'm not gonna kill you. Besides, you'd just be reborn again, and then the search would continue.",16.21,38,Will I stop them Wake up young man My name is I set trap for you Do not worry I am not going to kill you Besides you would just be reborn again and then search would continue,caring
69,"So where have you been all this time? And how is it that you're still a boy? I understand that when you freed that handful of towns, you were very impressive, but... ...you only used Airbending against my soldiers. Now, why is that?",16.279,43,So where have you been time And how is it that you are still boy I understand that when you freed handful of towns you were very impressive but you only used Airbending against my soldiers Now why is that,curiosity
70,"The Fire Lord and I have a plan to ensure our reign and the downfall of our enemies. I am sending a personal message to the Fire Lord, informing him that the once feared Avatar is our prisoner and no threat to our might. Who are you?",18.349,47,and I have plan to ensure our reign and downfall of our enemies I am sending personal message to informing him that once feared is our prisoner and threat to our might Who are you,optimism
71,Wait! Don't! Stop! Fools. Close the inner gates! The Avatar has escaped! Lock down the gate! Lock down all the gates!,11.512,21,Wait Do not Stop Fools Close inner gates has escaped Lock down gate Lock down gates,anger
72,To the main post! This was their practice area. Go again! Do not kill the Avatar! He will just be reborn again! Why are you doing this? who are you?,11.739,30,To main post This was their practice area Go again Do not kill He will just be reborn again Why are you doing this who are you,neutral
73,"Open the gates. Let them out! - Is it some kind of Spirit, Commander? - Not at all. Do it. What is this? And how did he escape?",11.535,28,Open gates Let them out Is it kind of Not at all Do it What is this And how did he escape,neutral
74,"I fear that your son is not only incompetent, but also a traitor. Of course, I cannot prove this, sire. You think... ...my son is this person the soldiers are calling the Blue Spirit.",16.678,34,I fear that your son is not only incompetent but also traitor Of course I can not prove this sire You think my son is person soldiers are calling,fear
75,"Yes. Zhao's men were searching the coast, looking for you. They also searched the ship. I told them you went on vacation with a girI. Where were you the past four days? Nowhere.",12.979,33,Yes 's men were searching coast looking for you They also searched ship I told them you went on vacation with girI. Where were you past days Nowhere,neutral
76,"We have to keep moving. The Avatar is traveling again. Take rest first. It looks like you Went through a great deal. When you wake, we'll have tea together before we start the engines. Do not harm my son.",15.141,39,We have to keep moving is traveling again Take rest first It looks like you Went through great deal When you wake we will have tea together before we start engines Do not harm my son,caring
77,"Leave him to his isolation. You have my word, sire. I will not harm him. Zuko! And what of the Avatar? We assume he has rejoined with his supporters. It has been confirmed that he's traveling north.",15.344999999999999,37,Leave him to his isolation You have my word sire I will not harm him And what of We assume he has rejoined with his supporters It has been confirmed that he is traveling north,neutral
78,"It is my strong belief that he is traveling to the Northern water Tribe. I believe the child Avatar has only knowledge of his birth element, Air. I believe he is trying to learn in the discipline of water. He's gone to seek out someone in the Northern water Tribe, where they have lived beyond our reach and openly practice waterbending. We arrived at the Northern water Tribe.",23.616999999999997,68,It is my strong belief that he is traveling to Northern water I believe child has only knowledge of his birth element I believe he is trying to learn in discipline of water He is gone to seek out someone in Northern water where they have lived beyond our reach and openly practice waterbending We arrived at Northern water,neutral
79,"We presented ourselves to the royal court. My brother and the princess became friends right away. Aang showed them he was the last Airbender, and was accepted to train with the master. The city knew our arrival would bring great danger. And they prepared for war they knew would come in the ensuing weeks.",19.578000000000003,54,We presented ourselves to royal court My brother and princess became friends right away showed them he was last and was accepted to train with master city knew our arrival would bring great danger And they prepared for war they knew would come in ensuing weeks,neutral
80,"The city was designed to withstand any assault. If we keep them to the courtyard and the marketplace till night falls, Where we have the advantage, We will succeed. If we let too many of them into the city, their sheer numbers could overwhelm us. As many fires in this city should be put out as possible when the alarm sounds.",17.554000000000002,61,city was designed to withstand assault If we keep them to courtyard and marketplace till night falls Where we have advantage We will succeed If we let too many of them into city their sheer numbers could overwhelm us As many fires in city should be put out as possible when alarm sounds,optimism
81,"We want to minimize their bender sources. I must assign a guard to be with you at all times, Princess. Your presence is our inspiration. I'll do it. That's me. I'll be her guard. Nothing will happen to her. I had a feeling you might volunteer.",16.881,46,We want to minimize their bender sources I must assign guard to be with you at times Your presence is our inspiration I will do it That is me I will be her guard Nothing will happen to her I had feeling you might volunteer,caring
82,"I've heard no word of my son for quite some time. - Do you know where he is? - I've not heard of anything, sire. I'm sure word of him will come to us soon. The Northern water Tribe benders are given their strength by the Moon and Ocean Spirits. They will be difficult to defeat. Now, if for some reason the Spirits were not involved,",20.262,66,I have heard word of my son for time Do you know where he is I have not heard of anything sire I am sure word of him will come to us soon Northern water benders are given their strength by and They will be difficult to defeat Now if for reason Spirits were not involved,neutral
83,"that would be different. What have you learned from the stolen scrolls? We have deciphered the location of the Moon and Ocean Spirits. It is our destiny to have found this information, Zhao. Eliminate the Spirits, take the city and we will have thWarted the Avatar in the process.",20.818,49,that would be different What have you learned from stolen scrolls We have deciphered location of and It is our destiny to have found information Eliminate Spirits take city and we will have thWarted in process,realization
84,"Water is what? The flowing element. The element of change. To master water, you must release your emotions, Wherever they may lead you. Water teaches us acceptance. Let your emotions flow like water.",14.869,33,Water is what flowing element element of change To master water you must release your emotions Wherever they may lead you Water teaches us acceptance Let your emotions flow like water,caring
85,"Aang, would you like to spar? You haven't sparred in a few days. Now, use offense, Aang! General Iroh, I'm glad you could accept my invitation to join us - On this historic event. - Your invitation was most gracious. You are a gifted strategist. No one can argue that. Your failure in the Hundred Day Siege of Ba Sing Se won't be held against you.",22.263,66,would you like to spar You have not sparred in few days Now use offense I am glad you could accept my invitation to join us On historic event Your invitation was most gracious You are gifted strategist one can argue that Your failure in of will not be held against you,admiration
86,"Your son died in that siege, didn't he? Yes, he did. Again, I offer my condolences on your nephew burning to death in that terrible accident. Thank you. I've loved spending these weeks with you, Sokka.",12.774,36,Your son died in siege did not he Yes he did Again I offer my condolences on your nephew burning to death in terrible accident Thank you I have loved spending weeks with you,grief
87,"Me, too. Should we see what the ocean is doing today? When there is some safety for all of us, I will come visit our sister city in the Southern water Tribe and spend some time in your home. That would be great.",12.445000000000002,43,Me too Should we see what ocean is doing today When there is safety for all of us I will come visit our sister city in Southern water and spend time in your home That would be great,joy
88,"But I warn you... ...my grandmother will ask you a lot of questions. What might she ask me? She'll say, ""Why is your hair white, young lady? You look very odd. "" I would say to your grandmother, my hair is white because when I was born I was not awake.",18.302999999999997,51,But I warn you my grandmother will ask you lot of questions What might she ask me She will say Why is your hair white young lady You look very odd I would say to your grandmother my hair is white because when I was born I was not awake,neutral
89,My mother and father could not get me to make a sound or move. So they prayed for days to the Moon Spirit and dipped me into the sacred waters. My parents said that my hair turned White then and life poured into me. Wow. You didn't tell me that.,16.507,50,My mother and father could not get me to make sound or move So they prayed for days to and dipped me into sacred waters My parents said that my hair turned then and life poured into me Wow You did not tell me that,sadness
90,You didn't ask me. Only your grandmother did. I'm sure Zhao was the one Who ordered the attack on you. Any problems? We have arrived at the Northern Water Tribe's stronghold. They believe the boy is there.,13.378,37,You did not ask me Only your grandmother did I am sure was one Who ordered attack on you problems We have arrived at 's stronghold They believe boy is there,neutral
91,"Why do you seem upset, Uncle? Zhao has no sacredness. Are you sure you want to be here? I will not be allowed to live in peace until I bring the Avatar to my father! Is that not clear to you? What is this?",13.775999999999998,44,Why do you seem upset has sacredness Are you sure you want to be here I will not be allowed to live in peace until I bring to my father Is that not clear to you What is this,curiosity
